Onderwijssector,education_sector,education_type,Onderwijstype,Opleidingscode,Naam,Omschrijving,Begindatum,Einddatum,is_active,Niveau,Leerweg
MBO,vocational,D,MBO,25019,Ondern. meubmak./(scheeps)int,Ondernemend meubelmaker/(scheeps)interieurbouwer,2015-08-01,2030-08-01,True,4,
MBO,vocational,D,MBO,25020,Werkvb. meubind./(scheeps)int.,Werkvoorbereider meubelindustrie/(scheeps)interieurbouw,2015-08-01,2029-08-01,True,4,
MBO,vocational,C,MBO,25021,Allround meubelstoffeerder,Allround meubelstoffeerder,2015-08-01,2028-08-01,True,3,
MBO,vocational,B,MBO,25022,Meubelstoffeerder,Meubelstoffeerder,2015-08-01,2027-08-01,True,2,
MBO,vocational,C,MBO,25023,Allr vakkr ondhd- en klusbedr.,Allround vakkracht onderhoud- en klussenbedrijf,2015-08-01,2027-08-01,True,3,
MBO,vocational,B,MBO,25024,Servicemedewerker gebouwen,Servicemedewerker gebouwen,2015-08-01,2026-08-01,True,2,
MBO,vocational,C,MBO,25025,Allround parketteur,Allround parketteur,2015-08-01,2026-08-01,True,3,
MBO,vocational,B,MBO,25026,Parketteur,Parketteur,2015-08-01,2025-08-01,True,2,
MBO,vocational,B,MBO,25027,Plafond- en wandmonteur,Plafond- en wandmonteur,2015-08-01,,True,2,
MBO,vocational,D,MBO,25028,Restauratiestukadoor,Restauratiestukadoor,2015-08-01,2024-08-01,False,4,
MBO,vocational,C,MBO,25029,Gezel schilder,Gezel schilder,2015-08-01,2024-08-01,False,3,
MBO,vocational,B,MBO,25030,Schilder,Schilder,2015-08-01,2023-08-01,False,2,
MBO,vocational,C,MBO,25031,(Ambulant) objectleider,(Ambulant) objectleider,2015-08-01,,True,3,
MBO,vocational,B,MBO,25032,Glazenwasser,Glazenwasser,2015-08-01,,True,2,
MBO,vocational,B,MBO,25033,Meew leidgev alg schoonmaakond,Meewerkend leidinggevende algemeen schoonmaakonderhoud,2015-08-01,,True,2,
MBO,vocational,B,MBO,25034,Schoonmaker in versch.omgev.,Schoonmaker in verschillende omgevingen,2015-08-01,,True,2,
MBO,vocational,C,MBO,25035,Specialist vloeronderhoud,Specialist vloeronderhoud,2015-08-01,,True,3,
MBO,vocational,D,MBO,25036,Decoratie-&restauratieschilder,Decoratie- en restauratieschilder,2015-08-01,2030-08-01,True,4,
MBO,vocational,C,MBO,25037,Gezel stukadoor,Gezel stukadoor,2015-08-01,,True,3,
MBO,vocational,B,MBO,25038,Stukadoor,Stukadoor,2015-08-01,,True,2,
MBO,vocational,C,MBO,25039,Allround woningstoffeerder,Allround woningstoffeerder,2015-08-01,2026-08-01,True,3,
MBO,vocational,B,MBO,25040,Woning-/projectstoffeerder,Woning-/projectstoffeerder,2015-08-01,2025-08-01,True,2,
MBO,vocational,C,MBO,25041,Beheerder milieustraat,Beheerder milieustraat,2015-08-01,,True,3,
MBO,vocational,D,MBO,25042,Teamleider AMBOR,Teamleider AMBOR,2015-08-01,,True,4,
MBO,vocational,C,MBO,25043,Voorman BOR,Voorman BOR,2015-08-01,,True,3,
MBO,vocational,C,MBO,25044,Allround laborant,Allround laborant,2015-08-01,2029-08-01,True,3,
MBO,vocational,D,MBO,25045,Biologisch medisch analist,Biologisch medisch analist,2015-08-01,2030-08-01,True,4,
MBO,vocational,D,MBO,25046,Chemisch-fysisch analist,Chemisch-fysisch analist,2015-08-01,2030-08-01,True,4,
MBO,vocational,D,MBO,25047,Audicien,Audicien,2015-08-01,2029-08-01,True,4,
MBO,vocational,D,MBO,25048,Behoudsmedewerker,Behoudsmedewerker,2015-08-01,2026-08-01,True,4,
MBO,vocational,D,MBO,25049,Glazenier,Glazenier,2015-08-01,2023-08-01,False,4,
MBO,vocational,D,MBO,25050,Keramist,Keramist,2015-08-01,2023-08-01,False,4,
MBO,vocational,D,MBO,25051,Ontw. Leer- en Textielverw.,Ontwerpend Leer- en Textielverwerker,2015-08-01,2023-08-01,False,4,
MBO,vocational,D,MBO,25052,Ontwerpend Meubelmaker,Ontwerpend Meubelmaker,2015-08-01,2023-08-01,False,4,
MBO,vocational,C,MBO,25053,Mw Steriele Medische Hulpmidd.,Medewerker Steriele Medische Hulpmiddelen,2015-08-01,2025-08-01,True,3,
MBO,vocational,C,MBO,25054,Allround Medewerker Optiek,Allround Medewerker Optiek,2015-08-01,2025-08-01,True,3,
MBO,vocational,D,MBO,25055,Opticien,Opticien,2015-08-01,2026-08-01,True,4,
MBO,vocational,B,MBO,25056,Verkoopmedewerker Optiek,Verkoopmedewerker Optiek,2015-08-01,2024-08-01,False,2,
MBO,vocational,C,MBO,25057,Leestenmaker,Leestenmaker,2015-08-01,2028-08-01,True,3,
MBO,vocational,D,MBO,25058,Orthopedisch Schoentechnicus,Orthopedisch Schoentechnicus,2015-08-01,2029-08-01,True,4,
MBO,vocational,B,MBO,25059,Schoentechn Voorzieningenmaker,Schoentechnisch Voorzieningenmaker,2015-08-01,2027-08-01,True,2,
MBO,vocational,C,MBO,25060,Pianotechnicus,Pianotechnicus,2015-08-01,2027-08-01,True,3,
MBO,vocational,D,MBO,25061,Maatschoenmaker,Maatschoenmaker,2015-08-01,2029-08-01,True,4,
MBO,vocational,B,MBO,25062,Schoenhersteller 2,Schoenhersteller 2,2015-08-01,2028-08-01,True,2,
MBO,vocational,C,MBO,25063,Schoenhersteller 3,Schoenhersteller 3,2015-08-01,2029-08-01,True,3,
MBO,vocational,C,MBO,25064,Zadel- en tuigenmaker,Zadel- en tuigenmaker,2015-08-01,2029-08-01,True,3,
MBO,vocational,D,MBO,25065,Tandtechnicus Kroon-/Brugwerk,Tandtechnicus Kroon- en Brugwerk,2015-08-01,2027-08-01,True,4,
MBO,vocational,D,MBO,25066,Tandtechnicus Prothese,Tandtechnicus Prothese,2015-08-01,2027-08-01,True,4,
MBO,vocational,B,MBO,25067,Tandtechn. Mdw Basistechnieken,Tandtechnisch Medewerker Basistechnieken,2015-08-01,2025-08-01,True,2,
MBO,vocational,D,MBO,25068,Techn. Oogheelkundig Assistent,Technisch Oogheelkundig Assistent,2015-08-01,2027-08-01,True,4,
MBO,vocational,C,MBO,25069,Basisgoudsmid,Basisgoudsmid,2015-08-01,2027-08-01,True,3,
MBO,vocational,D,MBO,25070,Goudsmid,Goudsmid,2015-08-01,2029-08-01,True,4,
MBO,vocational,D,MBO,25071,Zilversmid,Zilversmid,2015-08-01,2029-08-01,True,4,
MBO,vocational,D,MBO,25072,Juwelier,Juwelier,2015-08-01,,True,4,
MBO,vocational,C,MBO,25073,Medewerker Juwelier,Medewerker Juwelier,2015-08-01,,True,3,
MBO,vocational,D,MBO,25074,Orthopedisch Technicus,Orthopedisch Technicus,2015-08-01,2029-08-01,True,4,
MBO,vocational,C,MBO,25075,Orthopedisch technisch medew.,Orthopedisch Technisch Medewerker,2015-08-01,2028-08-01,True,3,
MBO,vocational,C,MBO,25076,Medewerker Uurwerktechniek,Medewerker Uurwerktechniek,2015-08-01,2029-08-01,True,3,
MBO,vocational,D,MBO,25077,Uurwerktechnicus,Uurwerktechnicus,2015-08-01,2030-08-01,True,4,
MBO,vocational,C,MBO,25078,Betonboorder,Betonboorder,2015-08-01,,True,3,
MBO,vocational,C,MBO,25079,Allround betonreparateur,Allround betonreparateur,2015-08-01,,True,3,
MBO,vocational,B,MBO,25080,Betonreparateur,Betonreparateur,2015-08-01,,True,2,
MBO,vocational,C,MBO,25081,Allr. betonstaalverw. bouwpl.,Allround betonstaalverwerker bouwplaats,2015-08-01,,True,3,
MBO,vocational,C,MBO,25082,Allr. betonstaalverw. prefabr.,Allround betonstaalverwerker prefabricage,2015-08-01,,True,3,
MBO,vocational,B,MBO,25083,Betonstaallasser,Betonstaallasser,2015-08-01,,True,2,
MBO,vocational,B,MBO,25084,Betonstaalvlechter,Betonstaalvlechter,2015-08-01,,True,2,
MBO,vocational,C,MBO,25085,Allround betontimmerman,Allround betontimmerman,2015-08-01,,True,3,
MBO,vocational,C,MBO,25086,Allr. dakd. bitumen/kunststof,Allround dakdekker bitumen en kunststof,2015-08-01,2028-08-01,True,3,
MBO,vocational,C,MBO,25087,Allr. dakdekker pannen/leien,Allround dakdekker pannen/leien,2015-08-01,2028-08-01,True,3,
MBO,vocational,B,MBO,25088,Dakdekker bitumen en kunststof,Dakdekker bitumen en kunststof,2015-08-01,2027-08-01,True,2,
MBO,vocational,B,MBO,25089,Dakdekker pannen/leien,Dakdekker pannen/leien,2015-08-01,2027-08-01,True,2,
MBO,vocational,B,MBO,25090,Dakdekker riet,Dakdekker riet,2015-08-01,2027-08-01,True,2,
MBO,vocational,C,MBO,25091,Allround vakman gww,Allround vakman gww,2015-08-01,2027-08-01,True,3,
MBO,vocational,C,MBO,25092,Allround waterbouwer,Allround waterbouwer,2015-08-01,2027-08-01,True,3,
MBO,vocational,B,MBO,25093,Asfaltafwerker,Asfaltafwerker,2015-08-01,2026-08-01,True,2,
MBO,vocational,C,MBO,25094,Balkman,Balkman,2015-08-01,2027-08-01,True,3,
MBO,vocational,B,MBO,25095,Opperman bestratingen,Opperman bestratingen,2015-08-01,2026-08-01,True,2,
MBO,vocational,C,MBO,25096,Straatmaker,Straatmaker,2015-08-01,2027-08-01,True,3,
MBO,vocational,B,MBO,25097,Vakman gww,Vakman gww,2015-08-01,2026-08-01,True,2,
MBO,vocational,B,MBO,25098,Waterbouwer,Waterbouwer,2015-08-01,2026-08-01,True,2,
MBO,vocational,C,MBO,25099,Machinist grondverzet,Machinist grondverzet,2015-08-01,2029-08-01,True,3,
MBO,vocational,C,MBO,25100,Machinist hijswerk,Machinist hijswerk,2015-08-01,2022-08-01,False,3,
MBO,vocational,C,MBO,25101,Machinist wegenbouw,Machinist wegenbouw,2015-08-01,2029-08-01,True,3,
MBO,vocational,C,MBO,25102,Allround Metselaar,Allround Metselaar,2015-08-01,2027-08-01,True,3,
MBO,vocational,B,MBO,25103,Metselaar,Metselaar,2015-08-01,2026-08-01,True,2,
MBO,vocational,D,MBO,25104,Middenkaderfunctionaris Bouw,Middenkaderfunctionaris Bouw,2015-08-01,2029-08-01,True,4,
MBO,vocational,D,MBO,25105,Middenkaderfunctionaris Infra,Middenkaderfunctionaris Infra,2015-08-01,2029-08-01,True,4,
MBO,vocational,D,MBO,25106,Middenkad.funct. Landmeetkunde,Middenkaderfunctionaris Landmeetkunde,2015-08-01,2029-08-01,True,4,
MBO,vocational,D,MBO,25107,Middenkaderfunct. Restauratie,Middenkaderfunctionaris Restauratie,2015-08-01,2029-08-01,True,4,
MBO,vocational,D,MBO,25108,Middenkfunct. Verk. en St.bouw,Middenkaderfunctionaris Verkeer en Stedenbouw,2015-08-01,2029-08-01,True,4,
MBO,vocational,C,MBO,25109,Allround natuursteenbewerker,Allround natuursteenbewerker,2015-08-01,,True,3,
MBO,vocational,B,MBO,25111,Natuursteenbewerker machinaal,Natuursteenbewerker machinaal,2015-08-01,,True,2,
MBO,vocational,B,MBO,25113,Natuursteenbew. ambachtelijk,Natuursteenbewerker ambachtelijk,2015-08-01,,True,2,
MBO,vocational,C,MBO,25114,Allround sloper,Allround sloper,2015-08-01,,True,3,
MBO,vocational,B,MBO,25115,Sloper,Sloper,2015-08-01,,True,2,
MBO,vocational,C,MBO,25116,Allround tegelzetter,Allround tegelzetter,2015-08-01,2027-08-01,True,3,
MBO,vocational,B,MBO,25117,Tegelzetter,Tegelzetter,2015-08-01,2026-08-01,True,2,
MBO,vocational,C,MBO,25118,Allround timmerman,Allround timmerman,2015-08-01,2027-08-01,True,3,
MBO,vocational,D,MBO,25119,Uitvoerder bouw/infra,Uitvoerder bouw/infra,2015-08-01,,True,4,
MBO,vocational,D,MBO,25120,Uitv. gespec. aannemerij,Uitvoerder gespecialiseerde aannemerij,2015-08-01,,True,4,
MBO,vocational,D,MBO,25121,Uitvoerder hijswerk,Uitvoerder hijswerk,2015-08-01,,True,4,
MBO,vocational,D,MBO,25122,Werkvoorbereider fabricage,Werkvoorbereider fabricage,2015-08-01,,True,4,
MBO,vocational,D,MBO,25123,Werkvoorb. gespec. aannemerij,Werkvoorbereider gespecialiseerde aannemerij,2015-08-01,,True,4,
MBO,vocational,D,MBO,25124,Werkvoorbereider installaties,Werkvoorbereider installaties,2015-08-01,,True,4,
MBO,vocational,B,MBO,25125,Betontimmerman,Betontimmerman,2015-08-01,,True,2,
MBO,vocational,C,MBO,25126,Eerste monteur steigerbouw,Eerste monteur steigerbouw,2015-08-01,,True,3,
MBO,vocational,B,MBO,25127,Monteur steigerbouw,Monteur steigerbouw,2015-08-01,,True,2,
MBO,vocational,B,MBO,25128,Timmerman,Timmerman,2015-08-01,2026-08-01,True,2,
MBO,vocational,B,MBO,25129,Gevelbehandelaar voegbedrijf,Gevelbehandelaar voegbedrijf,2015-08-01,,True,2,
MBO,vocational,B,MBO,25130,Voeger,Voeger,2015-08-01,,True,2,
MBO,vocational,D,MBO,25131,Bibliotheekmedewerker,Bibliotheekmedewerker,2015-08-01,,True,4,
MBO,vocational,D,MBO,25132,(Junior) accountmanager,(Junior) accountmanager,2015-08-01,2028-08-01,True,4,
MBO,vocational,D,MBO,25133,Ass.-manager internat. handel,Assistent-manager internationale handel,2015-08-01,2028-08-01,True,4,
MBO,vocational,C,MBO,25134,Commercieel medewerker,Commercieel medewerker,2015-08-01,2028-08-01,True,3,
MBO,vocational,C,MBO,25135,Contactcenter medewerker,Contactcenter medewerker,2015-08-01,2028-08-01,True,3,
MBO,vocational,D,MBO,25136,Intercedent,Intercedent,2015-08-01,2028-08-01,True,4,
MBO,vocational,D,MBO,25137,Vestigingsmanager groothandel,Vestigingsmanager groothandel,2015-08-01,2028-08-01,True,4,
MBO,vocational,D,MBO,25138,Bedrijfsadministrateur,Bedrijfsadministrateur,2015-08-01,2028-08-01,True,4,
MBO,vocational,C,MBO,25139,Fin. administratief medewerker,Financieel administratief medewerker,2015-08-01,2027-08-01,True,3,
MBO,vocational,D,MBO,25140,Junior assistent-accountant,Junior assistent-accountant,2015-08-01,2028-08-01,True,4,
MBO,vocational,D,MBO,25141,Adviseur Bancaire Diensten,Adviseur Bancaire Diensten,2015-08-01,2022-08-01,False,4,
MBO,vocational,D,MBO,25142,Adviseur Inkomensverzekeringen,Adviseur Inkomensverzekeringen,2015-08-01,2022-08-01,False,4,
MBO,vocational,D,MBO,25143,Adviseur Schadeverzekeringen,Adviseur Schadeverzekeringen,2015-08-01,2022-08-01,False,4,
MBO,vocational,D,MBO,25144,Adviseur Vermogen,Adviseur Vermogen,2015-08-01,2022-08-01,False,4,
MBO,vocational,D,MBO,25145,Juridisch-adm. dienstverlener,Juridisch-administratief dienstverlener,2015-08-01,2028-08-01,True,4,
MBO,vocational,D,MBO,25146,Mw human resource management,Medewerker human resource management (HRM),2015-08-01,2028-08-01,True,4,
MBO,vocational,D,MBO,25147,Mw evenementenorganisatie,Medewerker evenementenorganisatie,2015-08-01,2028-08-01,True,4,
MBO,vocational,D,MBO,25148,Mdw. marketing en communicatie,Medewerker marketing en communicatie,2015-08-01,2028-08-01,True,4,
MBO,vocational,B,MBO,25149,Mdw.(financiële) administratie,Medewerker (financiële) administratie,2015-08-01,2026-08-01,True,2,
MBO,vocational,B,MBO,25150,Mdw. secretariaat en receptie,Medewerker secretariaat en receptie,2015-08-01,2026-08-01,True,2,
MBO,vocational,D,MBO,25151,Mngt.assist./dir.secretaresse,Managementassistent/directiesecretaresse,2015-08-01,2025-08-01,True,4,
MBO,vocational,C,MBO,25152,Secretaresse,Secretaresse,2015-08-01,2024-08-01,False,3,
MBO,vocational,C,MBO,25153,Eerste verkoper,Eerste verkoper,2015-08-01,2027-08-01,True,3,
MBO,vocational,C,MBO,25154,Verkoopadviseur,Verkoopadviseur,2015-08-01,2027-08-01,True,3,
MBO,vocational,C,MBO,25155,Verkoopspecialist,Verkoopspecialist,2015-08-01,2027-08-01,True,3,
MBO,vocational,D,MBO,25156,Junior stylist,Junior stylist,2015-08-01,2022-08-01,False,4,
MBO,vocational,D,MBO,25157,Junior productmanager fashion,Junior productmanager fashion,2015-08-01,2022-08-01,False,4,
MBO,vocational,D,MBO,25158,Interieuradviseur,Interieuradviseur,2015-08-01,2028-08-01,True,4,
MBO,vocational,B,MBO,25159,Basismedewerker mode,Basismedewerker mode,2015-08-01,2025-08-01,True,2,
MBO,vocational,E,MBO,25160,Leidingg. team/afdeling/proj.,Leidinggevende team/afdeling/project,2015-08-01,,True,4,
MBO,vocational,E,MBO,25161,Technisch Leidinggevende,Technisch Leidinggevende,2015-08-01,,True,4,
MBO,vocational,D,MBO,25162,Manager retail,Manager retail,2015-08-01,2028-08-01,True,4,
MBO,vocational,C,MBO,25163,Allr. medew. mode/maatkleding,Allround medewerker mode/maatkleding,2015-08-01,2026-08-01,True,3,
MBO,vocational,D,MBO,25164,Specialist mode/maatkleding,Specialist mode/maatkleding,2015-08-01,2027-08-01,True,4,
MBO,vocational,E,MBO,25165,Vakman-ondernemer,Vakman-ondernemer,2015-08-01,2030-08-01,True,4,
MBO,vocational,D,MBO,25166,Ondernemer retail,Ondernemer retail,2015-08-01,2028-08-01,True,4,
MBO,vocational,B,MBO,25167,Verkoper,Verkoper,2015-08-01,2026-08-01,True,2,
MBO,vocational,B,MBO,25168,Gastheer/-vrouw,Gastheer/-vrouw,2015-08-01,,True,2,
MBO,vocational,D,MBO,25169,Gastronoom/sommelier,Gastronoom/sommelier,2015-08-01,,True,4,
MBO,vocational,D,MBO,25170,Leidinggevende bediening,Leidinggevende bediening,2015-08-01,,True,4,
MBO,vocational,C,MBO,25171,Zelfst. werkend gasthr/-vrouw,Zelfstandig werkend gastheer/-vrouw,2015-08-01,,True,3,
MBO,vocational,D,MBO,25172,Leidinggevende bakkerij,Leidinggevende bakkerij,2015-08-01,2028-08-01,True,4,
MBO,vocational,B,MBO,25173,Uitvoerend bakker,Uitvoerend bakker,2015-08-01,2026-08-01,True,2,
MBO,vocational,C,MBO,25174,Zelfstandig werkend bakker,Zelfstandig werkend bakker,2015-08-01,2027-08-01,True,3,
MBO,vocational,D,MBO,25175,Facilitair leidinggevende,Facilitair leidinggevende,2015-08-01,2026-08-01,True,4,
MBO,vocational,C,MBO,25176,1e Medewerker fastservice,1e Medewerker fastservice,2015-08-01,,True,3,
MBO,vocational,D,MBO,25177,Mngr/bedrijfsldr fastservice,Manager/bedrijfsleider fastservice,2015-08-01,,True,4,
MBO,vocational,B,MBO,25178,Medewerker fastservice,Medewerker fastservice,2015-08-01,,True,2,
MBO,vocational,D,MBO,25179,Gespecialiseerd kok,Gespecialiseerd kok,2015-08-01,,True,4,
MBO,vocational,B,MBO,25180,Kok,Kok,2015-08-01,,True,2,
MBO,vocational,D,MBO,25181,Leidinggevende keuken,Leidinggevende keuken,2015-08-01,,True,4,
MBO,vocational,C,MBO,25182,Zelfstandig werkend kok,Zelfstandig werkend kok,2015-08-01,,True,3,
MBO,vocational,E,MBO,25183,Patissier,Patissier,2015-08-01,2028-08-01,True,4,
MBO,vocational,D,MBO,25184,Manager/ondernemer horeca,Manager/ondernemer horeca,2015-08-01,,True,4,
MBO,vocational,D,MBO,25185,Meewerkend horeca ondernemer,Meewerkend horeca ondernemer,2015-08-01,,True,4,
MBO,vocational,D,MBO,25186,Ondernemer bakkerij,Ondernemer bakkerij,2015-08-01,,True,4,
MBO,vocational,D,MBO,25187,Appl. en mediaontwikkelaar,Applicatie- en mediaontwikkelaar,2015-08-01,2026-08-01,True,4,
MBO,vocational,D,MBO,25188,Gamedeveloper,Gamedeveloper,2015-08-01,2026-08-01,True,4,
MBO,vocational,D,MBO,25189,ICT-beheerder,ICT-beheerder,2015-08-01,2026-08-01,True,4,
MBO,vocational,D,MBO,25190,Netwerk- en mediabeheerder,Netwerk- en mediabeheerder,2015-08-01,2026-08-01,True,4,
MBO,vocational,C,MBO,25191,Medewerker beheer ICT,Medewerker beheer ICT,2015-08-01,2025-08-01,True,3,
MBO,vocational,B,MBO,25192,Medewerker ICT,Medewerker ICT,2015-08-01,2024-08-01,False,2,
MBO,vocational,C,MBO,25193,Allr. medewerker AV-productie,Allround medewerker AV-productie,2015-08-01,2027-08-01,True,3,
MBO,vocational,D,MBO,25194,AV-specialist,AV-specialist,2015-08-01,2028-08-01,True,4,
MBO,vocational,D,MBO,25195,Fotograaf,Fotograaf,2015-08-01,2028-08-01,True,4,
MBO,vocational,B,MBO,25196,Medewerker fotografie,Medewerker fotografie,2015-08-01,2026-08-01,True,2,
MBO,vocational,C,MBO,25197,Allround DTP-er,Allround DTP-er,2015-08-01,2025-08-01,True,3,
MBO,vocational,B,MBO,25198,Medewerker DTP,Medewerker DTP,2015-08-01,2024-08-01,False,2,
MBO,vocational,D,MBO,25199,Mediamanager,Mediamanager,2015-08-01,2028-08-01,True,4,
MBO,vocational,D,MBO,25200,Mediaredactiemedewerker,Mediaredactiemedewerker,2015-08-01,2028-08-01,True,4,
MBO,vocational,D,MBO,25201,Mediavormgever,Mediavormgever,2015-08-01,2026-08-01,True,4,
MBO,vocational,B,MBO,25202,Mdw. Podium- en evenementtechn,Medewerker Podium- en evenemententechniek,2015-08-01,2026-08-01,True,2,
MBO,vocational,C,MBO,25203,Podium-/evenemententechnicus,Podium- en evenemententechnicus,2015-08-01,2027-08-01,True,3,
MBO,vocational,D,MBO,25204,Podium- en ev.technicus Geluid,Podium- en evenemententechnicus Geluid,2015-08-01,2028-08-01,True,4,
MBO,vocational,D,MBO,25205,Podium- en ev.technicus Licht,Podium- en evenemententechnicus Licht,2015-08-01,2028-08-01,True,4,
MBO,vocational,D,MBO,25206,Pod.-/ev.techn. Podium/Rigging,Podium- en evenemententechnicus Podium & Rigging,2015-08-01,2028-08-01,True,4,
MBO,vocational,B,MBO,25207,Basismedewerker printmedia,Basismedewerker printmedia,2015-08-01,,True,2,
MBO,vocational,C,MBO,25208,Drukker,Drukker,2015-08-01,,True,3,
MBO,vocational,C,MBO,25209,Nabewerker,Nabewerker,2015-08-01,,True,3,
MBO,vocational,D,MBO,25210,Printmediatechnoloog,Printmediatechnoloog,2015-08-01,2026-08-01,True,4,
MBO,vocational,B,MBO,25211,Medewerker productpresentatie,Medewerker productpresentatie,2015-08-01,2026-08-01,True,2,
MBO,vocational,D,MBO,25212,Ruimtelijk vormgever,Ruimtelijk vormgever,2015-08-01,2028-08-01,True,4,
MBO,vocational,C,MBO,25213,Allround signmaker,Allround signmaker,2015-08-01,2029-08-01,True,3,
MBO,vocational,B,MBO,25214,Medewerker sign,Medewerker sign,2015-08-01,2028-08-01,True,2,
MBO,vocational,D,MBO,25215,Signspecialist,Signspecialist,2015-08-01,2026-08-01,True,4,
MBO,vocational,C,MBO,25216,Allround stand- en decorbouwer,Allround stand- en decorbouwer,2015-08-01,,True,3,
MBO,vocational,B,MBO,25217,Stand- en decorbouwer,Stand- en decorbouwer,2015-08-01,,True,2,
MBO,vocational,D,MBO,25218,Aftersalesmngr. Mob.branche,Aftersalesmanager Mobiliteitsbranche,2015-08-01,2028-08-01,True,4,
MBO,vocational,C,MBO,25219,Serviceadv. Mobiliteitsbranche,Serviceadviseur Mobiliteitsbranche,2015-08-01,2027-08-01,True,3,
MBO,vocational,B,MBO,25220,Assemblagetechnicus,Assemblagetechnicus,2015-08-01,2025-08-01,True,2,
MBO,vocational,B,MBO,25221,Caravantechnicus,Caravantechnicus,2015-08-01,,True,2,
MBO,vocational,B,MBO,25222,Carrosseriebouwer,Carrosseriebouwer,2015-08-01,2023-08-01,False,2,
MBO,vocational,C,MBO,25223,Eerste Caravantechnicus,Eerste Caravantechnicus,2015-08-01,,True,3,
MBO,vocational,C,MBO,25224,Eerste Carrosseriebouwer,Eerste Carrosseriebouwer,2015-08-01,2024-08-01,False,3,
MBO,vocational,B,MBO,25225,Autoschadehersteller,Autoschadehersteller,2015-08-01,2027-08-01,True,2,
MBO,vocational,C,MBO,25226,Eerste Autoschadehersteller,Eerste Autoschadehersteller,2015-08-01,2028-08-01,True,3,
MBO,vocational,C,MBO,25227,Eerste Autoschadetechnicus,Eerste Autoschadetechnicus,2015-08-01,2028-08-01,True,3,
MBO,vocational,B,MBO,25228,Autospuiter,Autospuiter,2015-08-01,2026-08-01,True,2,
MBO,vocational,C,MBO,25229,Eerste Autospuiter,Eerste Autospuiter,2015-08-01,2027-08-01,True,3,
MBO,vocational,C,MBO,25230,Eerste Fietstechnicus,Eerste Fietstechnicus,2015-08-01,,True,3,
MBO,vocational,B,MBO,25231,Fietstechnicus,Fietstechnicus,2015-08-01,,True,2,
MBO,vocational,C,MBO,25232,Eerste Motorfietstechnicus,Eerste Motorfietstechnicus,2015-08-01,2026-08-01,True,3,
MBO,vocational,C,MBO,25233,Eerste Scootertechnicus,Eerste Scootertechnicus,2015-08-01,2026-08-01,True,3,
MBO,vocational,B,MBO,25234,Motorfietstechnicus,Motorfietstechnicus,2015-08-01,2025-08-01,True,2,
MBO,vocational,B,MBO,25235,Scootertechnicus,Scootertechnicus,2015-08-01,2025-08-01,True,2,
MBO,vocational,C,MBO,25236,1e Verbrandingsmotortechnicus,Eerste Verbrandingsmotortechnicus,2015-08-01,2027-08-01,True,3,
MBO,vocational,D,MBO,25237,Techn. Spec. Verbrand.Motoren,Technisch Specialist Verbrandingsmotoren,2015-08-01,2028-08-01,True,4,
MBO,vocational,B,MBO,25238,Verbrandingsmotortechnicus,Verbrandingsmotortechnicus,2015-08-01,2026-08-01,True,2,
MBO,vocational,C,MBO,25239,Verkoopadv. Mobiliteitsbranche,Verkoopadviseur Mobiliteitsbranche,2015-08-01,2027-08-01,True,3,
MBO,vocational,D,MBO,25240,Verkoopmngr Mobiliteitsbranche,Verkoopmanager Mobiliteitsbranche,2015-08-01,2028-08-01,True,4,
MBO,vocational,C,MBO,25241,Allr. monteur mob. werktuigen,Allround monteur mobiele werktuigen,2015-08-01,2026-08-01,True,3,
MBO,vocational,B,MBO,25242,Autotechnicus,Autotechnicus,2015-08-01,2025-08-01,True,2,
MBO,vocational,B,MBO,25243,Bedrijfsautotechnicus,Bedrijfsautotechnicus,2015-08-01,2025-08-01,True,2,
MBO,vocational,C,MBO,25244,Eerste Autotechnicus,Eerste Autotechnicus,2015-08-01,2026-08-01,True,3,
MBO,vocational,C,MBO,25245,Eerste Bedrijfsautotechnicus,Eerste Bedrijfsautotechnicus,2015-08-01,2026-08-01,True,3,
MBO,vocational,B,MBO,25246,Monteur mobiele werktuigen,Monteur mobiele werktuigen,2015-08-01,2025-08-01,True,2,
MBO,vocational,D,MBO,25247,Technicus mobiele werktuigen,Technicus mobiele werktuigen,2015-08-01,2027-08-01,True,4,
MBO,vocational,D,MBO,25248,Techn. Spec. Bedrijfsauto's,Technisch Specialist Bedrijfsauto's,2015-08-01,2027-08-01,True,4,
MBO,vocational,D,MBO,25249,Techn. Spec. Personenauto's,Technisch Specialist Personenauto's,2015-08-01,2027-08-01,True,4,
MBO,vocational,A,MBO,25250,Ass. bouwen/wonen/onderhoud,"Assistent bouwen, wonen en onderhoud",2015-08-01,2025-08-01,True,1,
MBO,vocational,A,MBO,25251,Ass. dienstverlening en zorg,Assistent dienstverlening en zorg,2015-08-01,2025-08-01,True,1,
MBO,vocational,A,MBO,25252,Ass. horeca/voeding/voed.indu.,"Assistent horeca, voeding of voedingsindustrie",2015-08-01,2025-08-01,True,1,
MBO,vocational,A,MBO,25253,Ass. inst. en constr.techniek,Assistent installatie- en constructietechniek,2015-08-01,,True,1,
MBO,vocational,A,MBO,25254,Assistent logistiek,Assistent logistiek,2015-08-01,2025-08-01,True,1,
MBO,vocational,A,MBO,25255,Assistent mobiliteitsbranche,Assistent mobiliteitsbranche,2015-08-01,2025-08-01,True,1,
MBO,vocational,A,MBO,25256,Assistent procestechniek,Assistent procestechniek,2015-08-01,2025-08-01,True,1,
