Onderwijssector,education_sector,education_type,Onderwijstype,Opleidingscode,Naam,Omschrijving,Begindatum,Einddatum,is_active,Niveau,Leerweg
MBO,vocational,B,MBO,108382,Service Medewerker-ICT,Service Medewerker-ICT,2001-08-01,2016-08-01,False,2,BBL
MBO,vocational,D,MBO,108402,uitvoerder afb.en onderhoud,Uitvoerder Afbouw en Onderhoud,2002-08-01,2015-08-01,False,4,BBL
MBO,vocational,C,MBO,108411,Allround Betonstaalverwerker,Allround Betonstaalverwerker,2002-08-01,2015-08-01,False,3,BOL
MBO,vocational,C,MBO,108412,Allround Betonstaalverwerker,Allround Betonstaalverwerker,2002-08-01,2015-08-01,False,3,BBL
MBO,vocational,C,MBO,108422,Allround Metselaar,Allround Metselaar,2002-08-01,2015-08-01,False,3,BBL
MBO,vocational,B,MBO,108431,Betonstaalverwerker,Betonstaalverwerker,2002-08-01,2015-08-01,False,2,BOL
MBO,vocational,B,MBO,108432,Betonstaalverwerker,Betonstaalverwerker,2002-08-01,2015-08-01,False,2,BBL
MBO,vocational,E,MBO,108442,Bedrijfsman.Schadehers.bedr.,Bedrijfsmanager Schadeherstelbedrijf,2002-08-01,2015-08-01,False,4,BBL
MBO,vocational,E,MBO,108452,Bedrijfsman.Carr.bouw.bedr.,Bedrijfsmanager Carrosseriebouwbedrijf,2002-08-01,2015-08-01,False,4,BBL
MBO,vocational,E,MBO,108461,Med.infodienstv.bibl,Medewerker Informatiedienstverlening Bibliotheken,2002-08-01,2015-08-01,False,4,BOL
MBO,vocational,E,MBO,108462,Medewerk.informa.dienstv.bibl.,Medewerker Informatiedienstverlening Bibliotheken,2002-08-01,2015-08-01,False,4,BBL
MBO,vocational,C,MBO,108471,Verkoopchef,Verkoopchef,2002-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,108472,Verkoopchef,Verkoopchef,2002-08-01,2016-08-01,False,3,BBL
MBO,vocational,D,MBO,108481,Ondernemer Ambulante Handel,Ondernemer Ambulante Handel,2002-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,108482,Ondernemer Ambulante Handel,Ondernemer Ambulante Handel,2002-08-01,2017-08-01,False,4,BBL
MBO,vocational,D,MBO,108491,Filiaalbeheerder,Filiaalbeheerder,2002-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,108492,Filiaalbeheerder,Filiaalbeheerder,2002-08-01,2017-08-01,False,4,BBL
MBO,vocational,D,MBO,108501,Ondernemer/Manager Detailha,Ondernemer/Manager Detailhandel,2002-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,108502,Ondernemer/Manager Detailhande,Ondernemer/Manager Detailhandel,2002-08-01,2017-08-01,False,4,BBL
MBO,vocational,C,MBO,108511,Eerste Verkoper,Eerste Verkoper,2002-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,108512,Eerste Verkoper,Eerste Verkoper,2002-08-01,2016-08-01,False,3,BBL
MBO,vocational,B,MBO,108521,Verkoopmedewerker Ambulante Ha,Verkoopmedewerker Ambulante Handel,2002-08-01,2016-08-01,False,2,BOL
MBO,vocational,B,MBO,108522,Verkoopmedewerker Ambulante,Verkoopmedewerker Ambulante Handel,2002-08-01,2016-08-01,False,2,BBL
MBO,vocational,B,MBO,108531,Verkoopmedewerker,Verkoopmedewerker,2002-08-01,2016-08-01,False,2,BOL
MBO,vocational,B,MBO,108532,Verkoopmedeweker,Verkoopmedewerker,2002-08-01,2016-08-01,False,2,BBL
MBO,vocational,B,MBO,108561,Horecamed Fastfoodsector,Horecamedewerker Fastfoodsector,2001-08-01,2014-08-01,False,2,BOL
MBO,vocational,B,MBO,108562,Horecamed Fastfoodsector,Horecamedewerker Fastfoodsector,2001-08-01,2014-08-01,False,2,BBL
MBO,vocational,A,MBO,108571,Ass. Orde en Veiligheid,Assistent Orde en Veiligheid,2002-08-01,2014-08-01,False,1,BOL
MBO,vocational,A,MBO,108572,Ass.Orde en Veiligheid,Assistent Orde en Veiligheid,2002-08-01,2014-08-01,False,1,BBL
MBO,vocational,A,MBO,108581,Assistent Woningstoffeerder,Assistent Woningstoffeerder,2002-08-01,2014-08-01,False,1,BOL
MBO,vocational,A,MBO,108582,Assistent Woningstoffeerder,Assistent Woningstoffeerder,2002-08-01,2014-08-01,False,1,BBL
MBO,vocational,B,MBO,108591,Woningstoffeerder,Woningstoffeerder,2001-08-01,2016-08-01,False,2,BOL
MBO,vocational,B,MBO,108592,Woningstoffeerder,Woningstoffeerder,2001-08-01,2016-08-01,False,2,BBL
MBO,vocational,C,MBO,108601,Allround Woningstoffeerder,Allround Woningstoffeerder,2001-08-01,2015-08-01,False,3,BOL
MBO,vocational,C,MBO,108602,Allround Woningstoffeerder,Allround Woningstoffeerder,2001-08-01,2015-08-01,False,3,BBL
MBO,vocational,C,MBO,108611,Verkoopadviseur wonen,Verkoopadviseur Wonen,2001-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,108612,Verkoopadviseur Wonen,Verkoopadviseur Wonen,2001-08-01,2016-08-01,False,3,BBL
MBO,vocational,D,MBO,108621,Manager Wonen,Manager Wonen,2002-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,108622,Manager Wonen,Manager Wonen,2002-08-01,2017-08-01,False,4,BBL
MBO,vocational,B,MBO,108642,Productiemedewerker Metalen Ra,Productiemedewerker Metalen Ramen,2001-08-01,2015-08-01,False,2,BBL
MBO,vocational,A,MBO,108651,Assistent Productiemedewerker,Assistent Productiemedewerker Metalen Ramen,2001-08-01,2014-08-01,False,1,BOL
MBO,vocational,A,MBO,108652,Assistent Productiemedewerker,Assistent Productiemedewerker Metalen Ramen,2001-08-01,2014-08-01,False,1,BBL
MBO,vocational,B,MBO,108662,Vliegtuigmonteur,Vliegtuigmonteur,2001-08-01,2016-08-01,False,2,BBL
MBO,vocational,B,MBO,108671,Vliegtuigonderhoudsmonteur,Vliegtuigonderhoudsmonteur,2001-08-01,2016-08-01,False,2,BOL
MBO,vocational,C,MBO,108682,Vliegtuigonderhoudsmonteur M&R,Vliegtuigonderhoudsmonteur Modificatie en Reparatie,2001-08-01,2017-08-01,False,3,BBL
MBO,vocational,B,MBO,108691,Aankomend Riolw/Wegenw,Aankomend Rioleringswerker/Wegenwerker,2002-08-01,2016-08-01,False,2,BOL
MBO,vocational,B,MBO,108692,Aankomend Riolw/Wegenw,Aankomend Rioleringswerker/Wegenwerker,2002-08-01,2016-08-01,False,2,BBL
MBO,vocational,B,MBO,108701,Medewerker Vrede en Veiligheid,Medewerker Vrede en Veiligheid,2002-08-01,2015-08-01,False,2,BOL
MBO,vocational,B,MBO,108702,Medewerker Vrede en Veiligheid,Medewerker Vrede en Veiligheid,2003-08-01,2015-08-01,False,2,BBL
MBO,vocational,A,MBO,108711,Assistent Infratechniek,Assistent Infratechniek,2002-08-01,2014-08-01,False,1,BOL
MBO,vocational,A,MBO,108712,Assistent Infratechniek,Assistent Infratechniek,2002-08-01,2014-08-01,False,1,BBL
MBO,vocational,B,MBO,108721,Sport- en Bewegingsbegeleider,Sport- en Bewegingsbegeleider,2002-08-01,2015-08-01,False,2,BOL
MBO,vocational,B,MBO,108722,Sport- en Bewegingsbegeleider,Sport- en Bewegingsbegeleider,2002-08-01,2015-08-01,False,2,BBL
MBO,vocational,C,MBO,108731,Sport- en Bewegingsleider,Sport- en Bewegingsleider,2002-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,108732,Sport- en Bewegingsleider,Sport- en Bewegingsleider,2002-08-01,2016-08-01,False,3,BBL
MBO,vocational,D,MBO,108741,Sport- en Bewegingcoördinator,Sport- en Bewegingscoördinator,2002-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,108742,Sport- en Bewegingscoördinator,Sport- en Bewegingscoördinator,2002-08-01,2017-08-01,False,4,BBL
MBO,vocational,C,MBO,108751,Bedrijfsleider fastfoodsector,Bedrijfsleider fastfoodsector,2001-08-01,2015-08-01,False,3,BOL
MBO,vocational,C,MBO,108752,Bedrijfsleider fastfoodsector,Bedrijfsleider fastfoodsector,2001-08-01,2015-08-01,False,3,BBL
MBO,vocational,B,MBO,108761,Beveiliger,Beveiliger,2002-08-01,2015-08-01,False,2,BOL
MBO,vocational,B,MBO,108762,Beveiliger,Beveiliger,2002-08-01,2015-08-01,False,2,BBL
MBO,vocational,B,MBO,108771,Aankomend Buizenlegger,Aankomend Buizenlegger,2002-08-01,2016-08-01,False,2,BOL
MBO,vocational,B,MBO,108772,Aankomend Buizenlegger,Aankomend Buizenlegger,2002-08-01,2016-08-01,False,2,BBL
MBO,vocational,B,MBO,108781,Aankomend Waterbouwer,Aankomend Waterbouwer,2002-08-01,2016-08-01,False,2,BOL
MBO,vocational,B,MBO,108782,Aankomend Waterbouwer,Aankomend Waterbouwer,2002-08-01,2016-08-01,False,2,BBL
MBO,vocational,B,MBO,108791,Aankomend Straatmaker,Aankomend Straatmaker,2002-08-01,2016-08-01,False,2,BOL
MBO,vocational,B,MBO,108792,Aankomend Straatmaker,Aankomend Straatmaker,2002-08-01,2016-08-01,False,2,BBL
MBO,vocational,B,MBO,108801,Kabelwerker,Kabelwerker,2002-08-01,2016-08-01,False,2,BOL
MBO,vocational,B,MBO,108802,Kabelwerker,Kabelwerker,2002-08-01,2016-08-01,False,2,BBL
MBO,vocational,C,MBO,108812,Gezel Dekvloerenlegger,Gezel Dekvloerenlegger,2003-08-01,2015-08-01,False,3,BBL
MBO,vocational,C,MBO,108822,Vakkracht Industrieel Lakverw.,Vakkracht Industrieel Lakverwerker,2003-08-01,2015-08-01,False,3,BBL
MBO,vocational,B,MBO,108832,Metaalconserveerder,Metaalconserveerder,2003-08-01,2015-08-01,False,2,BBL
MBO,vocational,B,MBO,108842,Dekvloerenlegger,Dekvloerenlegger,2003-08-01,2015-08-01,False,2,BBL
MBO,vocational,A,MBO,108852,Ass. Ind. Lakverw/Metaalcons.,Assistent Industrieel Lakverwerker/Metaalconserveerder,2003-08-01,2015-08-01,False,1,BBL
MBO,vocational,B,MBO,108862,Industrieel Lakverwerker,Industrieel Lakverwerker,2003-08-01,2015-08-01,False,2,BBL
MBO,vocational,B,MBO,108871,Medewerker Watersportindustrie,Medewerker Watersportindustrie,2002-08-01,2016-08-01,False,2,BOL
MBO,vocational,B,MBO,108872,Medewerker Watersportindustrie,Medewerker Watersportindustrie,2002-08-01,2016-08-01,False,2,BBL
MBO,vocational,A,MBO,108881,Assistent Mobiliteitsbranche,Assistent Mobiliteitsbranche,2003-08-01,2014-08-01,False,1,BOL
MBO,vocational,A,MBO,108882,Assistent Mobiliteitsbranche,Assistent Mobiliteitsbranche,2003-08-01,2014-08-01,False,1,BBL
MBO,vocational,C,MBO,108892,Eerste Carrosserietechnicus,Eerste Carrosserietechnicus,2002-08-01,2017-08-01,False,3,BBL
MBO,vocational,E,MBO,108902,Praktijkopleider,Praktijkopleider,2003-08-01,2014-08-01,False,4,BBL
MBO,vocational,B,MBO,108911,Facilitair medewerker,Facilitair medewerker,2003-08-01,2015-08-01,False,2,BOL
MBO,vocational,B,MBO,108912,Facilitair medewerker,Facilitair medewerker,2003-08-01,2015-08-01,False,2,BBL
MBO,vocational,D,MBO,108921,Facilitair Leidinggevende,Facilitair Leidinggevende,2003-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,108922,Facilitair Leidinggevende,Facilitair Leidinggevende,2003-08-01,2017-08-01,False,4,BBL
MBO,vocational,B,MBO,108931,Chauffeur Personenvervoer,Chauffeur Personenvervoer,2003-08-01,2015-08-01,False,2,BOL
MBO,vocational,B,MBO,108932,Chauffeur Personenvervoer,Chauffeur Personenvervoer,2003-08-01,2015-08-01,False,2,BBL
MBO,vocational,C,MBO,108941,Straatmaker,Straatmaker,2003-08-01,2015-08-01,False,3,BOL
MBO,vocational,C,MBO,108942,Straatmaker,Straatmaker,2003-08-01,2015-08-01,False,3,BBL
MBO,vocational,C,MBO,108951,Rioleringswerker/wegenwerker,Rioleringswerker/wegenwerker,2003-08-01,2015-08-01,False,3,BOL
MBO,vocational,C,MBO,108952,Rioleringswerker/wegenwerker,Rioleringswerker/wegenwerker,2003-08-01,2015-08-01,False,3,BBL
MBO,vocational,C,MBO,108961,Waterbouwer,Waterbouwer,2003-08-01,2015-08-01,False,3,BOL
MBO,vocational,C,MBO,108962,Waterbouwer,Waterbouwer,2003-08-01,2015-08-01,False,3,BBL
MBO,vocational,C,MBO,108971,Betontim kr civiel voortgezet,Betontim kr civiel voortgezet,2002-08-01,2015-08-01,False,3,BOL
MBO,vocational,C,MBO,108972,Betontim kr civiel voortgezet,Betontim kr civiel voortgezet,2002-08-01,2015-08-01,False,3,BBL
MBO,vocational,B,MBO,108981,Monteur Mechatronica,Monteur Mechatronica,2002-08-01,2016-08-01,False,2,BOL
MBO,vocational,B,MBO,108982,Monteur Mechatronica,Monteur Mechatronica,2002-08-01,2016-08-01,False,2,BBL
MBO,vocational,C,MBO,108992,Allround monteur gasturbines,Allround monteur gasturbines,2002-08-01,2016-08-01,False,3,BBL
MBO,vocational,B,MBO,109002,SOM_,Monteur Gasturbines,2002-08-01,2015-08-01,False,2,BBL
MBO,vocational,A,MBO,109011,Basis lassen,Basis lassen,2002-08-01,2014-08-01,False,1,BOL
MBO,vocational,A,MBO,109012,Basis lassen,Basis lassen,2002-08-01,2014-08-01,False,1,BBL
MBO,vocational,B,MBO,109021,Hoeklasser,Hoeklasser,2002-08-01,2015-08-01,False,2,BOL
MBO,vocational,B,MBO,109022,Hoeklasser,Hoeklasser,2002-08-01,2015-08-01,False,2,BBL
MBO,vocational,B,MBO,109031,Service medewerker ICT,Service medewerker ICT,2003-08-01,2016-08-01,False,2,BOL
MBO,vocational,B,MBO,109032,Service medewerker ICT,Service medewerker ICT,2003-08-01,2016-08-01,False,2,BBL
MBO,vocational,C,MBO,109041,Medewerker beheer ICT,Medewerker beheer ICT,2003-08-01,2017-08-01,False,3,BOL
MBO,vocational,C,MBO,109042,Medewerker beheer ICT,Medewerker beheer ICT,2003-08-01,2017-08-01,False,3,BBL
MBO,vocational,D,MBO,109051,ICT-beheerder,ICT-beheerder,2003-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,109052,ICT-beheerder,ICT-beheerder,2003-08-01,2017-08-01,False,4,BBL
MBO,vocational,E,MBO,109061,Applicatiebeheerder,Applicatiebeheerder,2003-08-01,2015-08-01,False,4,BOL
MBO,vocational,E,MBO,109062,Applicatiebeheerder,Applicatiebeheerder,2003-08-01,2015-08-01,False,4,BBL
MBO,vocational,E,MBO,109071,Applicatieontwikkelaar,Applicatieontwikkelaar,2003-08-01,2015-08-01,False,4,BOL
MBO,vocational,E,MBO,109072,Applicatieontwikkelaar,Applicatieontwikkelaar,2003-08-01,2015-08-01,False,4,BBL
MBO,vocational,E,MBO,109081,Netwerkbeheerder,Netwerkbeheerder,2003-08-01,2015-08-01,False,4,BOL
MBO,vocational,E,MBO,109082,Netwerkbeheerder,Netwerkbeheerder,2003-08-01,2015-08-01,False,4,BBL
MBO,vocational,D,MBO,109091,Administratief juridisch medew,Administratief juridisch medewerker,2003-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,109092,Administratief juridisch medew,Administratief juridisch medewerker,2003-08-01,2017-08-01,False,4,BBL
MBO,vocational,C,MBO,109101,Coördinator beveiliging,Coördinator beveiliging,2003-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,109102,Coördinator beveiliging,Coördinator beveiliging,2003-08-01,2016-08-01,False,3,BBL
MBO,vocational,D,MBO,109111,Opticien Manager,Opticien Manager,2003-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,109112,Opticien Manager,Opticien Manager,2003-08-01,2017-08-01,False,4,BBL
MBO,vocational,C,MBO,109121,Opticien,Opticien,2003-08-01,2017-08-01,False,3,BOL
MBO,vocational,C,MBO,109122,Opticien,Opticien,2003-08-01,2017-08-01,False,3,BBL
MBO,vocational,B,MBO,109131,Medewerker Opticien,Medewerker Opticien,2003-08-01,2015-08-01,False,2,BOL
MBO,vocational,B,MBO,109132,Medewerker Opticien,Medewerker Opticien,2003-08-01,2015-08-01,False,2,BBL
MBO,vocational,A,MBO,109141,Assistent Medewerker Opticien,Assistent Medewerker Opticien,2003-08-01,2014-08-01,False,1,BOL
MBO,vocational,A,MBO,109142,Assistent Medewerker Opticien,Assistent Medewerker Opticien,2003-08-01,2014-08-01,False,1,BBL
MBO,vocational,B,MBO,109151,Schoenhersteller,Schoenhersteller,2003-08-01,2016-08-01,False,2,BOL
MBO,vocational,B,MBO,109152,Schoenhersteller,Schoenhersteller,2003-08-01,2016-08-01,False,2,BBL
MBO,vocational,B,MBO,109161,Orthop Techn Productiemedew,Orthop Techn Productiemedew,2003-08-01,2016-08-01,False,2,BOL
MBO,vocational,B,MBO,109162,Orthop Techn Productiemedew,Orthop Techn Productiemedew,2003-08-01,2016-08-01,False,2,BBL
MBO,vocational,B,MBO,109171,Onderwerkmaker,Onderwerkmaker,2003-08-01,2016-08-01,False,2,BOL
MBO,vocational,B,MBO,109172,Onderwerkmaker,Onderwerkmaker,2003-08-01,2016-08-01,False,2,BBL
MBO,vocational,B,MBO,109181,Schachtenmaker,Schachtenmaker,2003-08-01,2016-08-01,False,2,BOL
MBO,vocational,B,MBO,109182,Schachtenmaker,Schachtenmaker,2003-08-01,2016-08-01,False,2,BBL
MBO,vocational,C,MBO,109191,Orthop Technisch Medewerker,Orthopedisch Technisch Medewerker,2003-08-01,2017-08-01,False,3,BOL
MBO,vocational,C,MBO,109192,Orthop Technisch Medewerker,Orthopedisch Technisch Medewerker,2003-08-01,2017-08-01,False,3,BBL
MBO,vocational,C,MBO,109201,Orthop Schoentech medewerker,Orthop Schoentech medewerker,2003-08-01,2017-08-01,False,3,BOL
MBO,vocational,C,MBO,109202,Orthop Schoentech medewerker,Orthop Schoentech medewerker,2003-08-01,2017-08-01,False,3,BBL
MBO,vocational,C,MBO,109211,Schoenconsulent,Schoenconsulent,2003-08-01,2017-08-01,False,3,BOL
MBO,vocational,C,MBO,109212,Schoenconsulent,Schoenconsulent,2003-08-01,2017-08-01,False,3,BBL
MBO,vocational,C,MBO,109221,Schoentech verkoopmedewerker,Schoentech verkoopmedewerker,2003-08-01,2017-08-01,False,3,BOL
MBO,vocational,C,MBO,109222,Schoentech verkoopmedewerker,Schoentech verkoopmedewerker,2003-08-01,2017-08-01,False,3,BBL
MBO,vocational,D,MBO,109231,Orthopedisch Technicus,Orthopedisch Technicus,2003-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,109232,Orthopedisch Technicus,Orthopedisch Technicus,2003-08-01,2017-08-01,False,4,BBL
MBO,vocational,D,MBO,109241,Orthopedisch schoentechnicus,Orthopedisch schoentechnicus,2003-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,109242,Orthopedisch schoentechnicus,Orthopedisch schoentechnicus,2003-08-01,2017-08-01,False,4,BBL
MBO,vocational,D,MBO,109251,Schoentechnisch Ontwerper,Schoentechnisch Ontwerper,2003-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,109252,Schoentechnisch Ontwerper,Schoentechnisch Ontwerper,2003-08-01,2017-08-01,False,4,BBL
MBO,vocational,D,MBO,109261,Telecom/ICT Engineer,Telecom/ICT Engineer,2002-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,109271,Kaderfunct. Meubel-/Inter.bouw,Kaderfunctionaris Meubelindustrie/Interieurbouw,2003-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,109272,Kaderfunct. Meubel-/Inter.bouw,Kaderfunctionaris Meubelindustrie/Interieur bouw,2003-08-01,2017-08-01,False,4,BBL
MBO,vocational,D,MBO,109281,Kaderfuntionaris Timmerindust.,Kaderfunctionaris Timmerindustrie,2003-08-01,2017-08-01,False,4,BOL
MBO,vocational,D,MBO,109282,Kaderfunctionaris Timmerindust,Kaderfunctionaris Timmerindustrie,2003-08-01,2017-08-01,False,4,BBL
MBO,vocational,C,MBO,109291,Allround Meubelmaker,Allround Meubelmaker,2003-08-01,2017-08-01,False,3,BOL
MBO,vocational,C,MBO,109292,Allround Meubelmaker,Allround Meubelmaker,2003-08-01,2017-08-01,False,3,BBL
MBO,vocational,C,MBO,109301,Allr. Mach. Houtbew. Meubelind,Allround Machinaal Houtbewerker Meubelindustrie,2003-08-01,2017-08-01,False,3,BOL
MBO,vocational,C,MBO,109302,Allr. Mach. Houtbew. Meubelind,Allround Machinaal Houtbewerker Meubelindustrie,2003-08-01,2017-08-01,False,3,BBL
MBO,vocational,C,MBO,109311,Allround Werkplaatstimmerman,Allround Werkplaatstimmerman,2003-08-01,2017-08-01,False,3,BOL
MBO,vocational,C,MBO,109312,Allround Werkplaatstimmerman,Allround Werkplaatstimmerman,2003-08-01,2017-08-01,False,3,BBL
MBO,vocational,C,MBO,109321,Allr. Mach. Houtbew. Timmerind,Allround Machinaal Houtbewerker Timmerindustrie,2003-08-01,2017-08-01,False,3,BOL
MBO,vocational,C,MBO,109322,Allr. Mach. Houtbew. Timmerind,Allround Machinaal Houtbewerker Timmerindustrie,2003-08-01,2017-08-01,False,3,BBL
MBO,vocational,B,MBO,109331,Meubelmaker,Meubelmaker,2003-08-01,2015-08-01,False,2,BOL
MBO,vocational,B,MBO,109332,Meubelmaker,Meubelmaker,2003-08-01,2015-08-01,False,2,BBL
MBO,vocational,B,MBO,109341,Mach. Houtbewerker Meubelindus,Machinaal Houtbewerker Meubelindustrie,2003-08-01,2015-08-01,False,2,BOL
MBO,vocational,B,MBO,109342,Mach. Houtbewerker Meubelindus,Machinaal Houtbewerker Meubelindustrie,2003-08-01,2015-08-01,False,2,BBL
MBO,vocational,B,MBO,109351,Werkplaatstimmerman,Werkplaatstimmerman,2003-08-01,2015-08-01,False,2,BOL
MBO,vocational,B,MBO,109352,Werkplaatstimmerman,Werkplaatstimmerman,2003-08-01,2015-08-01,False,2,BBL
MBO,vocational,B,MBO,109361,Machin. Houtbewerker Timmerind,Machinaal Houtbewerker Timmerindustrie,2003-08-01,2015-08-01,False,2,BOL
MBO,vocational,B,MBO,109362,Machin. Houtbewerker Timmerind,Machinaal Houtbewerker Timmerindustrie,2003-08-01,2015-08-01,False,2,BBL
MBO,vocational,A,MBO,109371,Assistent Timmerindustrie,Assistent Timmerindustrie,2003-08-01,2014-08-01,False,1,BOL
MBO,vocational,A,MBO,109372,Assistent Timmerindustrie,Assistent Timmerindustrie,2003-08-01,2014-08-01,False,1,BBL
MBO,vocational,A,MBO,109381,Ass. Meubelmaker/Mach. Houtbew,Assistent Meubelmaker/Machinaal Houtbewerker,2003-08-01,2014-08-01,False,1,BOL
MBO,vocational,A,MBO,109382,Ass. Meubelmaker/Mach. Houtbew,Assistent Meubelmaker/Machinaal Houtbewerker,2003-08-01,2014-08-01,False,1,BBL
MBO,vocational,E,MBO,110001,Spec. bloemendetailh.arrangeur,Specialist bloemen- en tuincentrumbranche differentiatie bloemendetailhandel arrangeur,2001-08-01,2008-08-01,False,4,BOL
MBO,vocational,E,MBO,110002,Spec. bloemendetailh.arrangeur,Specialist bloemen- en tuincentrumbranche differentiatie bloemendetailhandel arrangeur,2001-08-01,2008-08-01,False,4,BBL
MBO,vocational,C,MBO,110011,Vakb. medew. paardenh.,Vakbekwaam medewerker paardenhouderij,2001-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,110012,Vakb. medew. paardenh.,Vakbekwaam medewerker paardenhouderij,2001-08-01,2016-08-01,False,3,BBL
MBO,vocational,C,MBO,110021,Vakb. medew. paardensport,Vakbekwaam medewerker paardensport,2001-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,110022,Vakb. medew. paardensport,Vakbekwaam medewerker paardensport,2001-08-01,2016-08-01,False,3,BBL
MBO,vocational,C,MBO,110031,Hoefsmid,Hoefsmid,2001-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,110032,Hoefsmid,Hoefsmid,2001-08-01,2016-08-01,False,3,BBL
MBO,vocational,C,MBO,110041,Vmw.Bosexpl./bos-/natuurbeheer,Vakbekwaam medewerker bosexploitatie/bos- en natuurbeheer,2001-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,110042,Vmw.Bosexpl./bos-/natuurbeheer,Vakbekwaam medewerker bosexploitatie/bos- en natuurbeheer,2001-08-01,2016-08-01,False,3,BBL
MBO,vocational,C,MBO,110051,Vmw.Groenvoorziener-woonomg.,Vakbekwaam groenvoorziener/vakbekwaam medewerker woonomgeving,2001-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,110052,Vmw.Groenvoorziener-woonomg.,Vakbekwaam groenvoorziener/vakbekwaam medewerker woonomgeving,2001-08-01,2016-08-01,False,3,BBL
MBO,vocational,C,MBO,110061,Vakb. hovenier,Vakbekwaam hovenier,2001-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,110062,Vakb. hovenier,Vakbekwaam hovenier,2001-08-01,2016-08-01,False,3,BBL
MBO,vocational,C,MBO,110071,Vmw. LWM,"Vakbekwaam medewerker land, water en milieu",2001-08-01,2016-08-01,False,3,BOL
MBO,vocational,C,MBO,110072,Vmw. LWM,"Vakbekwaam medewerker land, water en milieu",2001-08-01,2016-08-01,False,3,BBL
MBO,vocational,C,MBO,110081,Vmw. Groen-/techn.recr.bedr.,Vakbekwaam groen/technisch medewerker recreatiebedrijf,2001-08-01,2016-08-01,False,3,BOL
