NR_ADMIN_VAN,CODE_FUNCTIE_VAN,CODE_SOORT_VAN,CODE_WET_VAN,NR_ADMIN_NAAR,CODE_FUNCTIE_NAAR,CODE_SOORT_NAAR,CODE_WET_NAAR,DT_OVERGANG,CODE_OVERGANG,NAAM_OVERGANG,IND_VOLLEDIG,CODE_STAND_RECORD
"15QP00","D","VST","WPO","16CV00","D","VST","WPO",1-8-2003,"F","Fusie","N","H"
"15QQ","U","BAS","WPO","15LU","U","BAS","WPO",1-8-2016,"F","Fusie","J","H"
"15QQ00","D","VST","WPO","15LU00","D","VST","WPO",1-8-2016,"F","Fusie","J","H"
"15QS","U","BAS","WPO","15VM","U","BAS","WPO",1-8-2008,"F","Fusie","J","H"
"15QS00","D","VST","WPO","15VM00","D","VST","WPO",1-8-2008,"F","Fusie","J","H"
"15QU","U","BAS","WPO","15TG","U","BAS","WPO",1-8-2005,"F","Fusie","J","H"
"15QU00","D","VST","WPO","15TG00","D","VST","WPO",1-8-2005,"F","Fusie","J","H"
"15RO","U","BAS","WPO","16DM","U","BAS","WPO",1-8-2007,"F","Fusie","J","H"
"15RO00","D","VST","WPO","16DM00","D","VST","WPO",1-8-2007,"F","Fusie","J","H"
"15RR","U","BAS","WPO","15PJ","U","BAS","WPO",1-8-2001,"F","Fusie","J","H"
"15RR00","D","VST","WPO","15PJ01","D","VST","WPO",1-8-2001,"F","Fusie","J","H"
"15RV","U","BAS","WPO","15YR","U","BAS","WPO",1-8-2012,"F","Fusie","J","H"
"15RV00","D","VST","WPO","15YR00","D","VST","WPO",1-8-2012,"F","Fusie","J","H"
"15SF","U","BAS","WPO","15PV","U","BAS","WPO",1-8-2021,"F","Fusie","J","H"
"15SF00","D","VST","WPO","15PV00","D","VST","WPO",1-8-2021,"F","Fusie","J","H"
"15TB","U","BAS","WPO","15ZO","U","BAS","WPO",1-8-2003,"F","Fusie","N","H"
"15TB00","D","VST","WPO","15ZO00","D","VST","WPO",1-8-2003,"F","Fusie","N","H"
"15TJ","U","BAS","WPO","05RY","U","BAS","WPO",1-8-2023,"F","Fusie","J","H"
"15TJ00","D","VST","WPO","05RY00","D","VST","WPO",1-8-2023,"F","Fusie","J","H"
"15TU","U","BAS","WPO","15WE","U","BAS","WPO",1-8-2000,"F","Fusie","N","H"
"15TU00","D","VST","WPO","15WE01","D","VST","WPO",1-8-2000,"F","Fusie","N","H"
"15TZ","U","BAS","WPO","15PG","U","BAS","WPO",1-8-1999,"F","Fusie","N","H"
"15UG","U","SPEC","WEC","11HT","U","SBAS","WPO",1-8-1998,"F","Fusie","N","H"
"15UI","U","SBAS","WPO","21EM","U","SBAS","WPO",1-8-2017,"F","Fusie","J","H"
"15UI00","D","VST","WPO","21EM00","D","VST","WPO",1-8-2017,"F","Fusie","J","H"
"15UL","U","BAS","WPO","15YU","U","BAS","WPO",1-8-2004,"F","Fusie","J","H"
"15UL00","D","VST","WPO","15YU00","D","VST","WPO",1-8-2004,"F","Fusie","J","H"
"15US","U","BAS","WPO","04ZX","U","BAS","WPO",1-8-2011,"F","Fusie","J","H"
"15US00","D","VST","WPO","04ZX00","D","VST","WPO",1-8-2011,"F","Fusie","J","H"
"15VR","U","BAS","WPO","21RP","U","BAS","WPO",1-8-2019,"F","Fusie","J","H"
"15VR00","D","VST","WPO","21RP00","D","VST","WPO",1-8-2019,"F","Fusie","J","H"
"15VS","U","BAS","WPO","15AZ","U","BAS","WPO",1-8-2018,"F","Fusie","J","H"
"15VS00","D","VST","WPO","15AZ00","D","VST","WPO",1-8-2018,"F","Fusie","J","H"
"15WB","U","BAS","WPO","16HF","U","BAS","WPO",1-8-2014,"F","Fusie","J","H"
"15WB00","D","VST","WPO","16HF01","D","VST","WPO",1-8-2014,"F","Fusie","J","H"
"15WE","U","BAS","WPO","11RP","U","BAS","WPO",1-8-2016,"F","Fusie","J","H"
"15WE00","D","VST","WPO","11RP00","D","VST","WPO",1-8-2016,"F","Fusie","J","H"
"15WI","U","BAS","WPO","16HJ","U","BAS","WPO",1-8-2020,"F","Fusie","J","H"
"15WI00","D","VST","WPO","16HJ00","D","VST","WPO",1-8-2020,"F","Fusie","J","H"
"15WX","U","BAS","WPO","15SK","U","BAS","WPO",1-8-2015,"F","Fusie","J","H"
"15WX00","D","VST","WPO","15SK00","D","VST","WPO",1-8-2015,"F","Fusie","J","H"
"15XH","U","BAS","WPO","19WG","U","BAS","WPO",1-8-2019,"F","Fusie","J","H"
"15XH00","D","VST","WPO","19WG00","D","VST","WPO",1-8-2019,"F","Fusie","J","H"
"15XR","U","BAS","WPO","15VM","U","BAS","WPO",1-8-2004,"F","Fusie","J","H"
"15XR00","D","VST","WPO","15VM00","D","VST","WPO",1-8-2004,"F","Fusie","J","H"
"15YC","U","BAS","WPO","15VY","U","BAS","WPO",1-8-2000,"F","Fusie","N","H"
"15YL","U","BAS","WPO","16HJ","U","BAS","WPO",1-8-2006,"V","Overdracht","J","H"
"15YL00","D","VST","WPO","16HJ01","D","VST","WPO",1-8-2006,"V","Overdracht","J","H"
"15YM","U","BAS","WPO","16AJ","U","BAS","WPO",1-8-1999,"F","Fusie","N","H"
"15YN","U","BAS","WPO","16CA","U","BAS","WPO",1-8-1998,"F","Fusie","N","H"
"15YN00","D","VST","WPO","16CA01","D","VST","WPO",1-8-1998,"F","Fusie","N","H"
"15YX","U","BAS","WPO","04VG","U","BAS","WPO",1-8-2016,"F","Fusie","J","H"
"15YX00","D","VST","WPO","04VG00","D","VST","WPO",1-8-2016,"F","Fusie","J","H"
"15YZ","U","BAS","WPO","16LI","U","BAS","WPO",1-8-2001,"F","Fusie","J","H"
"15YZ00","D","VST","WPO","16LI00","D","VST","WPO",1-8-2001,"F","Fusie","J","H"
"15ZA","U","BAS","WPO","15WX","U","BAS","WPO",1-8-2009,"F","Fusie","J","H"
"15ZA00","D","VST","WPO","15WX00","D","VST","WPO",1-8-2009,"F","Fusie","J","H"
"15ZL","U","BAS","WPO","17DA","U","BAS","WPO",1-8-2011,"F","Fusie","J","H"
"15ZL00","D","VST","WPO","17DA00","D","VST","WPO",1-8-2011,"F","Fusie","J","H"
"15ZL01","D","VST","WPO","17DA00","D","VST","WPO",1-8-2011,"F","Fusie","J","H"
"15ZO","U","BAS","WPO","15XO","U","BAS","WPO",1-8-2013,"F","Fusie","J","H"
"15ZO00","D","VST","WPO","15XO00","D","VST","WPO",1-8-2013,"F","Fusie","J","H"
"15ZQ","U","BAS","WPO","15LV","U","BAS","WPO",1-8-2022,"F","Fusie","J","H"
"15ZQ00","D","VST","WPO","15LV01","D","VST","WPO",1-8-2022,"F","Fusie","J","H"
"15007","B","BINS",,"15617","B","BINS",,1-1-2000,"F","Fusie","N","H"
"15008","B","BINS",,"40345","B","BINS",,1-1-2003,"V","Overdracht","J","H"
"15009","B","BINS",,"13765","B","BINS",,1-2-2002,"V","Overdracht","N","H"
"15014","B","BINS",,"15024","B","BINS",,1-7-1999,"F","Fusie","N","H"
"15017","B","BINS",,"00744","B","BINS",,1-5-2014,"V","Overdracht","N","H"
"15018","B","BINS",,"13375","B","BINS",,1-1-1995,"F","Fusie","N","H"
"15019","B","BINS",,"13375","B","BINS",,1-1-1995,"F","Fusie","N","H"
"1502","S","SWPO","WPO","1402","S","SWPO","WPO",1-8-2011,"V","Overdracht","N","H"
"15021","B","BINS",,"40345","B","BINS",,1-1-2003,"V","Overdracht","J","H"
"15026","B","BINS",,"01018","B","BINS",,1-1-2010,"V","Overdracht","N","H"
"15030","B","BINS",,"15028","B","BINS",,29-2-2012,"V","Overdracht","N","H"
"15032","B","BINS",,"00711","B","BINS",,1-8-2006,"V","Overdracht","N","H"
"15033","B","BINS",,"41234","B","BINS",,1-1-2001,"F","Fusie","N","H"
"15035","B","BINS",,"00719","B","BINS",,1-8-2006,"V","Overdracht","N","H"
"1504","S","SWPO","WPO","1502","S","SWPO","WPO",1-8-2009,"V","Overdracht","N","H"
"15047","B","BINS",,"00712","B","BINS",,1-8-2006,"V","Overdracht","N","H"
"15135","B","BINS",,"00730","B","BINS",,1-8-2006,"V","Overdracht","N","H"
"15137","B","BINS",,"12811","B","BINS",,1-1-1998,"F","Fusie","N","H"
"15161","B","BINS",,"40525","B","BINS",,1-1-1995,"F","Fusie","N","H"
"15167","B","BINS",,"41322","B","BINS",,1-8-2002,"V","Overdracht","N","H"
"15-3","S","SWVO","WVO","13-1","S","SWVO","WVO",1-8-2004,"V","Overdracht","J","H"
"15-3","S","SWVO","WVO","15-2","S","SWVO","WVO",1-8-2004,"V","Overdracht","J","H"
"154","O","AK",,"696","O","AK",,1-6-2004,"V","Overdracht","N","H"
"15549","B","BINS",,"60126","B","BINS",,1-8-2006,"V","Overdracht","N","H"
"15617","B","BINS",,"41235","B","BINS",,1-10-2000,"F","Fusie","N","H"
"16AG","U","BAS","WPO","16DI","U","BAS","WPO",1-8-2001,"F","Fusie","J","H"
"16AG00","D","VST","WPO","16DI01","D","VST","WPO",1-8-2001,"F","Fusie","J","H"
"16AL","U","BAS","WPO","06SG","U","BAS","WPO",1-8-2016,"F","Fusie","J","H"
"16AL00","D","VST","WPO","06SG00","D","VST","WPO",1-8-2016,"F","Fusie","J","H"
"16AT","U","BAS","WPO","15PW","U","BAS","WPO",1-8-2012,"F","Fusie","J","H"
"16AT00","D","VST","WPO","15PW00","D","VST","WPO",1-8-2012,"F","Fusie","J","H"
"16BK","U","VOS","WVO","03XF","U","VOS","WVO",1-8-2011,"F","Fusie","N","H"
"16BK00","D","VST","WVO","03XF03","D","VST","WVO",1-8-2011,"F","Fusie","N","H"
"16BK02","D","VST","WVO","03XF04","D","VST","WVO",1-8-2011,"F","Fusie","N","H"
"16BK03","D","DIS","WVO","03XF05","D","VST","WVO",1-8-2011,"F","Fusie","N","H"
"16BN","U","BAS","WPO","15ZX","U","BAS","WPO",1-8-2019,"F","Fusie","J","H"
"16BN00","D","VST","WPO","15ZX00","D","VST","WPO",1-8-2019,"F","Fusie","J","H"
"16BQ","U","BAS","WPO","16AA","U","BAS","WPO",1-8-2002,"F","Fusie","N","H"
"16BQ00","D","VST","WPO","16AA00","D","VST","WPO",1-8-2002,"F","Fusie","N","H"
"16CR","U","BAS","WPO","15ZL","U","BAS","WPO",1-8-2005,"V","Overdracht","J","H"
"16CR00","D","VST","WPO","15ZL01","D","VST","WPO",1-8-2005,"V","Overdracht","J","H"
"16CT","U","BAS","WPO","15VH","U","BAS","WPO",1-8-2000,"F","Fusie","N","H"
"16CU","U","BAS","WPO","15ZO","U","BAS","WPO",1-8-2003,"F","Fusie","N","H"
"16CU00","D","VST","WPO","15ZO00","D","VST","WPO",1-8-2003,"F","Fusie","N","H"
"16CV","U","BAS","WPO","11OR","U","BAS","WPO",1-8-2015,"F","Fusie","J","H"
"16CV00","D","VST","WPO","11OR00","D","VST","WPO",1-8-2015,"F","Fusie","J","H"
"16DN","U","BAS","WPO","16GD","U","BAS","WPO",1-8-2008,"F","Fusie","J","H"
"16DN00","D","VST","WPO","16GD00","D","VST","WPO",1-8-2008,"F","Fusie","J","H"
"16EE","U","SPEC","WEC","02LG","U","VOS","WVO",1-8-2001,"F","Fusie","J","H"
"16EE00","D","VST","WEC","02LG05","D","VSTZ","WVO",1-8-2001,"F","Fusie","J","H"
"16EF","U","BAS","WPO","16IE","U","BAS","WPO",1-8-1997,"F","Fusie","N","H"
"16EG","U","BAS","WPO","14FU","U","BAS","WPO",1-8-2003,"V","Overdracht","N","H"
"16EG00","D","VST","WPO","14FU00","D","VST","WPO",1-8-2003,"V","Overdracht","N","H"
"16ET","U","BAS","WPO","16HJ","U","BAS","WPO",1-8-2020,"F","Fusie","J","H"
"16ET00","D","VST","WPO","16HJ00","D","VST","WPO",1-8-2020,"F","Fusie","J","H"
"16EV","U","BAS","WPO","16CA","U","BAS","WPO",1-8-1998,"F","Fusie","N","H"
"16EW","U","BAS","WPO","07JX","U","BAS","WPO",1-8-2016,"F","Fusie","J","H"
"16EW00","D","VST","WPO","07JX00","D","VST","WPO",1-8-2016,"F","Fusie","J","H"
"16FA","U","BAS","WPO","14XR","U","BAS","WPO",1-8-2002,"V","Overdracht","J","H"
"16FA00","D","VST","WPO","14XR00","D","VST","WPO",1-8-2002,"V","Overdracht","J","H"
"16FM","U","BAS","WPO","16XC","U","BAS","WPO",1-8-2004,"F","Fusie","J","H"
"16FM00","D","VST","WPO","16XC00","D","VST","WPO",1-8-2004,"F","Fusie","J","H"
"16FN","U","SPEC","WEC","16GW","U","SBAS","WPO",1-8-1997,"F","Fusie","N","H"
"16FZ","U","BAS","WPO","16NS","U","BAS","WPO",1-8-1998,"F","Fusie","N","H"
"16GC","U","BAS","WPO","06QJ","U","BAS","WPO",1-8-2016,"F","Fusie","J","H"
"16GC00","D","VST","WPO","06QJ00","D","VST","WPO",1-8-2016,"F","Fusie","J","H"
"16GZ01","D","VST","WVO","29VY00","D","VST","WVO",1-8-2008,"V","Overdracht","N","H"
"16ID","U","BAS","WPO","10CR","U","BAS","WPO",1-8-2008,"F","Fusie","J","H"
"16ID00","D","VST","WPO","10CR03","D","VST","WPO",1-8-2008,"F","Fusie","J","H"
"16IQ","U","BAS","WPO","16EQ","U","BAS","WPO",1-8-2021,"F","Fusie","J","H"
"16IQ00","D","VST","WPO","16EQ01","D","VST","WPO",1-8-2021,"F","Fusie","J","H"
"16IT","U","BAS","WPO","05UW","U","BAS","WPO",1-8-2020,"F","Fusie","J","H"
"16IT00","D","VST","WPO","05UW00","D","VST","WPO",1-8-2020,"F","Fusie","J","H"
"16IU","U","BAS","WPO","16HK","U","BAS","WPO",1-8-2005,"F","Fusie","J","H"
"16IU00","D","VST","WPO","16HK00","D","VST","WPO",1-8-2005,"F","Fusie","J","H"
"16IX","U","BAS","WPO","16KB","U","BAS","WPO",1-8-2002,"V","Overdracht","J","H"
"16IX00","D","VST","WPO","16KB00","D","VST","WPO",1-8-2002,"V","Overdracht","J","H"
"16JE","U","SBAS","WPO","16LH","U","SBAS","WPO",1-8-2005,"F","Fusie","J","H"
"16JE00","D","VST","WPO","16LH00","D","VST","WPO",1-8-2005,"F","Fusie","J","H"
"16JF","U","BAS","WPO","15KX","U","BAS","WPO",1-8-1998,"F","Fusie","N","H"
"16JK","U","BAS","WPO","08XR","U","BAS","WPO",1-8-2019,"F","Fusie","J","H"
"16JK00","D","VST","WPO","08XR00","D","VST","WPO",1-8-2019,"F","Fusie","J","H"
"16JO","U","VOS","WVO","31JW","U","VOS","WVO",1-8-2018,"F","Fusie","J","H"
"16JO00","D","VST","WVO","31JW01","D","VST","WVO",1-8-2018,"F","Fusie","J","H"
"16JQ","U","BAS","WPO","03NI","U","BAS","WPO",1-8-2020,"F","Fusie","J","H"
"16JQ00","D","VST","WPO","03NI00","D","VST","WPO",1-8-2020,"F","Fusie","J","H"
"16JT","U","BAS","WPO","18QK","U","BAS","WPO",1-8-2016,"F","Fusie","J","H"
"16JT00","D","VST","WPO","18QK00","D","VST","WPO",1-8-2016,"F","Fusie","J","H"
"16JU","U","BAS","WPO","13FR","U","BAS","WPO",1-8-2019,"F","Fusie","J","H"
"16JU00","D","VST","WPO","13FR00","D","VST","WPO",1-8-2019,"F","Fusie","J","H"
"16JX","U","BAS","WPO","16MA","U","BAS","WPO",1-8-1997,"F","Fusie","N","H"
"16KN","U","BAS","WPO","15XP","U","BAS","WPO",1-8-2018,"F","Fusie","J","H"
"16KN00","D","VST","WPO","15XP00","D","VST","WPO",1-8-2018,"F","Fusie","J","H"
"16KV","U","BAS","WPO","13CD","U","BAS","WPO",1-8-2021,"F","Fusie","J","H"
"16KV00","D","VST","WPO","13CD00","D","VST","WPO",1-8-2021,"F","Fusie","J","H"
"16KY","U","BAS","WPO","16MA","U","BAS","WPO",1-8-1997,"F","Fusie","N","H"
"16LA","U","BAS","WPO","16MC","U","BAS","WPO",1-8-2015,"F","Fusie","J","H"
"16LA00","D","VST","WPO","16MC00","D","VST","WPO",1-8-2015,"F","Fusie","J","H"
"16LG","U","PROS","WVO","20EI","U","VOS","WVO",1-8-2013,"F","Fusie","J","H"
"16LG00","D","VST","WVO","20EI04","D","VST","WVO",1-8-2013,"F","Fusie","J","H"
"16LG01","D","VST","WVO","20EI02","D","VST","WVO",1-8-2013,"F","Fusie","J","H"
"16LK","U","SPEC","WEC","01VJ","U","VOS","WVO",1-8-2002,"F","Fusie","J","H"
"16LK00","D","VST","WEC","01VJ07","D","VSTZ","WVO",1-8-2002,"F","Fusie","J","H"
"16LR","U","BAS","WPO","16KN","U","BAS","WPO",1-8-2012,"F","Fusie","J","H"
"16LR00","D","VST","WPO","16KN02","D","VST","WPO",1-8-2012,"F","Fusie","J","H"
"16LT","U","VOS","WVO","23HC","U","VOS","WVO",1-8-2001,"F","Fusie","J","H"
"16LT00","D","VST","WVO","23HC01","D","VST","WVO",1-8-2001,"F","Fusie","J","H"
"16LX","U","BAS","WPO","04LA","U","BAS","WPO",1-8-2023,"F","Fusie","J","H"
"16LX00","D","VST","WPO","04LA00","D","VST","WPO",1-8-2023,"F","Fusie","J","H"
"16LY","U","BAS","WPO","16JV","U","BAS","WPO",1-8-2015,"F","Fusie","J","H"
"16LY00","D","VST","WPO","16JV00","D","VST","WPO",1-8-2015,"F","Fusie","J","H"
"16LZ","U","BAS","WPO","16IR","U","BAS","WPO",1-8-2001,"F","Fusie","J","H"
"16LZ00","D","VST","WPO","16IR00","D","VST","WPO",1-8-2001,"F","Fusie","J","H"
"16MF","U","BAS","WPO","16ND","U","BAS","WPO",1-8-2005,"F","Fusie","J","H"
"16MF00","D","VST","WPO","16ND00","D","VST","WPO",1-8-2005,"F","Fusie","J","H"
"16MN","U","BAS","WPO","16IB","U","BAS","WPO",1-8-2015,"F","Fusie","J","H"
"16MN00","D","VST","WPO","16IB00","D","VST","WPO",1-8-2015,"F","Fusie","J","H"
"16MS","U","BAS","WPO","16LV","U","BAS","WPO",1-8-2017,"F","Fusie","J","H"
"16MS00","D","VST","WPO","16LV00","D","VST","WPO",1-8-2017,"F","Fusie","J","H"
"16MW","U","BAS","WPO","12LG","U","BAS","WPO",1-8-2021,"F","Fusie","J","H"
"16MW00","D","VST","WPO","12LG00","D","VST","WPO",1-8-2021,"F","Fusie","J","H"
"16MY","U","BAS","WPO","16NR","U","BAS","WPO",1-8-2009,"F","Fusie","J","H"
"16MY00","D","VST","WPO","16NR00","D","VST","WPO",1-8-2009,"F","Fusie","J","H"
"16NA","U","BAS","WPO","16LA","U","BAS","WPO",1-8-2006,"F","Fusie","J","H"
"16NA00","D","VST","WPO","16LA00","D","VST","WPO",1-8-2006,"F","Fusie","J","H"
"16NP","U","BAS","WPO","16DF","U","BAS","WPO",1-8-2016,"F","Fusie","J","H"
"16NP00","D","VST","WPO","16DF00","D","VST","WPO",1-8-2016,"F","Fusie","J","H"
"16OA","U","BAS","WPO","16GK","U","BAS","WPO",1-8-2001,"F","Fusie","J","H"
"16OA00","D","VST","WPO","16GK00","D","VST","WPO",1-8-2001,"F","Fusie","J","H"
"16OB","U","BAS","WPO","16XY","U","BAS","WPO",1-8-2012,"F","Fusie","J","H"
"16OB00","D","VST","WPO","16XY03","D","VST","WPO",1-8-2012,"F","Fusie","J","H"
"16OB01","D","ILOC","WPO","16UJ01","D","ILOC","WPO",1-8-2007,"V","Overdracht","J","H"
"16OQ","U","ROCV","WEB","00GT","U","ROC","WEB",1-8-1997,"F","Fusie","N","H"
"16OX01","D","VST","WVO","31LW00","D","VST","WVO",1-8-2019,"S","Splitsing","J","H"
"16PK","U","VOS","WVO","31RY","U","VOS","WVO",1-8-2021,"S","Splitsing","N","H"
"16PK04","D","VST","WVO","31EX01","D","VST","WVO",1-8-2017,"S","Splitsing","J","H"
"16PK09","D","VST","WVO","31EX00","D","VST","WVO",1-8-2017,"S","Splitsing","J","H"
"16PV","U","EDU","WEB","27DV","U","ROC","WEB",1-8-1999,"F","Fusie","N","H"
"16PX","U","LOB","WEB","02PY","U","LOB","WEB",1-1-2000,"F","Fusie","J","H"
"16QE","U","SBAS","WPO","20JV","U","SBAS","WPO",1-8-2002,"V","Overdracht","J","H"
"16QE00","D","VST","WPO","20JV00","D","VST","WPO",1-8-2002,"V","Overdracht","J","H"
"16QK","U","VOS","WVO","17HB","U","VOS","WVO",1-8-1999,"F","Fusie","N","H"
"16QK00","D","VST","WVO","17HB04","D","VST","WVO",1-8-1999,"F","Fusie","N","H"
"16QN","U","VOS","WVO","02FY","U","VOS","WVO",1-8-2022,"F","Fusie","J","H"
"16QN00","D","VST","WVO","02FY07","D","VST","WVO",1-8-2022,"F","Fusie","J","H"
"16QO","U","SBAS","WPO","02EH","U","SBAS","WPO",1-8-1999,"F","Fusie","N","H"
"16QO00","D","VST","WPO","02EH02","D","VST","WPO",1-8-1999,"F","Fusie","N","H"
"16QQ","U","VOS","WVO","24PY","U","VOS","WVO",1-8-2003,"F","Fusie","J","H"
"16QQ00","D","VST","WVO","24PY05","D","VST","WVO",1-8-2003,"F","Fusie","J","H"
"16RG","U","VOS","WVO","20MM","U","VOS","WVO",1-8-2003,"F","Fusie","J","H"
"16RG01","D","VST","WVO","20MM05","D","VST","WVO",1-8-2003,"F","Fusie","J","H"
"16RG02","D","VST","WVO","20MM06","D","VST","WVO",1-8-2003,"F","Fusie","J","H"
"16RQ","U","VOS","WVO","17VP","U","VOS","WVO",1-8-1997,"F","Fusie","N","H"
"16SN","U","SPEC","WEC","02RK","U","SPEC","WEC",1-8-2015,"F","Fusie","J","H"
"16SN00","D","VST","WEC","02RK00","D","VST","WEC",1-8-2015,"F","Fusie","J","H"
"16SP","U","SBAS","WPO","02RS","U","SBAS","WPO",1-8-2004,"F","Fusie","J","H"
"16SP00","D","VST","WPO","02RS00","D","VST","WPO",1-8-2004,"F","Fusie","J","H"
"16SW","U","VOS","WVO","17HN","U","VOS","WVO",1-8-2023,"F","Fusie","J","H"
"16SW00","D","VST","WVO","17HN04","D","VST","WVO",1-8-2023,"F","Fusie","J","H"
"16SW03","D","VST","WVO","17HN05","D","VST","WVO",1-8-2023,"F","Fusie","J","H"
"16TF","U","SPEC","WEC","03PB","U","SPEC","WEC",1-8-2016,"F","Fusie","J","H"
"16TF00","D","VST","WEC","03PB00","D","VST","WEC",1-8-2016,"F","Fusie","J","H"
"16TW","U","SPEC","WEC","01JO","U","SPEC","WEC",1-8-2015,"F","Fusie","J","H"
"16TW00","D","VST","WEC","01JO10","D","VST","WEC",1-8-2015,"F","Fusie","J","H"
"16TW01","D","VST","WEC","01JO11","D","VST","WEC",1-8-2015,"F","Fusie","J","H"
"16TX","U","VOS","WVO","00CB","U","VOS","WVO",1-8-2000,"F","Fusie","N","H"
"16TX00","D","VST","WVO","00CB01","D","VSTS","WVO",1-8-2000,"F","Fusie","N","H"
"16TZ","U","VOS","WVO","23WP","U","VOS","WVO",1-8-2008,"F","Fusie","J","H"
"16TZ00","D","VST","WVO","23WP06","D","VST","WVO",1-8-2008,"F","Fusie","J","H"
"16UA","U","BAS","WPO","16NR","U","BAS","WPO",1-8-2017,"F","Fusie","J","H"
"16UA00","D","VST","WPO","16NR00","D","VST","WPO",1-8-2017,"F","Fusie","J","H"
"16UR","U","BAS","WPO","04KM","U","BAS","WPO",1-8-2007,"F","Fusie","J","H"
"16UR00","D","VST","WPO","04KM00","D","VST","WPO",1-8-2007,"F","Fusie","J","H"
"16VL","U","SPEC","WEC","02ST","U","VOS","WVO",1-8-2002,"V","Overdracht","N","H"
"16VL00","D","VST","WEC","02ST05","D","VST","WVO",1-8-2002,"V","Overdracht","N","H"
"16VW","U","BAS","WPO","16XK","U","BAS","WPO",1-8-2003,"F","Fusie","N","H"
"16VW00","D","VST","WPO","16XK00","D","VST","WPO",1-8-2003,"F","Fusie","N","H"
"16VZ","U","SPEC","WEC","25GC","U","VOS","WVO",1-8-2002,"V","Overdracht","N","H"
"16VZ00","D","VST","WEC","25GC09","D","VST","WVO",1-8-2002,"V","Overdracht","N","H"
"16WJ","U","BAS","WPO","13YZ","U","BAS","WPO",1-8-2014,"F","Fusie","J","H"
"16WJ00","D","VST","WPO","13YZ00","D","VST","WPO",1-8-2014,"F","Fusie","J","H"
"16WJ02","D","VST","WPO","13YZ01","D","VST","WPO",1-8-2014,"F","Fusie","J","H"
"16WP","U","BAS","WPO","16MD","U","BAS","WPO",1-8-2017,"F","Fusie","J","H"
"16WP00","D","VST","WPO","16MD00","D","VST","WPO",1-8-2017,"F","Fusie","J","H"
"16WV","U","BAS","WPO","16YS","U","BAS","WPO",1-8-2013,"F","Fusie","J","H"
"16WV00","D","VST","WPO","16YS01","D","VST","WPO",1-8-2013,"F","Fusie","J","H"
"16XA","U","PROS","WVO","20ZK","U","VOS","WVO",1-8-2001,"F","Fusie","J","H"
"16XA00","D","VST","WVO","20ZK05","D","VST","WVO",1-8-2001,"F","Fusie","J","H"
"16XB","U","SPEC","WEC","02RC","U","SBAS","WPO",1-8-1998,"F","Fusie","N","H"
"16XB00","D","VST","WEC","02RC02","D","VST","WPO",1-8-1998,"F","Fusie","N","H"
"16XD03","D","VST","WVO","16XD00","D","VST","WVO",1-8-2007,"V","Overdracht","J","H"
"16YH","U","BAS","WPO","16XN","U","BAS","WPO",1-8-1997,"F","Fusie","N","H"
"16YI","U","BAS","WPO","16WI","U","BAS","WPO",1-8-2014,"F","Fusie","J","H"
"16YI00","D","VST","WPO","16WI00","D","VST","WPO",1-8-2014,"F","Fusie","J","H"
"16YJ","U","BAS","WPO","16WL","U","BAS","WPO",1-8-2018,"F","Fusie","J","H"
"16YJ00","D","VST","WPO","16WL00","D","VST","WPO",1-8-2018,"F","Fusie","J","H"
"16YV05","D","VST","WVO","16YV01","D","VST","WVO",1-1-2007,"V","Overdracht","J","H"
"16YV06","D","VST","WVO","16YV01","D","VST","WVO",1-1-2007,"V","Overdracht","J","H"
"16ZA","U","BAS","WPO","21PS","U","BAS","WPO",1-8-2014,"F","Fusie","J","H"
"16ZA00","D","VST","WPO","21PS00","D","VST","WPO",1-8-2014,"F","Fusie","J","H"
"16ZH","U","BAS","WPO","16HV","U","BAS","WPO",1-8-2016,"F","Fusie","J","H"
"16ZH00","D","VST","WPO","16HV00","D","VST","WPO",1-8-2016,"F","Fusie","J","H"
"16ZL","U","SPEC","WEC","01JO","U","SPEC","WEC",1-8-2015,"F","Fusie","J","H"
"16ZL00","D","VST","WEC","01JO12","D","VST","WEC",1-8-2015,"F","Fusie","J","H"
"16ZQ","U","BAS","WPO","17BC","U","BAS","WPO",1-8-2023,"F","Fusie","J","H"
"16ZQ00","D","VST","WPO","17BC00","D","VST","WPO",1-8-2023,"F","Fusie","J","H"
"16ZR","U","BAS","WPO","16NS","U","BAS","WPO",1-8-2011,"F","Fusie","J","H"
"16ZR00","D","VST","WPO","16NS00","D","VST","WPO",1-8-2011,"F","Fusie","J","H"
"16ZU","U","BAS","WPO","17AH","U","BAS","WPO",1-8-2013,"F","Fusie","J","H"
"16ZU00","D","VST","WPO","17AH00","D","VST","WPO",1-8-2013,"F","Fusie","J","H"
"16ZU01","D","VST","WPO","30VA00","D","VST","WPO",1-8-2013,"F","Fusie","J","H"
"160","O","AK",,"005","O","AK",,1-1-2002,"V","Overdracht","N","H"
"1601","S","SWPO","WPO","1004","S","SWPO","WPO",1-8-2009,"V","Overdracht","N","H"
"1603","S","SWPO","WPO","1602","S","SWPO","WPO",1-8-2004,"V","Overdracht","J","H"
"1605","S","SWPO","WPO","1004","S","SWPO","WPO",1-8-2009,"V","Overdracht","N","H"
"1605","S","SWPO","WPO","1008","S","SWPO","WPO",1-8-2008,"V","Overdracht","N","H"
"165","O","AK",,"005","O","AK",,1-1-2005,"V","Overdracht","N","H"
"165","O","AK",,"146","O","AK",,1-1-2005,"V","Overdracht","N","H"
