NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,NAAM_VOLLEDIG,full_address,postcode_cleaned,house_number,latitude,longitude,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,location_status,facility_type,years_of_operation,decade_opened,decade_closed,operation_period,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,CODE_STAND_RECORD
31EE,U,VOS,De Ceder,Kievitstraat 2.0 ,2771te,2,52.0660099,4.6433943,2771TE,BOSKOOP,Zuid-Holland,Active,Regular Secondary School,8.5,2010s,,2016-08-01 to Present,2016-08-01,,H
20BC,U,VOS,Oranje Nassau College Scholengemeenschap Ath Havo Mavo Vbo Lwoo,Parkdreef 282.0 ,2724ez,282,52.0660659,4.5129312,2724EZ,ZOETERMEER,Zuid-Holland,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,H
25GA,U,VOS,Stedelyk Coll Zoetermeer Ath Havo Mavo Vbo Ivbo,Schubertrode 42.0 ,2717hj,42,52.0667007,4.4738665,2717HJ,ZOETERMEER,Zuid-Holland,Active,Regular Secondary School,29.5,1990s,,1995-08-01 to Present,1995-08-01,,H
31EW,U,VOS,"'s Gravendreef College voor vbo, mavo en havo",Klaas Voskuildreef 135.0 ,2492jj,135,52.0667062,4.399159099999999,2492JJ,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,7.5,2010s,,2017-08-01 to Present,2017-08-01,,H
31TZ,U,VOS,De Brug,Zwaluwplein 18.0 ,2771sc,18,52.0667191,4.6389927,2771SC,BOSKOOP,Zuid-Holland,Active,Regular Secondary School,3.4,2020s,,2021-09-01 to Present,2021-09-01,,H
18AN,U,VOS,"Globe College, brede school voor vmbo, basis, kader en theoretische leerweg",Bontekoelaan 1.0 ,3526ra,1,52.067308,5.0957338,3526RA,UTRECHT,Utrecht,Active,Regular Secondary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,,A
19ZP,U,VOS,Scholengemeenschap Westhage voor Mavo Lhno en Leao,Mient 351.0 ,2564la,351,52.0678442,4.2594594,2564LA,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,43.5,1980s,,1981-08-01 to Present,1981-08-01,,H
20MF,U,VOS,Dalton Solengemeenschap voor Vwo Havo en Mavo,Aronskelkweg 1.0 ,2555ga,1,52.06812,4.239576,2555GA,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,56.5,1960s,,1968-08-01 to Present,1968-08-01,,H
20MJ,U,VOS,Sgm Johan De Witt Coll V Ath Havo Mavo Vbo Ivbo,Hooftskade 127.0 -129,2526kb,127,52.07052880000001,4.3081724,2526KB,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,56.5,1960s,,1968-08-01 to Present,1968-08-01,,H
01MB,U,VOS,Rooms Katholiek Alfrink College Scholengemeenschap voor Atheneum en Havo,Werflaan 45.0 ,2725de,45,52.0709211,4.5018634,2725DE,ZOETERMEER,Zuid-Holland,Active,Regular Secondary School,48.5,1970s,,1976-08-01 to Present,1976-08-01,,H
19HK,U,VOS,RK KAMPERFOELIE MAVO,Hortensiastraat 22.0 ,2563nv,22,52.0710956,4.2669895,2563NV,'S-GRAVENHAGE,Zuid-Holland,Closed,Regular Secondary School,88.6,1900s,1980s,1900-01-01 to 1988-08-01,1900-01-01,1988-08-01,H
02VO,U,VOS,Huygens Lyceum voor Lyc Havo Mavo,Carel Vosmaerstraat 1.0 ,2274xx,1,52.071607,4.3586255,2274XX,VOORBURG,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
20MJ,U,VOS,Johan de Witt Scholengroep voor Vwo Havo Mavo Vmbo Pro Lwoo nieuwkomers,Zusterstraat 120.0 ,2512tp,120,52.07172689999999,4.2956398,2512TP,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,56.5,1960s,,1968-08-01 to Present,1968-08-01,,H
02VO,U,VOS,Huygens Lyceum voor Lyc Havo Mavo,Aart van der Leeuwkade 1.0 ,2274kx,1,52.0717444,4.358488299999999,2274KX,VOORBURG,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
00MK,U,VOS,Katholiek Scholengemeenschap De Breul voor Gymnasium Atheneum Havo en Mavo,Arnhemse Bovenweg 98.0 ,3708ag,98,52.0717775,5.258240499999999,3708AG,ZEIST,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
20MJ,U,VOS,Sgm Johan De Witt Coll V Ath Havo Mavo Vbo Ivbo,Helena van Doeverenplnts 3.0 ,2512zb,3,52.0719167,4.3095378,2512ZB,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,56.5,1960s,,1968-08-01 to Present,1968-08-01,,H
20MA,U,VOS,Scholengemeenschap het Segbroekcollege Vwo Havo Mavo,Klaverstraat 7.0 ,2565bt,7,52.07299760000001,4.2560096,2565BT,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,56.5,1960s,,1968-08-01 to Present,1968-08-01,,H
02MU,U,VOS,Sint Maartenscollege Scholengemeenschap voor Vwo Havo en Mavo,Aart van der Leeuwkade 14.0 ,2274kx,14,52.0731124,4.3561475,2274KX,VOORBURG,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
14WH,U,VOS,Niels Stensen College Rooms Katholieke Scholengemeenschap voor Ath Havo en Mavo,Amerikalaan 17.0 ,3526vd,17,52.0731698,5.0968437,3526VD,UTRECHT,Utrecht,Closed,Regular Secondary School,103.6,1900s,2000s,1900-01-01 to 2003-08-01,1900-01-01,2003-08-01,H
17BI,U,VOS,Opb Sgm Schoonoord Voor Lyc Havo Mavo Vbo Ivbo,Driebergseweg 10.0 ,3708jb,10,52.07423350000001,5.246651700000001,3708JB,ZEIST,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
01OE,U,AOCV,Wellantcollege,Pompmolenlaan 7.0 ,3447gk,7,52.07578239999999,4.8953942,3447GK,WOERDEN,Utrecht,Active,Agricultural Education,110.0,1910s,,1914-12-30 to Present,1914-12-30,,H
00HI,U,VOS,Sgm Dalton Vatel Voor Lyc Havo Mavo Vbo Ivbo,Loolaan 125.0 ,2271tm,125,52.0762221,4.372016599999999,2271TM,VOORBURG,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
17BI,U,VOS,Openbare Scholengroep Schoonoord,Blikkenburgerlaan 2.0 ,3703cv,2,52.0763537,5.2414475,3703CV,ZEIST,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
01EK,U,PROS,Kranenburgschool voor Voorbereidend Beroepsonderwijs,Tamboersdijk 9.0 ,3582tz,9,52.0766967,5.139715499999999,3582TZ,UTRECHT,Utrecht,Active,Practical Education,46.0,1970s,,1979-01-01 to Present,1979-01-01,,H
17AO,U,PROS,Prof Dr W E Vliegenthart school,Van Bijnkershoeklaan 294.0 ,3527xl,294,52.0775703,5.098689,3527XL,UTRECHT,Utrecht,Active,Practical Education,45.5,1970s,,1979-08-01 to Present,1979-08-01,,H
26KA,U,PROS,Praktijkschool Woerden,Abeellaan 2.0 ,3442jb,2,52.07964,4.872735,3442JB,WOERDEN,Utrecht,Active,Practical Education,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
18AN,U,VOS,"Globe College, brede school voor vmbo, basis, kader en theoretische leerweg",Grebbeberglaan 7.0 ,3527vx,7,52.080108,5.099285,3527VX,UTRECHT,Utrecht,Active,Regular Secondary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
30UB,U,VOS,UniC school voor vwo en havo,Van Bijnkershoeklaan 2.0 ,3527xl,2,52.0803546,5.096603900000001,3527XL,UTRECHT,Utrecht,Active,Regular Secondary School,11.5,2010s,,2013-08-01 to Present,2013-08-01,,H
02GJ,U,VOS,Christelijk College De Populier,Populierstraat 109.0 ,2565mk,109,52.080882,4.2707472,2565MK,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
00RO,U,VOS,Amadeus Lyceum,Van Lawick van Pabstlaan 1.0 ,3453ra,1,52.0823397,5.0184864,3453RA,DE MEERN,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
15JM,U,VOS,Utrechts Stedelijk Gymnasium,Ina Boudier-Bakkerlaan 7.0 ,3582va,7,52.0824073,5.132969200000001,3582VA,UTRECHT,Utrecht,Active,Regular Secondary School,50.1,1970s,,1974-12-14 to Present,1974-12-14,,H
16PA,U,VOS,Christelijk Gymnasium,Diaconessenstraat 1.0 ,3511xx,1,52.0824222,5.1220805,3511XX,UTRECHT,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
02UE,U,VOS,Scholengemeenschap St Bonifatius College Lyceum Havo,Burg Fockema Andreaelaan 7.0 -9,3582ka,7,52.0831589,5.1364361,3582KA,UTRECHT,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
24TR04,D,VSTZ,Meerstroom College/Het Prisma voor Lyceum Havo Mavo Vbo Lwoo,Notebomenlaan 400.0 ,3582cn,400,52.08339729999999,5.1355267,3582CN,UTRECHT,Utrecht,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,H
20LU,U,VOS,Gymnasium Haganum,Laan van Meerdervoort 57.0 ,2517ag,57,52.08412269999999,4.2914063,2517AG,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,87.4,1930s,,1937-09-01 to Present,1937-09-01,,H
07MZ,U,PROS,Protestants Christelijke School voor Praktijkonderwijs De Poort,2e Sweelinckstraat 160.0 ,2517hb,160,52.08438659999999,4.277366499999999,2517HB,'S-GRAVENHAGE,Zuid-Holland,Active,Practical Education,47.0,1970s,,1978-01-01 to Present,1978-01-01,,H
26KA,U,PROS,Praktijkschool Woerden,Kuipersweg 25.0 a/b,3449ja,25,52.084408,4.8641028,3449JA,WOERDEN,Utrecht,Active,Practical Education,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
17AN,U,VOS,Minkema College voor Ath Havo Mavo Vbo Lwoo,Minkemalaan 1.0 ,3446gl,1,52.0846686,4.8966305,3446GL,WOERDEN,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
14TA,U,VOS,Christelijke Scholengemeenschap Zandvliet voor Lyceum en Havo,Bezuidenhoutseweg 105.0 ,2594ac,105,52.0849123,4.3299413,2594AC,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
21GU,U,VOS,College Esloo PC RK SGM v Lyc Havo Mavo Vbo Lwoo,Louis Couperusplein 33.0 ,2514hp,33,52.0851952,4.3105532,2514HP,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
14TA,U,VOS,Christelijke Scholengemeenschap Zandvliet voor Lyceum en Havo,Bezuidenhoutseweg 40.0 ,2594aw,40,52.0854609,4.3290465,2594AW,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
29NH,U,VOS,KADES,Anna Paulownastraat 97.0 ,2518bc,97,52.0857424,4.2989747,2518BC,'S-GRAVENHAGE,Zuid-Holland,Closed,Regular Secondary School,111.7,1900s,2010s,1900-01-01 to 2011-09-01,1900-01-01,2011-09-01,H
30AC,U,VOS,De Vrije Ruimte VO,Laan van Poot 93.0 ,2566ea,93,52.0859579,4.261917299999999,2566EA,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,16.0,2000s,,2009-01-01 to Present,2009-01-01,,H
15JM,U,VOS,Stedelyk Gymnasium,Homeruslaan 40.0 ,3581mj,40,52.08621280000001,5.1360386,3581MJ,UTRECHT,Utrecht,Active,Regular Secondary School,50.1,1970s,,1974-12-14 to Present,1974-12-14,,H
24TR04,D,VSTZ,Meerstroom College/Het Prisma voor Lyceum Havo Mavo Vbo Lwoo,Franz Schubertstraat 30.0 ,3533gw,30,52.0866313,5.086559299999999,3533GW,UTRECHT,Utrecht,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,H
30AC,U,VOS,De Vrije Ruimte VO,Stadhouderslaan 15.0 ,2517hv,15,52.0869556,4.281394,2517HV,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,16.0,2000s,,2009-01-01 to Present,2009-01-01,,H
31PD,U,VOS,Infinity College,Daltonlaan 400.0 ,3584bk,400,52.0877785,5.1603704,3584BK,UTRECHT,Utrecht,Active,Regular Secondary School,5.5,2010s,,2019-08-01 to Present,2019-08-01,,H
02LG03,D,VSTS,RK Scholengemeenschap St Antoniuscollege voor Lyc Havo Mavo Vbo Lwoo,Willem de Zwijgerstraat 9.0 ,2411vt,9,52.0880372,4.7488798,2411VT,BODEGRAVEN,Zuid-Holland,Closed,Secondary Technical School,63.9,1940s,2010s,1949-09-01 to 2013-08-01,1949-09-01,2013-08-01,H
00RO,U,VOS,Dr Fh De Bruijne Lyceum Chr Sgm V Lyc Havo Mavo,Koningsbergerstraat 2.0 ,3531aj,2,52.0881672,5.0994275,3531AJ,UTRECHT,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
02DQ,U,VOS,Christelijk Gymnasium Sorghvliet,Johan de Wittlaan 22.0 ,2517jr,22,52.0884143,4.2848933,2517JR,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,116.5,1900s,,1908-08-01 to Present,1908-08-01,,H
02US,U,VOS,Scholengemeenschap Haags Montessori Lyceum voor Lyceum Havo Mavo Vbo,Nassau Bredastraat 5.0 ,2596ak,5,52.0885225,4.316296599999999,2596AK,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,74.9,1950s,,1950-02-17 to Present,1950-02-17,,H
27ZB,U,VOS,"Instituut Blankestijn, particuliere scholengemeenschap mavo-havo-vwo",Oudegracht 189.0 ,3511ne,189,52.08865729999999,5.1209832,3511NE,UTRECHT,Utrecht,Active,Regular Secondary School,20.5,2000s,,2004-08-01 to Present,2004-08-01,,H
04IX,U,VOS,F Kalsbeeksgm V Chr Ath Havo Mavo Vbo Ivbo,Jozef Israelslaan 56.0 ,3443ct,56,52.09169470000001,4.8704917,3443CT,WOERDEN,Utrecht,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,H
20MD,U,VOS,Maerlant Lyceum met Afdeling Havo,Johannes Bildersstraat 11.0 ,2596ed,11,52.09192909999999,4.321515499999999,2596ED,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,107.4,1910s,,1917-09-01 to Present,1917-09-01,,H
24TR,U,VOS,Leidsche Rijn College voor GYM ATH HAVO MAVO VBO LWOO,Maartvlinder 1.0 ,3544da,1,52.09216850000001,5.0608715,3544DA,UTRECHT,Utrecht,Active,Regular Secondary School,32.5,1990s,,1992-08-01 to Present,1992-08-01,,H
01KF,U,VOS,Sintt Gregorius College Scholengemeenschap voor Atheneum Havo Mavo,Nobeldwarsstraat 9.0 ,3512ew,9,52.0926297,5.1256455,3512EW,UTRECHT,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
00XK,U,VOS,Veurs College Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo,Burg Kolfschotenlaan 5.0 ,2262ez,5,52.09271140000001,4.3935586,2262EZ,LEIDSCHENDAM,Zuid-Holland,Active,Regular Secondary School,54.5,1970s,,1970-08-01 to Present,1970-08-01,,H
02VR,U,VOS,Chr Vo Groep Zo Utrecht Lyc Havo Mavo Vbo,Lindenlaan 23.0 ,3707ep,23,52.0930816,5.2570732,3707EP,ZEIST,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
24FR,U,VOS,Scholengemeenschap Borculo voor Lhno Lto,Herenlaan 2.0 ,7271nr,2,52.0931597,6.5087765,7271NR,BORCULO,Gelderland,Closed,Regular Secondary School,8.0,1990s,1990s,1991-08-01 to 1999-08-01,1991-08-01,1999-08-01,H
31WZ,U,VOS,Infinity College Den Haag,Floris Grijpstraat 2.0 ,2596xe,2,52.09377070000001,4.320255700000001,2596XE,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,4.0,2020s,,2021-01-01 to Present,2021-01-01,,H
00RO,U,VOS,Amadeus Lyceum,Burchtpoort 3.0 ,3452md,3,52.0941104,5.0105473,3452MD,VLEUTEN,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
31YB,U,VOS,Deutsche Internationale Schule,Van Bleiswijkstraat 125.0 ,2582lb,125,52.09452599999999,4.2804913,2582LB,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,13.5,2010s,,2011-08-01 to Present,2011-08-01,,H
26KN,U,PROS,Choisy school voor Praktijkonderwijs,Laan van Eikenstein 2.0 ,3705ar,2,52.0948371,5.2255829,3705AR,ZEIST,Utrecht,Closed,Practical Education,17.0,1990s,2010s,1998-08-01 to 2015-08-01,1998-08-01,2015-08-01,H
24TR04,D,VSTZ,Leidsche Rijn College voor GYM ATH HAVO MAVO VBO LWOO - loc. WSS,Wittevrouwenkade 2.0 ,3512cr,2,52.095472,5.125501000000001,3512CR,UTRECHT,Utrecht,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,H
31HW,U,VOS,HIP Utrecht,Biltstraat 144.0 ,3572bm,144,52.0956456,5.1341258,3572BM,UTRECHT,Utrecht,Active,Regular Secondary School,7.4,2010s,,2017-08-22 to Present,2017-08-22,,H
31FH,U,VOS,TKC-Utrecht voor havo en vwo,Wittevrouwenkade 4.0 ,3512cr,4,52.09571219999999,5.1256012,3512CR,UTRECHT,Utrecht,Closed,Regular Secondary School,7.0,2010s,2020s,2017-08-01 to 2024-08-01,2017-08-01,2024-08-01,H
31FH,U,VOS,"Tjalling Koopmans College Utrecht voor mavo,havo en vwo",Weerdsingel W.Z. 20.0 ,3513bb,20,52.0958846,5.1105571,3513BB,UTRECHT,Utrecht,Closed,Regular Secondary School,7.0,2010s,2020s,2017-08-01 to 2024-08-01,2017-08-01,2024-08-01,H
21GU08,D,VSTZ,Scholengroep Esloo PC RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Isabellaland 253.0 ,2591sg,253,52.0961417,4.3674307,2591SG,'S-GRAVENHAGE,Zuid-Holland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,H
01KF,U,VOS,Sint Gregorius College Scholengemeenschap voor Atheneum Havo Mavo,Van Asch van Wijckskade 20.0 ,3512vs,20,52.0964318,5.1207813,3512VS,UTRECHT,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,A
26HY,U,PROS,Dynselburgschool voor Praktijkonderwijs,Bergweg 97.0 ,3707ac,97,52.097033,5.2451215,3707AC,ZEIST,Utrecht,Active,Practical Education,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
01PU,U,VOS,Aloysiuscollege Katholiek Scholengemeenschap voor Vwo Havo en Mavo,Oostduinlaan 50.0 ,2596jp,50,52.0975787,4.3099589,2596JP,'S-GRAVENHAGE,Zuid-Holland,Closed,Regular Secondary School,116.6,1900s,2010s,1900-01-01 to 2016-08-01,1900-01-01,2016-08-01,H
05FB01,D,VSTS,Sgm Het Assink Voor Ath Havo Mavo Vbo Ivbo,Rekkenseweg 1.0 ,7152aa,1,52.09777039999999,6.654870499999999,7152AA,EIBERGEN,Gelderland,Active,Secondary Technical School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,H
02TH,U,VOS,Herman Jordanlyceum voor Gymnasium Atheneum en Havo Top,Jordanlaan 3.0 ,3706te,3,52.0978497,5.212853300000001,3706TE,ZEIST,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
00RO,U,VOS,Amadeus Lyceum,Verlengde Vleutenseweg 32.0 B,3541bg,32,52.09812760000001,5.0592824,3541BG,UTRECHT,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
16TV,U,VOS,De Vrije School voor Voortgezet Vrije School Onderwijs,Waalsdorperweg 12.0 ,2597jb,12,52.0992286,4.309837799999999,2597JB,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,101.4,1920s,,1923-09-01 to Present,1923-09-01,,H
00CB01,D,VSTS,Scholengemeenschap voor Voortgezet Vrije Schoolonderwijs,Socrateslaan 24.0 ,3707gl,24,52.0994342,5.259213799999999,3707GL,ZEIST,Utrecht,Active,Secondary Technical School,24.5,2000s,,2000-08-01 to Present,2000-08-01,,H
15BH04,D,VSTS,Chr Scholengemeenschap Groene Hart vestiging Rijnwoude,Sportparklaan 4.0 ,2391ax,4,52.0997393,4.593827,2391AX,HAZERSWOUDE-DORP,Zuid-Holland,Active,Secondary Technical School,44.0,1980s,,1981-01-01 to Present,1981-01-01,,H
02UT,U,VOS,Vrijzinnig Christelijk Lyceum Scholemgemeenschap voor Vwo en Havo,Van Stolkweg 35.0 ,2585jn,35,52.101913,4.2859247,2585JN,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,97.6,1920s,,1927-06-01 to Present,1927-06-01,,H
07MZ,U,PROS,Voortgezet Speciaal Onderwijs De Poort,Duinstraat 55.0 ,2584aw,55,52.1022723,4.272809,2584AW,'S-GRAVENHAGE,Zuid-Holland,Active,Practical Education,47.0,1970s,,1978-01-01 to Present,1978-01-01,,H
31XC,U,VOS,Lycee Francais Vincent van Gogh,Scheveningseweg 237.0 ,2584aa,237,52.1026422,4.2806974,2584AA,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Secondary School,13.5,2010s,,2011-08-01 to Present,2011-08-01,,H
02NZ12,D,VSTS,Houtkamp College vestiging Compaan Het Hoge,Het Hoge 41.0 ,7251xv,41,52.10302100000001,6.3069751,7251XV,VORDEN,Gelderland,Closed,Secondary Technical School,4.0,2020s,2020s,2020-08-01 to 2024-08-01,2020-08-01,2024-08-01,H
32CY,U,VOS,Al Amana,Noordse Parklaan 4.0 ,3513gv,4,52.1034528,5.1098805,3513GV,UTRECHT,Utrecht,Active,Regular Secondary School,0.5,2020s,,2024-08-01 to Present,2024-08-01,,A
29RY,U,VOS,Iederwijs Deventer (De Paradox) VO,Ganzensteeg 7.0 ,7251lc,7,52.1046498,6.3722344,7251LC,VORDEN,Gelderland,Closed,Regular Secondary School,8.6,2000s,2010s,2007-01-01 to 2015-08-01,2007-01-01,2015-08-01,H
29RY,U,VOS,School De Paradox,Enkweg 17.0 A,7251ev,17,52.1057186,6.3227198,7251EV,VORDEN,Gelderland,Closed,Regular Secondary School,8.6,2000s,2010s,2007-01-01 to 2015-08-01,2007-01-01,2015-08-01,H
24FC,U,VOS,HET SPRENGENLAND SGM,Derickxkamp 2.0 ,6961dl,2,52.1059189,6.070535,6961DL,EERBEEK,Gelderland,Closed,Regular Secondary School,6.0,1990s,1990s,1991-08-01 to 1997-08-01,1991-08-01,1997-08-01,H
29RY,U,VOS,Iederwijs De Paradox,Nijverheidsweg 2.0 ,7251jv,2,52.1066449,6.326052900000001,7251JV,VORDEN,Gelderland,Closed,Regular Secondary School,8.6,2000s,2010s,2007-01-01 to 2015-08-01,2007-01-01,2015-08-01,H
01EK,U,PROS,"Kranenburg, School voor Praktijkonderwijs",Van Lieflandlaan 117.0 ,3571aa,117,52.1081376,5.1205802,3571AA,UTRECHT,Utrecht,Active,Practical Education,46.0,1970s,,1979-01-01 to Present,1979-01-01,,H
24TJ,U,VOS,Spectrum College voor ATH GYM LYC HAVO MAVO VBO LWOO,Vader Rijndreef 9.0 ,3561xb,9,52.10832910000001,5.1156355,3561XB,UTRECHT,Utrecht,Active,Regular Secondary School,32.5,1990s,,1992-08-01 to Present,1992-08-01,,H
00PN,U,VOS,Sint Gerardus Majella Mavo,Winklerlaan 370.0 -372,3571kh,370,52.1097525,5.135706799999999,3571KH,UTRECHT,Utrecht,Closed,Regular Secondary School,110.6,1900s,2010s,1900-01-01 to 2010-08-01,1900-01-01,2010-08-01,H
14OY,U,VOS,College Blaucapel Christelijke Scholengemeenschap voor Lyceum Havo Mavo,Winklerlaan 373.0 ,3571kg,373,52.1099007,5.1365813,3571KG,UTRECHT,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
14OY,U,VOS,Gerrit Rietveld College,Eykmanlaan 1200.0 ,3571kh,1200,52.1111347,5.1370551,3571KH,UTRECHT,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
17AO,U,PROS,POUWER,La Bohemedreef 7.0 ,3561kw,7,52.1124308,5.1178666,3561KW,UTRECHT,Utrecht,Active,Practical Education,45.5,1970s,,1979-08-01 to Present,1979-08-01,,H
31YR,U,VOS,Indonesian School,Rijksstraatweg 679.0 ,2245cb,679,52.1141209,4.3741138,2245CB,WASSENAAR,Zuid-Holland,Active,Regular Secondary School,13.5,2010s,,2011-08-01 to Present,2011-08-01,,H
23WX,U,VOS,MONTESSORI COLLEGE,Nijenrodelaan 25.0 ,3554tw,25,52.1146646,5.094314,3554TW,UTRECHT,Utrecht,Closed,Regular Secondary School,7.0,1990s,1990s,1990-08-01 to 1997-08-01,1990-08-01,1997-08-01,H
24TF01,D,VSTS,Regionaal Scholengemeenschap Staring College voor Atheneum Havo Mavo Vbo,Beukenlaan 1.0 ,7271jk,1,52.1147108,6.5267116,7271JK,BORCULO,Gelderland,Active,Secondary Technical School,32.5,1990s,,1992-08-01 to Present,1992-08-01,,H
18AN,U,VOS,Delta College Protestants Christelijke Scholengemeenschap voor Mavo Vbo en Lwoo,Lieven de Keylaan 8.0 ,3555vz,8,52.1160293,5.0749813,3555VZ,UTRECHT,Utrecht,Active,Regular Secondary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
18AN,U,VOS,Delta College Protestants Christelijke Scholengemeenschap voor Mavo Vbo en Lwoo,Lieven de Keylaan 9.0 ,3555vz,9,52.1167716,5.074911699999999,3555VZ,UTRECHT,Utrecht,Active,Regular Secondary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
31YN,U,VOS,"British School in the Netherlands, Senior School Voorschoten",Jan van Hooflaan 3.0 ,2252bg,3,52.12096709999999,4.431343099999999,2252BG,VOORSCHOTEN,Zuid-Holland,Active,Regular Secondary School,13.5,2010s,,2011-08-01 to Present,2011-08-01,,H
17IS,U,VOS,College De Klop Rooms Katholieke Scholengemeenschap voor Vwo en Havo,Orinocodreef 7.0 ,3563st,7,52.1217903,5.0913207,3563ST,UTRECHT,Utrecht,Closed,Regular Secondary School,107.6,1900s,2000s,1900-01-01 to 2007-08-01,1900-01-01,2007-08-01,H
29MR,U,VOS,Maupertuus,Biltseweg 8.0 ,3735mc,8,52.1232567,5.2385208,3735MC,BOSCH EN DUIN,Utrecht,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
01MR,U,VOS,Oranje Nassauschool voor Christelijk Mavo,Overboslaan 15.0 ,3722bj,15,52.1232741,5.2012938,3722BJ,BILTHOVEN,Utrecht,Closed,Regular Secondary School,99.6,1900s,1990s,1900-01-01 to 1999-08-01,1900-01-01,1999-08-01,H
