NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,NAAM_VOLLEDIG,full_address,postcode_cleaned,house_number,latitude,longitude,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,location_status,facility_type,years_of_operation,decade_opened,decade_closed,operation_period,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,CODE_STAND_RECORD
16JO,U,VOS,Stedelijke Scholengemeenschap De Rede voor Lyc Havo Mavo Vbo Lwoo,Axelsestraat 249.0 ,4537aw,249,51.3234956,3.8401545,4537AW,TERNEUZEN,Zeeland,Closed,Regular Secondary School,118.6,1900s,2010s,1900-01-01 to 2018-08-01,1900-01-01,2018-08-01,H
26LL,U,PROS,PC/RK School voor Praktijkonderwijs De Sprong,Evertsenlaan 84.0 A,4535ad,84,51.3235178,3.8521142,4535AD,TERNEUZEN,Zeeland,Active,Practical Education,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
00AQ,U,VOS,Zwin College Scholengemeenschap voor Lyceum Havo Mavo Vbo,Nieuwstraat 50.0 ,4501be,50,51.32436999999999,3.4852461,4501BE,OOSTBURG,Zeeland,Active,Regular Secondary School,39.5,1980s,,1985-08-01 to Present,1985-08-01,,H
16JO,U,VOS,Stedelyke Sgm De Rede V Lyc Havo Mavo Vbo Ivbo,Zuidlandstraat 113.0 ,4532ck,113,51.3293253,3.8420037,4532CK,TERNEUZEN,Zeeland,Closed,Regular Secondary School,118.6,1900s,2010s,1900-01-01 to 2018-08-01,1900-01-01,2018-08-01,H
26LL,U,PROS,PC/RK School voor Praktijkonderwijs De Sprong,Leeuwenlaan 19.0 ,4532ac,19,51.3326198,3.8356058,4532AC,TERNEUZEN,Zeeland,Active,Practical Education,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
29MJ,U,VOS,Gaaf Sterksel,Albertlaan 4.0 ,6029pn,4,51.3563154,5.6087761,6029PN,STERKSEL,Noord-Brabant,Closed,Regular Secondary School,108.6,1900s,2000s,1900-01-01 to 2008-08-01,1900-01-01,2008-08-01,H
16XD,U,VOS,College Den Hulster Scholengemeenschap voor ATH HAVO MAVO VBO LWOO,Waterhoenstraat 44.0 ,5912xv,44,51.356393,6.1635148,5912XV,VENLO,Limburg,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
16XD,U,VOS,College Den Hulster Scholengemeenschap voor ATH HAVO MAVO VBO LWOO,Hagerhofweg 15.0 ,5912pn,15,51.357507,6.161145,5912PN,VENLO,Limburg,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
17UX,U,PROS,Sch vr Practische Vorming T WILDVELD,Van Nijvenheimstraat 25.0 ,5912bm,25,51.3605461,6.1641517,5912BM,VENLO,Limburg,Active,Practical Education,41.5,1980s,,1983-08-01 to Present,1983-08-01,,H
17UX,U,PROS,School voor Praktijk onderwijs t Wildveld,Roerdompstraat 5.0 ,5912br,5,51.360715,6.1630017,5912BR,VENLO,Limburg,Active,Practical Education,41.5,1980s,,1983-08-01 to Present,1983-08-01,,H
29ML,U,VOS,Agnus Dei,Geenhovensedreef 30.0 ,5552bd,30,51.361908,5.4563204,5552BD,VALKENSWAARD,Noord-Brabant,Closed,Regular Secondary School,114.7,1900s,2010s,1900-01-01 to 2014-10-01,1900-01-01,2014-10-01,H
21GV,U,VOS,Scholengemsch Were Di Lyc Havo Mavo Vbo Ivbo,Merendreef 1.0 ,5553cc,1,51.3621457,5.4678949,5553CC,VALKENSWAARD,Noord-Brabant,Active,Regular Secondary School,75.0,1950s,,1950-01-09 to Present,1950-01-09,,H
18XR,U,VOS,Rythovius College Scholengemeenschap voor Lyc Havo Mavo,Bospoort 1.0 ,5521ck,1,51.3631721,5.3123931,5521CK,EERSEL,Noord-Brabant,Active,Regular Secondary School,67.4,1950s,,1957-09-01 to Present,1957-09-01,,H
19HR04,D,VSTZ,Blariacumcollege Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Hendrik Consciencestraat 46.0 ,5921as,46,51.3680961,6.140129,5921AS,VENLO,Limburg,Closed,Secondary Branch Location,5.0,2000s,2000s,2002-08-01 to 2007-08-01,2002-08-01,2007-08-01,H
03KN05,D,VSTZ,School voor Speciaal Voortgezet Onderwijs De Piramide,Burg. Goossensstraat 48.0 ,5531he,48,51.3697526,5.219577399999999,5531HE,BLADEL,Noord-Brabant,Closed,Secondary Branch Location,4.0,1990s,2000s,1999-08-01 to 2003-08-01,1999-08-01,2003-08-01,H
19HR,U,VOS,Blariacumcollege Sgm V Ath Havo Mavo Vbo Ivbo,Burg Gommansstraat 224.0 ,5922ar,224,51.3710471,6.1393007,5922AR,VENLO,Limburg,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
03KN,U,VOS,Rk Sgm Pius X Voor Ath Havo Mavo Vbo Ivbo,Tuinstraat 1.0 ,5531gk,1,51.3720524,5.2303327,5531GK,BLADEL,Noord-Brabant,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,H
03KN,U,VOS,Rooms Katholieke Scholengemeenschap Pius X voor Atheneum Havo Mavo Vbo Pro Lwoo,Tuinstraat 3.0 ,5531gk,3,51.3723308,5.2301163,5531GK,BLADEL,Noord-Brabant,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,H
19HR,U,VOS,Blariacumcollege Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Drie Decembersingel 40.0 ,5922bd,40,51.3727428,6.137589699999999,5922BD,VENLO,Limburg,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
01GN,U,VOS,Thomascollege Rk Ab Sgm V Lyc Havo Mavo Vbo Ivbo,Hogeweg 24.0 ,5911eb,24,51.3743382,6.173337999999999,5911EB,VENLO,Limburg,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
13PE01,D,VSTZ,Varendonckcollege voor Atheneum Havo Mavo Vbo Lwoo,Kanaalstraat 12.0 ,5711eh,12,51.3864994,5.715589899999999,5711EH,SOMEREN,Noord-Brabant,Active,Secondary Branch Location,27.5,1990s,,1997-08-01 to Present,1997-08-01,,H
15BS,U,VOS,Sondervickcollege Rk Sgm V Ath Havo Mavo Vbo Ivbo,Locht 117.0 ,5504rm,117,51.39404330000001,5.3903466,5504RM,VELDHOVEN,Noord-Brabant,Active,Regular Secondary School,85.0,1940s,,1940-01-09 to Present,1940-01-09,,H
13PE,U,VOS,Coll Asten Someren Sgm Havo Ath,Beatrixlaan 25.0 ,5721lz,25,51.3986908,5.7317817,5721LZ,ASTEN,Noord-Brabant,Active,Regular Secondary School,38.5,1980s,,1986-08-01 to Present,1986-08-01,,H
19WT,U,VOS,RK MAVO SCH ST RADBOUD,Kruiskensweg 12.0 ,5721kd,12,51.39956720000001,5.7487102,5721KD,ASTEN,Noord-Brabant,Closed,Regular Secondary School,97.6,1900s,1990s,1900-01-01 to 1997-08-01,1900-01-01,1997-08-01,H
15BS,U,VOS,Sondervick College RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Knegselseweg 30.0 ,5504nc,30,51.40405759999999,5.3835587,5504NC,VELDHOVEN,Noord-Brabant,Active,Regular Secondary School,85.0,1940s,,1940-01-09 to Present,1940-01-09,,H
02FY01,D,VSTS,Mollerlyceum Rk Sgm Voor Lyc Havo Mavo Vbo Ivbo,O Lv Vrouw ter Duinenln 201.0 ,4641rm,201,51.405524,4.3450348,4641RM,OSSENDRECHT,Noord-Brabant,Active,Secondary Technical School,109.0,1910s,,1916-01-09 to Present,1916-01-09,,H
20AT,U,VOS,St Joriscollege Sg Vwo Havo Mavo,Roostenlaan 296.0 ,5644bs,296,51.41103469999999,5.4891042,5644BS,EINDHOVEN,Noord-Brabant,Active,Regular Secondary School,108.0,1910s,,1917-01-09 to Present,1917-01-09,,H
14TO,U,VOS,ALBERTUS MAGNUS MAVO,Heggestraat 78.0 ,5664bj,78,51.4187066,5.5546663,5664BJ,GELDROP,Noord-Brabant,Closed,Regular Secondary School,97.6,1900s,1990s,1900-01-01 to 1997-08-01,1900-01-01,1997-08-01,H
20BP,U,VOS,Ivo Mavo De Roosten,Geraniumstraat 4.0 ,5644nc,4,51.4206152,5.4907609,5644NC,EINDHOVEN,Noord-Brabant,Closed,Regular Secondary School,98.6,1900s,1990s,1900-01-01 to 1998-08-01,1900-01-01,1998-08-01,H
01XL,U,VOS,Strabrechtcollege Scholengemeenschap voor LYC HAVO MAVO,Grote Bos 2.0 ,5666az,2,51.4270441,5.5759669,5666AZ,GELDROP,Noord-Brabant,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,H
15EW,U,VOS,Scholengemeenschap de Burgh Mavo Lto Ito Lhno Ihno,Piuslaan 93.0 ,5643pt,93,51.4277248,5.5007617,5643PT,EINDHOVEN,Noord-Brabant,Closed,Regular Secondary School,12.0,1980s,1990s,1986-08-01 to 1998-08-01,1986-08-01,1998-08-01,H
08HZ,U,VOS,St Aloysius MAVO,Jan Luikenstraat 49.0 ,5615jl,49,51.42794540000001,5.473188500000001,5615JL,EINDHOVEN,Noord-Brabant,Closed,Regular Secondary School,74.6,1920s,1990s,1924-01-01 to 1998-08-01,1924-01-01,1998-08-01,H
02FY05,D,VSTS,Mollerlyceum Rooms Katholiek Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Edward Jennerstraat 6.0 ,4631la,6,51.4280299,4.3247336,4631LA,HOOGERHEIDE,Noord-Brabant,Closed,Secondary Technical School,9.2,2000s,2010s,2003-08-01 to 2012-10-23,2003-08-01,2012-10-23,H
20GA,U,VOS,Van Maerlantlyceum Scholengemeenschap voor Gymn Ath En Havo,Jacob van Maerlantlaan 11.0 ,5615js,11,51.4283462,5.4750209,5615JS,EINDHOVEN,Noord-Brabant,Active,Regular Secondary School,106.0,1910s,,1919-01-09 to Present,1919-01-09,,H
02TC,U,VOS,Christiaan Huygens College voor Lyceum Havo Mavo Vbo Lwoo,von Flotowlaan 1.0 ,5653ad,1,51.4287281,5.457303599999999,5653AD,EINDHOVEN,Noord-Brabant,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
15BS04,D,VSTZ,Sondervick College RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Christinastraat 2.0 A,5615rk,2,51.4289782,5.462487599999999,5615RK,EINDHOVEN,Noord-Brabant,Closed,Secondary Branch Location,5.0,2000s,2000s,2002-08-01 to 2007-08-01,2002-08-01,2007-08-01,H
02TC,U,VOS,Christiaan Huygens College voor Lyceum Havo Mavo Vbo Lwoo,Rachmaninowlaan 2.0 ,5653at,2,51.4298063,5.4558656,5653AT,EINDHOVEN,Noord-Brabant,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
03JY02,D,VSTS,Calvyn College V Reform Vwo Havo Mavo Vbo Ivbo,Kerkpolder 50.0 ,4413gb,50,51.4310695,4.121030699999999,4413GB,KRABBENDIJKE,Zeeland,Active,Secondary Technical School,42.5,1980s,,1982-08-01 to Present,1982-08-01,,H
01FY,U,VOS,Augustinianum Scholengemeenschap voor Vwo en Havo,Van Wassenhovestraat 26.0 ,5613ll,26,51.43235199999999,5.4960923,5613LL,EINDHOVEN,Noord-Brabant,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
01FY,U,VOS,Augustinianum Scholengemeenschap voor Vwo en Havo,Dirk Boutslaan 25.0 ,5613lh,25,51.4329111,5.4981783,5613LH,EINDHOVEN,Noord-Brabant,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
31WY,U,VOS,Infinity College Eindhoven,Stadhuisplein 10.0 ,5611em,10,51.4348568,5.4794234,5611EM,EINDHOVEN,Noord-Brabant,Active,Regular Secondary School,4.0,2020s,,2021-01-01 to Present,2021-01-01,,H
08HZ,U,VOS,St Aloysius Mavo,Deken van Somerenstraat 3.0 ,5611kx,3,51.4356449,5.475780299999999,5611KX,EINDHOVEN,Noord-Brabant,Closed,Regular Secondary School,74.6,1920s,1990s,1924-01-01 to 1998-08-01,1924-01-01,1998-08-01,H
17VP,U,VOS,Instelling voor ATH HAVO MAVO VBO LWOO Deurne,Vloeieindsedreef 5.0 ,5753sm,5,51.4460771,5.7842253,5753SM,DEURNE,Noord-Brabant,Active,Regular Secondary School,65.4,1950s,,1959-09-01 to Present,1959-09-01,,H
30YC,U,VOS,Democratisch Onderwijs Eindhoven DOE040,Den Dolech 2.0 ,5612az,2,51.4463595,5.484329499999999,5612AZ,EINDHOVEN,Noord-Brabant,Active,Regular Secondary School,10.3,2010s,,2014-10-01 to Present,2014-10-01,,H
02QP,U,VOS,St Willibrord Gymnasium,Beukenstraat 80.0 ,5753gd,80,51.4470836,5.7812326,5753GD,DEURNE,Noord-Brabant,Active,Regular Secondary School,67.5,1950s,,1957-07-25 to Present,1957-07-25,,H
17VP01,D,VSTZ,Instelling voor Voortgezet Onderwijs Deurne voor ATH HAVO MAVO VBO IVBO,Sint Jozefstraat 72.0 ,5753sk,72,51.4473199,5.7886263,5753SK,DEURNE,Noord-Brabant,Active,Secondary Branch Location,27.5,1990s,,1997-08-01 to Present,1997-08-01,,H
25KX,U,VOS,Lorentz Casimir Lyceum,Celebeslaan 10.0 -20,5641ag,10,51.4478158,5.5074584,5641AG,EINDHOVEN,Noord-Brabant,Active,Regular Secondary School,28.5,1990s,,1996-08-01 to Present,1996-08-01,,H
17VP,U,VOS,Peellandcollege Sgs V Ath En Havo,Burgemeester Roefslaan 9.0 ,5753gx,9,51.4481385,5.786493200000001,5753GX,DEURNE,Noord-Brabant,Active,Regular Secondary School,65.4,1950s,,1959-09-01 to Present,1959-09-01,,H
25KX,U,VOS,Lorentz Casimir Lyceum voor Lyceum Havo,Celebeslaan 20.0 ,5641ag,20,51.4481548,5.508775399999999,5641AG,EINDHOVEN,Noord-Brabant,Active,Regular Secondary School,28.5,1990s,,1996-08-01 to Present,1996-08-01,,H
25GC08,D,VSTS,Scholengemeenschap Breda voor Katholiek Lyceum Havo Mavo Vbo Lwoo,Sportlaan 1.0 ,5111bx,1,51.4491857,4.926030900000001,5111BX,BAARLE-NASSAU,Noord-Brabant,Active,Secondary Technical School,25.5,1990s,,1999-08-01 to Present,1999-08-01,,H
07UE,U,PROS,Praktijkschool Eindhoven,Amundsenlaan 6.0 ,5623pv,6,51.4561746,5.4788139,5623PV,EINDHOVEN,Noord-Brabant,Closed,Practical Education,29.6,1970s,2000s,1978-01-01 to 2007-08-01,1978-01-01,2007-08-01,H
14HL,U,VOS,School voor Konsumptieve Beroepen,Kaakstraat 1.0 ,5623ad,1,51.4565211,5.4742296,5623AD,EINDHOVEN,Noord-Brabant,Closed,Regular Secondary School,100.6,1900s,2000s,1900-01-01 to 2000-08-01,1900-01-01,2000-08-01,H
03XS03,D,VSTS,Christelijke Scholengemeenschap Walcheren voor Lyceum Havo Mavo Vbo Lwoo,Adriaen Coortelaan 5.0 ,4383sr,5,51.4569786,3.5710732,4383SR,VLISSINGEN,Zeeland,Active,Secondary Technical School,56.5,1960s,,1968-08-01 to Present,1968-08-01,,H
14OQ,U,VOS,Ter Kemenade Coll-West voor MAVO VBO LWOO,Dolfijnlaan 105.0 ,5706bt,105,51.4594446,5.6328498,5706BT,HELMOND,Noord-Brabant,Closed,Regular Secondary School,76.9,1920s,2000s,1927-09-01 to 2004-08-01,1927-09-01,2004-08-01,H
17VP02,D,VSTZ,Instelling voor Voortgezet Onderwijs Deurne voor ATH HAVO MAVO VBO IVBO,Haspelweg 11.0 ,5751jh,11,51.4602193,5.7809893,5751JH,DEURNE,Noord-Brabant,Active,Secondary Branch Location,27.5,1990s,,1997-08-01 to Present,1997-08-01,,H
03XS03,D,VSTS,Christelijke Scholengemeenschap Walcheren voor Lyceum Havo Mavo Vbo Lwoo,Bossenburghpad 10.0 ,4385cj,10,51.4621916,3.5798226,4385CJ,VLISSINGEN,Zeeland,Active,Secondary Technical School,56.5,1960s,,1968-08-01 to Present,1968-08-01,,H
00CB02,D,VSTS,Scholengemeenschap voor Voortgezet Vrije Schoolonderwijs,Woenselsestraat 316.0 ,5623eg,316,51.4632307,5.472798800000001,5623EG,EINDHOVEN,Noord-Brabant,Active,Secondary Technical School,24.5,2000s,,2000-08-01 to Present,2000-08-01,,H
16YC,U,VOS,Sgm Scheldemond Voor Vwo Havo Mavo Vbo,Weyevlietplein 7.0 -13,4385ch,7,51.4632963,3.5798307,4385CH,VLISSINGEN,Zeeland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
20AT04,D,VSTZ,Sint Joris College Scholengemeenschap voor Lyc Havo Mavo Vbo Lwoo,Hendrik Staetslaan 54.0 ,5622hn,54,51.46339219999999,5.4654533,5622HN,EINDHOVEN,Noord-Brabant,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,H
25GF,U,VOS,Dendroncollege RK SGM v Lyc Havo Mavo Vbo Lwoo,Gebr. van Doornelaan 124.0 ,5961be,124,51.4637426,6.0497456,5961BE,HORST,Limburg,Active,Regular Secondary School,29.5,1990s,,1995-08-01 to Present,1995-08-01,,H
25GC03,D,VSTS,Sgm Breda Voor Katholiek Lyc Havo Mavo Vbo Ivbo,Reigerstraat 18.0 ,4881wr,18,51.4651427,4.6510821,4881WR,ZUNDERT,Noord-Brabant,Active,Secondary Technical School,29.5,1990s,,1995-08-01 to Present,1995-08-01,,H
20IB,U,VOS,Eckartcollege voor LYC HAVO MAVO VBO LWOO,Damocleslaan 3.0 ,5631kc,3,51.46515960000001,5.499962,5631KC,EINDHOVEN,Noord-Brabant,Active,Regular Secondary School,56.5,1960s,,1968-08-01 to Present,1968-08-01,,H
04ZR,U,VOS,ELKERVOORDE,Kruisstraat 28.0 ,5751bj,28,51.46641,5.7944391,5751BJ,DEURNE,Noord-Brabant,Closed,Regular Secondary School,16.0,1980s,1990s,1981-08-01 to 1997-08-01,1981-08-01,1997-08-01,H
00CB02,D,VSTS,Scholengemeenschap voor Voortgezet Vrije Schoolonderwijs,Sterrenlaan 16.0 ,5631ka,16,51.4666029,5.4990111,5631KA,EINDHOVEN,Noord-Brabant,Active,Secondary Technical School,24.5,2000s,,2000-08-01 to Present,2000-08-01,,H
31FL,U,VOS,LOS Deurne,Haageind 29.0 ,5751bb,29,51.4685488,5.8010078,5751BB,DEURNE,Noord-Brabant,Active,Regular Secondary School,8.1,2010s,,2016-12-22 to Present,2016-12-22,,H
07UE,U,PROS,Praktijkschool Eindhoven,Mgr Witloxweg 14.0 ,5624jh,14,51.4690652,5.4595102,5624JH,EINDHOVEN,Noord-Brabant,Closed,Practical Education,29.6,1970s,2000s,1978-01-01 to 2007-08-01,1978-01-01,2007-08-01,H
20IB03,D,VSTS,"Eckartcollege, Pleincollege Nuenen voor LYc Havo Mavo Vbo Lwoo",Vrouwkensakker 17.0 ,5673pe,17,51.4703768,5.5611182,5673PE,NUENEN,Noord-Brabant,Active,Secondary Technical School,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
20IB03,D,VSTS,Eckartcollege voor LYC HAVO MAVO VBO LWOO,Sportlaan 8.0 ,5671gr,8,51.4705653,5.5518306,5671GR,NUENEN,Noord-Brabant,Active,Secondary Technical School,26.5,1990s,,1998-08-01 to Present,1998-08-01,,H
00NE,U,VOS,Gs Jan Van Brabant Mavo Met Dakpanklas,Deltaweg 205.0 ,5709ab,205,51.4712581,5.703808299999999,5709AB,HELMOND,Noord-Brabant,Active,Regular Secondary School,68.4,1950s,,1956-09-01 to Present,1956-09-01,,H
25GC03,D,VSTS,Scholengemeenschap Breda voor Katholiek Lyceum Havo Mavo Vbo Lwoo,Akkermolenweg 2.0 d,4881bl,2,51.4772119,4.665877399999999,4881BL,ZUNDERT,Noord-Brabant,Active,Secondary Technical School,29.5,1990s,,1995-08-01 to Present,1995-08-01,,H
20NF,U,VOS,Carolus Borromeuscollege Scholengemeenschap voor Lyceum en Havo,Gasthuisstraat 79.0 ,5708hj,79,51.4773645,5.627997000000001,5708HJ,HELMOND,Noord-Brabant,Closed,Regular Secondary School,86.6,1910s,2000s,1918-01-09 to 2004-08-01,1918-01-09,2004-08-01,H
02TC04,D,VSTS,Christiaan Huygens Coll. voor Lyc Havo Mavo Vbo Lwoo loc. Frits Philips lyc-mavo,Avignonlaan 1.0 ,5627ga,1,51.4777768,5.446712199999999,5627GA,EINDHOVEN,Noord-Brabant,Active,Secondary Technical School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
14LF,U,VOS,Gem Atheneum En Havo En Mavo Afd Jan V Brabant,Molenstraat 191.0 ,5701kd,191,51.4780708,5.6615528,5701KD,HELMOND,Noord-Brabant,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
26JB,U,PROS,School voor Speciaal Voortgezet Onderwijs De Toermalijn,Hortensialaan 87.0 ,5701wl,87,51.4791101,5.6777599,5701WL,HELMOND,Noord-Brabant,Closed,Practical Education,18.0,1990s,2010s,1998-08-01 to 2016-08-01,1998-08-01,2016-08-01,H
29ZT,U,VOS,Isaac Beeckman Academie Kapelle,Stationsstraat 51.0 ,4421ak,51,51.48127820000001,3.9558676,4421AK,KAPELLE,Zeeland,Closed,Regular Secondary School,15.0,2000s,2020s,2009-08-01 to 2024-08-01,2009-08-01,2024-08-01,H
26JB,U,PROS,SSVO Praktijkschool De Wieken,Generaal Snijdersstraat 51.0 ,5703gr,51,51.4818301,5.6798123,5703GR,HELMOND,Noord-Brabant,Closed,Practical Education,18.0,1990s,2010s,1998-08-01 to 2016-08-01,1998-08-01,2016-08-01,H
02TC04,D,VSTS,Christiaan Huygens College voor Lyceum Havo Mavo Vbo Lwoo,Broodberglaan 3.0 ,5628ej,3,51.4824583,5.4656281,5628EJ,EINDHOVEN,Noord-Brabant,Active,Secondary Technical School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
14OK,U,VOS,Mavo Sint Joseph,Hurksestraat 1.0 C,5701gx,1,51.48302469999999,5.668266099999999,5701GX,HELMOND,Noord-Brabant,Closed,Regular Secondary School,104.6,1900s,2000s,1900-01-01 to 2004-08-01,1900-01-01,2004-08-01,H
15IS,U,PROS,Rk Vso Mlk School De Bosrand,Oberonstraat 2.0 ,4624vm,2,51.4834093,4.3114735,4624VM,BERGEN OP ZOOM,Noord-Brabant,Active,Practical Education,38.5,1980s,,1986-08-01 to Present,1986-08-01,,H
20BK,U,VOS,Opb Sted Coll Eindhoven V Ath Havo Mavo Vbo Ivbo,Henegouwenlaan 2.0 ,5628wk,2,51.4835788,5.4865296,5628WK,EINDHOVEN,Noord-Brabant,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,H
14YJ,U,VOS,Scholengemeenschap het Penta College Lto Ito Leao Lmo L Ihno Mavo,Venetiestraat 43.0 ,5632rm,43,51.4837401,5.498082999999999,5632RM,EINDHOVEN,Noord-Brabant,Closed,Regular Secondary School,13.0,1980s,1990s,1985-08-01 to 1998-08-01,1985-08-01,1998-08-01,H
20CP,U,VOS,Stedelijke Scholengemeenschap Nehalennia voor LYC HAVO MAVO VBO LWOO,Merwedestraat 1.0 ,4335xr,1,51.48437029999999,3.5975624,4335XR,MIDDELBURG,Zeeland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
00HS,U,VOS,YPELAERCOLLEGE,Ypelaerstraat 4.0 ,5081bs,4,51.484606,5.133509999999999,5081BS,HILVARENBEEK,Noord-Brabant,Closed,Regular Secondary School,97.6,1900s,1990s,1900-01-01 to 1997-08-01,1900-01-01,1997-08-01,H
26JB,U,PROS,SSVO Praktijkschool De Wieken,St. Willibrordstraat 10.0 ,5701ta,10,51.4847666,5.6586678,5701TA,HELMOND,Noord-Brabant,Closed,Practical Education,18.0,1990s,2010s,1998-08-01 to 2016-08-01,1998-08-01,2016-08-01,H
29ZT,U,VOS,Isaac Beeckman Academie Kapelle,Goessestraatweg 19.0 ,4421ad,19,51.4854476,3.9515034,4421AD,KAPELLE,Zeeland,Closed,Regular Secondary School,15.0,2000s,2020s,2009-08-01 to 2024-08-01,2009-08-01,2024-08-01,H
16QN,U,VOS,Room Katholiek Gymn voor het Juvenaat H Hart,Antwerpsestraatweg 125.0 ,4615an,125,51.4855125,4.29259,4615AN,BERGEN OP ZOOM,Noord-Brabant,Closed,Regular Secondary School,121.7,1900s,2020s,1900-12-06 to 2022-08-01,1900-12-06,2022-08-01,H
01HQ,U,PROS,Het Bolwerk,Teresastraat 2.0 A,4336lm,2,51.4863784,3.609903399999999,4336LM,MIDDELBURG,Zeeland,Active,Practical Education,46.5,1970s,,1978-08-01 to Present,1978-08-01,,H
14OQ,U,VOS,Ter Kemenade Coll-West voor MAVO VBO LWOO,Keizerin Marialaan 2.0 ,5702nr,2,51.48654130000001,5.6580545,5702NR,HELMOND,Noord-Brabant,Closed,Regular Secondary School,76.9,1920s,2000s,1927-09-01 to 2004-08-01,1927-09-01,2004-08-01,H
16QN,U,VOS,Rooms Katholiek Gymnasium Juvenaat Heilig Hart,Pater Dehonlaan 63.0 ,4615dc,63,51.4872549,4.2917893,4615DC,BERGEN OP ZOOM,Noord-Brabant,Closed,Regular Secondary School,121.7,1900s,2020s,1900-12-06 to 2022-08-01,1900-12-06,2022-08-01,H
20JX,U,VOS,OMO Scholengroep Helmond,Keizerin Marialaan 4.0 ,5702nr,4,51.4876017,5.657943299999999,5702NR,HELMOND,Noord-Brabant,Active,Regular Secondary School,59.0,1960s,,1966-01-01 to Present,1966-01-01,,H
03JY04,D,VSTZ,Calvijn College voor Reformatorisch Vmbo Havo Vwo,Coxstraat 9.0 ,4421dc,9,51.4883348,3.9585422,4421DC,KAPELLE,Zeeland,Closed,Secondary Branch Location,4.0,2000s,2000s,2001-08-01 to 2005-08-01,2001-08-01,2005-08-01,H
20CP,U,VOS,Stedelijke Scholengemeenschap Nehalennia voor LYC HAVO MAVO VBO LWOO,Kruisweg 2.0 ,4335ct,2,51.4915053,3.5952556,4335CT,MIDDELBURG,Zeeland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
20JX,U,VOS,Dr Knippenbergcollege Scholengmeenschap Atheneum Havo Mavo,Nachtegaallaan 40.0 ,5702kn,40,51.491995,5.666695499999999,5702KN,HELMOND,Noord-Brabant,Active,Regular Secondary School,59.0,1960s,,1966-01-01 to Present,1966-01-01,,H
00ND,U,VOS,EAO ST JORIS,Ruusbroeclaan 149.0 ,5702aw,149,51.4920256,5.670958400000001,5702AW,HELMOND,Noord-Brabant,Closed,Regular Secondary School,29.0,1960s,1990s,1968-08-01 to 1997-08-01,1968-08-01,1997-08-01,H
03JY01,D,VSTS,Calvyn College V Reform Vwo Havo Mavo Vbo Ivbo,Koninginnelaan 39.0 ,4335ba,39,51.4946435,3.5979948,4335BA,MIDDELBURG,Zeeland,Active,Secondary Technical School,42.5,1980s,,1982-08-01 to Present,1982-08-01,,H
26JB,U,PROS,SSVO Praktijkschool De Wieken,Nieuwveld 2.0 ,5702hw,2,51.4951696,5.6688009,5702HW,HELMOND,Noord-Brabant,Closed,Practical Education,18.0,1990s,2010s,1998-08-01 to 2016-08-01,1998-08-01,2016-08-01,H
14NX,U,VOS,Sint Willibrordcollege Katholieke Scholengemeenschap voor Atheneum Havo Mavo,Fruitlaan 3.0 ,4462ep,3,51.4960245,3.898689199999999,4462EP,GOES,Zeeland,Closed,Regular Secondary School,107.6,1900s,2000s,1900-01-01 to 2007-08-01,1900-01-01,2007-08-01,H
