NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,education_sector,institution_type,NAAM_VOLLEDIG,full_address,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,is_active,CODE_STAND_RECORD,location_type,function_type,education_type,temporal_status,years_of_operation
25EF10,D,LOC,higher,locations,Agrarisch Opleidingen Centrum Clusius College,Drechterwaard 10.0 ,1824EX,ALKMAAR,Noord-Holland,1996-08-01,,True,H,LOC,D,Higher Education Location,Active,28.5
25EF10,D,LOC,higher,locations,Clusius College,Drechterwaard 10.0 ,1824EX,ALKMAAR,Noord-Holland,1996-08-01,,True,H,LOC,D,Higher Education Location,Active,28.5
25EF10,D,LOC,higher,locations,Vonk Alkmaar,Drechterwaard 10.0 ,1824EX,ALKMAAR,Noord-Holland,1996-08-01,,True,A,LOC,D,Higher Education Location,Active,28.5
25EF11,D,LOC,higher,locations,Clusius College,De Boomgaard 9.0 ,1741MD,SCHAGEN,Noord-Holland,2014-08-01,,True,H,LOC,D,Higher Education Location,Active,10.5
25EF11,D,LOC,higher,locations,Vonk Schagen locatie Boomgaard,De Boomgaard 9.0 ,1741MD,SCHAGEN,Noord-Holland,2014-08-01,,True,A,LOC,D,Higher Education Location,Active,10.5
25EF12,D,LOC,higher,locations,Vonk Den Helder locatie Kievitstraat,Kievitstraat 31.0 ,1781ZA,DEN HELDER,Noord-Holland,2022-08-01,,True,A,LOC,D,Higher Education Location,Active,2.5
25EF13,D,LOC,higher,locations,Vonk Den Helder locatie Sportlaan,Sportlaan 54.0 ,1782ND,DEN HELDER,Noord-Holland,2022-08-01,,True,A,LOC,D,Higher Education Location,Active,2.5
25EF14,D,LOC,higher,locations,Vonk Schagen locatie Hofstraat,Hofstraat 13.0 ,1741CD,SCHAGEN,Noord-Holland,2022-08-01,,True,A,LOC,D,Higher Education Location,Active,2.5
25EF15,D,LOC,higher,locations,Vonk Den Helder locatie Ritmeesterweg,Burg Ritmeesterweg 31.0 ,1784NV,DEN HELDER,Noord-Holland,2022-08-01,,True,A,LOC,D,Higher Education Location,Active,2.5
25EF16,D,LOC,higher,locations,Vonk Den Helder locatie Sperwerstraat,Sperwerstraat 4.0 ,1781XC,DEN HELDER,Noord-Holland,2022-08-01,,True,A,LOC,D,Higher Education Location,Active,2.5
25FB00,D,LOC,higher,locations,Stichting Appl Regionaal Opleidings Centrum Gelders Rivierengebied,Laan van Westroijen 4.0 ,4003AZ,TIEL,Gelderland,1995-01-01,2012-08-01,False,H,LOC,D,Higher Education Location,Historical,17.6
25FJ00,D,LOC,higher,locations,Stichting Opleiding En Training Contract Ond,Wilderinksstraat 1.0 ,7555DS,HENGELO OV,Overijssel,1995-03-01,2004-08-01,False,H,LOC,D,Higher Education Location,Historical,9.4
25FJ00,D,LOC,higher,locations,Stichting Opleiding en Training,Lupinestraat 9.0 ,7552HJ,HENGELO OV,Overijssel,1995-03-01,2004-08-01,False,H,LOC,D,Higher Education Location,Historical,9.4
25FK00,D,LOC,higher,locations,Stichting Heao Limburg Contracting,Havikstraat 5.0 ,6135ED,SITTARD,Limburg,1995-01-01,1998-01-01,False,H,LOC,D,Higher Education Location,Historical,3.0
25FM,U,HBOS,higher,main,Onderwijsinstituut ABC Vof,Overkampweg 125.0 ,3318AN,DORDRECHT,Zuid-Holland,1995-01-11,,True,H,HBOS,U,University of Applied Sciences,Active,30.0
25FM,U,HBOS,higher,main,ABC Hogeschool Dordrecht e.o.,Overkampweg 125.0 ,3318AN,DORDRECHT,Zuid-Holland,1995-01-11,,True,H,HBOS,U,University of Applied Sciences,Active,30.0
25FM,U,HBOS,higher,main,Stichting ABC Hogeschool Dordrecht en Omstreken,Overkampweg 125.0 ,3318AN,DORDRECHT,Zuid-Holland,1995-01-11,,True,H,HBOS,U,University of Applied Sciences,Active,30.0
25FM,U,HBOS,higher,main,Stichting ABC Hogeschool Dordrecht en Omstreken,Paalbergweg 26.0 ,1105BV,AMSTERDAM,Noord-Holland,1995-01-11,,True,H,HBOS,U,University of Applied Sciences,Active,30.0
25FM,U,HBOS,higher,main,Stichting hbo A&A Hogeschool voor de Accountancy,Paalbergweg 26.0 ,1105BV,AMSTERDAM,Noord-Holland,1995-01-11,,True,H,HBOS,U,University of Applied Sciences,Active,30.0
25FM,U,HBOS,higher,main,Stichting hbo A&A Hogeschool voor de Accountancy,Transistorstraat 7.0 ,1322CJ,ALMERE,Flevoland,1995-01-11,,True,H,HBOS,U,University of Applied Sciences,Active,30.0
25FM,U,HBOS,higher,main,Stichting hbo A&A Hogeschool voor de Accountancy,Transistorstraat 7.0 ,1322CJ,ALMERE,Flevoland,1995-01-11,,True,A,HBOS,U,University of Applied Sciences,Active,30.0
25FM00,D,LOC,higher,locations,Onderwijsinstituut ABC Vof,Overkampweg 125.0 ,3318AN,DORDRECHT,Zuid-Holland,1995-01-11,,True,H,LOC,D,Higher Education Location,Active,30.0
25FM00,D,LOC,higher,locations,Stichting ABC Hogeschool Dordrecht en Omstreken,Overkampweg 125.0 ,3318AN,DORDRECHT,Zuid-Holland,1995-01-11,,True,H,LOC,D,Higher Education Location,Active,30.0
25FM00,D,LOC,higher,locations,Stichting ABC Hogeschool Dordrecht en Omstreken,Paalbergweg 26.0 -2e,1105BV,AMSTERDAM,Noord-Holland,1995-01-11,,True,H,LOC,D,Higher Education Location,Active,30.0
25FM00,D,LOC,higher,locations,Stichting hbo A&A Hogeschool voor de Accountancy,Paalbergweg 26.0 -2e,1105BV,AMSTERDAM,Noord-Holland,1995-01-11,,True,A,LOC,D,Higher Education Location,Active,30.0
25FM01,D,LOC,higher,locations,Stichting hbo A&A Hogeschool voor de Accountancy  locatie Dordrecht,Provincialeweg 38.0 ,1108AB,AMSTERDAM,Noord-Holland,2015-07-01,,True,H,LOC,D,Higher Education Location,Active,9.6
25FM01,D,LOC,higher,locations,Stichting hbo A&A Hogeschool voor de Accountancy  locatie Dordrecht,Overkampweg 125.0 ,3318AN,DORDRECHT,Zuid-Holland,2015-07-01,,True,A,LOC,D,Higher Education Location,Active,9.6
25FM02,D,LOC,higher,locations,ABC Hogeschool locatie Schiedam,Hargalaan 2.0 ,3118JA,SCHIEDAM,Zuid-Holland,2015-07-01,,True,H,LOC,D,Higher Education Location,Active,9.6
25FM02,D,LOC,higher,locations,Stichting hbo A&A Hogeschool voor de Accountancy  locatie Den Haag,Johanna Westerdijkplein 109.0 ,2521EN,'S-GRAVENHAGE,Zuid-Holland,2015-07-01,,True,A,LOC,D,Higher Education Location,Active,9.6
25FM03,D,LOC,higher,locations,ABC Hogeschool locatie Zwolle,Hertsenbergweg 1.0 ,8041BA,ZWOLLE,Overijssel,2015-07-01,,True,H,LOC,D,Higher Education Location,Active,9.6
25FM03,D,LOC,higher,locations,Stichting hbo A&A Hogeschool voor de Accountancy  locatie Zwolle,Hertsenbergweg 1.0 ,8041BA,ZWOLLE,Overijssel,2015-07-01,,True,A,LOC,D,Higher Education Location,Active,9.6
25FP00,D,LOC,higher,locations,Stg Econ Avondcollege V Beroeps En Ondern Act,Marterstraat 45.0 ,6531KA,NIJMEGEN,Gelderland,1994-12-01,2004-08-01,False,H,LOC,D,Higher Education Location,Historical,9.7
25FP00,D,LOC,higher,locations,Stichting Economisch Avondcollege voor Beroeps en Ondernemer Activiteiten,Marterstraat 45.0 ,6531KA,NIJMEGEN,Gelderland,1994-12-01,2004-08-01,False,H,LOC,D,Higher Education Location,Historical,9.7
25FP01,D,LOC,higher,locations,Stichting Economisch Avondcollege voor Beroeps en Ondernemer Activiteiten,Marterstraat 45.0 ,6531KA,NIJMEGEN,Gelderland,1996-08-01,2004-08-01,False,H,LOC,D,Higher Education Location,Historical,8.0
25FT00,D,LOC,higher,locations,Eurocollege BV,Pieter de Hoochweg 20.0 ,3024BH,ROTTERDAM,Zuid-Holland,1995-06-15,2003-08-01,False,H,LOC,D,Higher Education Location,Historical,8.1
25FT00,D,LOC,higher,locations,Eurocollege BV,Mathenesserlaan 321.0 ,3021HL,ROTTERDAM,Zuid-Holland,1995-06-15,2003-08-01,False,H,LOC,D,Higher Education Location,Historical,8.1
25FU09,D,ILOC,higher,international,"Linnaeus College, Centrale Directie",Gedempte Oude Gracht 120.0 ,2011GW,HAARLEM,Noord-Holland,1995-08-01,2005-08-01,False,H,ILOC,D,International Location,Historical,10.0
25FU10,D,ILOC,higher,international,Teyler College,Azieweg 20.0 ,2037XZ,HAARLEM,Noord-Holland,1995-08-01,2007-01-01,False,H,ILOC,D,International Location,Historical,11.4
25FY05,D,ILOC,higher,international,Raayland College Praktijkonderwijs,Leunseweg 6.0 ,5802CH,VENRAY,Limburg,1995-08-01,2013-08-01,False,H,ILOC,D,International Location,Historical,18.0
25GA05,D,ILOC,higher,international,Stedelijk College Zoetermeer locatie Paltelaan,Dr. J. W. Paltelaan 9.0 ,2712RN,ZOETERMEER,Zuid-Holland,1995-08-01,2001-08-28,False,H,ILOC,D,International Location,Historical,6.1
25GE06,D,ILOC,higher,international,"Het Streek, Centraal Bureau",Amsterdamseweg 56.0 ,6712GJ,EDE,Gelderland,1995-08-01,2005-08-01,False,H,ILOC,D,International Location,Historical,10.0
25GE07,D,ILOC,higher,international,"Het Streek, de Schalm",Oranjelaan 7.0 ,6717JH,EDE,Gelderland,1995-08-01,2002-08-08,False,H,ILOC,D,International Location,Historical,7.0
25GJ01,D,ILOC,higher,international,De Triangel,Trombonedreef 32.0 ,3845CM,HARDERWIJK,Gelderland,1995-06-01,2008-09-01,False,H,ILOC,D,International Location,Historical,13.3
25GJ02,D,ULOC,higher,locations,Leonardo Harderwijk,Vliepad 5.0 ,3844EL,HARDERWIJK,Gelderland,2020-12-01,,True,H,ULOC,D,University Location,Active,4.1
25GJ02,D,ULOC,higher,locations,Leonardo Harderwijk,Vliepad 5.0 ,3844EL,HARDERWIJK,Gelderland,2020-12-01,,True,A,ULOC,D,University Location,Active,4.1
25GL07,D,ILOC,higher,international,"Scholengroep Gelders Mozaïek, afdeling ISK",Boulevard Heuvelink 48.0 ,6828KS,ARNHEM,Gelderland,1995-08-01,2015-03-01,False,H,ILOC,D,International Location,Historical,19.6
25GL07,D,ILOC,higher,international,"Scholengroep Gelders Mozaïek, afdeling ISK",Thomas a Kempislaan 82.0 ,6822LS,ARNHEM,Gelderland,1995-08-01,2015-03-01,False,H,ILOC,D,International Location,Historical,19.6
25GL08,D,ILOC,higher,international,"Scholengroep Gelders Mozaïek, locatie Warnsbornlaan",Warnsbornlaan 12.0 ,6816PS,ARNHEM,Gelderland,1995-08-01,2004-02-03,False,H,ILOC,D,International Location,Historical,8.5
25GR03,D,ILOC,higher,international,Bartiméus - VSO,Utrechtseweg 84.0 ,3702AD,ZEIST,Utrecht,1995-08-01,2011-01-01,False,H,ILOC,D,International Location,Historical,15.4
25GR04,D,ILOC,higher,international,Bartiméus - VSO-praktijk,Utrechtseweg 84.0 ,3702AD,ZEIST,Utrecht,1995-08-01,2011-01-01,False,H,ILOC,D,International Location,Historical,15.4
25GV02,D,LOC,higher,locations,Agrarisch Opleidingen Centrum Groenhorst College,Barnseweg 3.0 ,3771RN,BARNEVELD,Gelderland,1996-08-01,,True,H,LOC,D,Higher Education Location,Active,28.5
25GV02,D,LOC,higher,locations,Agrarisch Opleidingen Centrum Groenhorst,Barnseweg 3.0 ,3771RN,BARNEVELD,Gelderland,1996-08-01,,True,H,LOC,D,Higher Education Location,Active,28.5
25GV02,D,LOC,higher,locations,Aeres MBO Barneveld,Barnseweg 3.0 ,3771RN,BARNEVELD,Gelderland,1996-08-01,,True,A,LOC,D,Higher Education Location,Active,28.5
25GV03,D,LOC,higher,locations,Agrarisch Opleidingen Centrum Groenhorst College,De Drieslag 2.0 ,8251JZ,DRONTEN,Flevoland,1996-08-01,,True,H,LOC,D,Higher Education Location,Active,28.5
25GV03,D,LOC,higher,locations,Agrarisch Opleidingen Centrum Groenhorst College,Wisentweg 10.0 ,8251PC,DRONTEN,Flevoland,1996-08-01,,True,H,LOC,D,Higher Education Location,Active,28.5
25GV03,D,LOC,higher,locations,Agrarisch Opleidingen Centrum Groenhorst,Wisentweg 10.0 ,8251PC,DRONTEN,Flevoland,1996-08-01,,True,H,LOC,D,Higher Education Location,Active,28.5
25GV03,D,LOC,higher,locations,Aeres MBO Dronten Warmonderhof,Wisentweg 10.0 ,8251PC,DRONTEN,Flevoland,1996-08-01,,True,A,LOC,D,Higher Education Location,Active,28.5
25GV04,D,LOC,higher,locations,Agrarisch Opleidingen Centrum Groenhorst College,Bovenbuurtweg 27.0 ,6717XA,EDE,Gelderland,1996-08-01,2010-01-01,False,H,LOC,D,Higher Education Location,Historical,13.4
25GV04,D,LOC,higher,locations,Agrarisch Opleidingen Centrum Groenhorst College,Zandlaan 31.0 ,6717LN,EDE,Gelderland,1996-08-01,2010-01-01,False,H,LOC,D,Higher Education Location,Historical,13.4
25GV06,D,LOC,higher,locations,Agrarisch Opleidingen Centrum Groenhorst College,De Balkan 20.0 ,8303GZ,EMMELOORD,Flevoland,1996-08-01,,True,H,LOC,D,Higher Education Location,Active,28.5
25GV06,D,LOC,higher,locations,Agrarisch Opleidingen Centrum Groenhorst College,De Balkan 16.0 ,8303GZ,EMMELOORD,Flevoland,1996-08-01,,True,H,LOC,D,Higher Education Location,Active,28.5
25GV06,D,LOC,higher,locations,Agrarisch Opleidingen Centrum Groenhorst,De Balkan 16.0 ,8303GZ,EMMELOORD,Flevoland,1996-08-01,,True,H,LOC,D,Higher Education Location,Active,28.5
25GV06,D,LOC,higher,locations,Aeres MBO Emmeloord,De Balkan 16.0 ,8303GZ,EMMELOORD,Flevoland,1996-08-01,,True,A,LOC,D,Higher Education Location,Active,28.5
25GV12,D,LOC,higher,locations,Agrarisch Opleidingen Centrum Groenhorst College,Kerkstraat 98.0 ,1354AC,ALMERE,Flevoland,2003-08-01,,True,H,LOC,D,Higher Education Location,Active,21.5
25GV12,D,LOC,higher,locations,Agrarisch Opleidingen Centrum Groenhorst College,Heliumweg 1.0 ,1362JA,ALMERE,Flevoland,2003-08-01,,True,H,LOC,D,Higher Education Location,Active,21.5
25GV12,D,LOC,higher,locations,Agrarisch Opleidingen Centrum Groenhorst,Heliumweg 1.0 ,1362JA,ALMERE,Flevoland,2003-08-01,,True,H,LOC,D,Higher Education Location,Active,21.5
25GV12,D,LOC,higher,locations,Aeres MBO Almere,Heliumweg 1.0 ,1362JA,ALMERE,Flevoland,2003-08-01,,True,A,LOC,D,Higher Education Location,Active,21.5
25GV13,D,ILOC,higher,international,Groenhorst College Oranje Nassau MAVO,Overboslaan 15.0 ,3722BJ,BILTHOVEN,Utrecht,1995-08-01,2002-08-01,False,H,ILOC,D,International Location,Historical,7.0
25GV14,D,ILOC,higher,international,Emmeloord De Rotonde Praktijkonderwijs,Scandinavielaan 33.0 a,8303GN,EMMELOORD,Flevoland,1995-08-01,2010-01-01,False,H,ILOC,D,International Location,Historical,14.4
25GV15,D,ILOC,higher,international,Almere,Kerkstraat 98.0 ,1354AC,ALMERE,Flevoland,1995-08-01,2011-03-01,False,H,ILOC,D,International Location,Historical,15.6
25GV15,D,ILOC,higher,international,Almere,Heliumweg 1.0 ,1362JA,ALMERE,Flevoland,1995-08-01,2011-03-01,False,H,ILOC,D,International Location,Historical,15.6
25GV16,D,ILOC,higher,international,Barneveld,Barnseweg 3.0 ,3771RN,BARNEVELD,Gelderland,1995-08-01,2010-01-01,False,H,ILOC,D,International Location,Historical,14.4
25GV17,D,ILOC,higher,international,Bilthoven ONS,Overboslaan 15.0 ,3722BJ,BILTHOVEN,Utrecht,1995-08-01,2008-08-01,False,H,ILOC,D,International Location,Historical,13.0
25GV18,D,ILOC,higher,international,Dronten,De Drieslag 2.0 ,8251JZ,DRONTEN,Flevoland,1995-08-01,2011-03-01,False,H,ILOC,D,International Location,Historical,15.6
25GV18,D,ILOC,higher,international,Dronten,Wisentweg 10.0 ,8251PC,DRONTEN,Flevoland,1995-08-01,2011-03-01,False,H,ILOC,D,International Location,Historical,15.6
25GV19,D,ILOC,higher,international,Dronten Warmonderhof,De Drieslag 2.0 ,8251JZ,DRONTEN,Flevoland,1995-08-01,2011-03-01,False,H,ILOC,D,International Location,Historical,15.6
25GV19,D,ILOC,higher,international,Dronten Warmonderhof,Wisentweg 2.0 ,8251PC,DRONTEN,Flevoland,1995-08-01,2011-03-01,False,H,ILOC,D,International Location,Historical,15.6
25GV20,D,ILOC,higher,international,Ede VMBO - Groen,Otterloseweg 18.0 a,6718ZM,EDE,Gelderland,1995-08-01,2004-01-17,False,H,ILOC,D,International Location,Historical,8.5
25GV21,D,ILOC,higher,international,Bilthoven VMBO,Overboslaan 15.0 ,3722BJ,BILTHOVEN,Utrecht,1995-08-01,2004-01-17,False,H,ILOC,D,International Location,Historical,8.5
25GV22,D,ILOC,higher,international,Lelystad VMBO- Groen,Tjalk 2558.0 ,8232MB,LELYSTAD,Flevoland,1995-08-01,2008-01-01,False,H,ILOC,D,International Location,Historical,12.4
25GV23,D,ILOC,higher,international,Maartensdijk VMBO- Groen,Dierenriem 2.0 ,3738TR,MAARTENSDIJK,Utrecht,1995-08-01,2004-01-17,False,H,ILOC,D,International Location,Historical,8.5
25GV24,D,ILOC,higher,international,Nijkerk VMBO- Groen,Luxoolseweg 1.0 ,3862WH,NIJKERK,Gelderland,1995-08-01,2004-01-17,False,H,ILOC,D,International Location,Historical,8.5
25GV25,D,ILOC,higher,international,Velp VMBO- Groen,Pinkenbergseweg 5.0 F,6881BA,VELP GLD,Gelderland,1995-08-01,2004-01-17,False,H,ILOC,D,International Location,Historical,8.5
25GV26,D,ILOC,higher,international,Ede MBO Voeding en Milieu,Bovenbuurtweg 27.0 ,6717XA,EDE,Gelderland,1995-08-01,2010-01-01,False,H,ILOC,D,International Location,Historical,14.4
25GV27,D,LOC,higher,locations,Aeres MBO,Zandlaan 31.0 ,6717LN,EDE,Gelderland,2017-08-01,,True,H,LOC,D,Higher Education Location,Active,7.5
25GV27,D,LOC,higher,locations,Aeres MBO Ede,Zandlaan 31.0 ,6717LN,EDE,Gelderland,2017-08-01,,True,A,LOC,D,Higher Education Location,Active,7.5
25GV28,D,LOC,higher,locations,Aeres MBO,Luxoolseweg 1.0 ,3862WH,NIJKERK,Gelderland,2017-08-01,,True,H,LOC,D,Higher Education Location,Active,7.5
25GV28,D,LOC,higher,locations,Aeres MBO Nijkerk,Luxoolseweg 1.0 ,3862WH,NIJKERK,Gelderland,2017-08-01,,True,A,LOC,D,Higher Education Location,Active,7.5
25GV29,D,LOC,higher,locations,Aeres MBO,Pinkenbergseweg 5.0 F,6881BA,VELP GLD,Gelderland,2017-08-01,,True,H,LOC,D,Higher Education Location,Active,7.5
25GV29,D,LOC,higher,locations,Aeres MBO Velp,Pinkenbergseweg 5.0 F,6881BA,VELP GLD,Gelderland,2017-08-01,,True,A,LOC,D,Higher Education Location,Active,7.5
25GV33,D,LOC,higher,locations,Aeres MBO Leeuwarden,Jansoniusstraat 2.0 a,8934BM,LEEUWARDEN,Friesland,2021-08-01,,True,A,LOC,D,Higher Education Location,Active,3.5
25GV35,D,LOC,higher,locations,Aeres MBO Dronten,Wisentweg 13.0 C,8251PB,DRONTEN,Flevoland,2022-01-01,,True,A,LOC,D,Higher Education Location,Active,3.1
25HE03,D,ILOC,higher,international,"Sensis Onderwijs, locatie Rotterdam, afdeling vso",Heindijk 4.0 ,3079PM,ROTTERDAM,Zuid-Holland,1995-08-01,2011-01-01,False,H,ILOC,D,International Location,Historical,15.4
25HE04,D,ILOC,higher,international,"Sensis Onderwijs, locatie Grave",Jan van Cuykdijk 1.0 ,5361HM,GRAVE,Noord-Brabant,1995-08-01,2011-01-01,False,H,ILOC,D,International Location,Historical,15.4
25HJ00,D,LOC,higher,locations,Studiecentreum Rijnmond,Gaasterlandhoeve 1.0 ,3137GK,VLAARDINGEN,Zuid-Holland,1995-08-09,2004-08-01,False,H,LOC,D,Higher Education Location,Historical,9.0
25HK00,D,LOC,higher,locations,Bureau Opleidingen Rijn IJssel College,Velperweg 73.0 ,6824HH,ARNHEM,Gelderland,1995-05-18,2004-08-01,False,H,LOC,D,Higher Education Location,Historical,9.2
25HM00,D,LOC,higher,locations,Stichting Contractcentrum Ichthus Hogeschool,Vasteland 80.0 ,3011BN,ROTTERDAM,Zuid-Holland,1994-08-16,2004-08-01,False,H,LOC,D,Higher Education Location,Historical,10.0
25JC00,D,LOC,higher,locations,Stichting Projecten RIVB,Argostraat 1.0 ,5631JX,EINDHOVEN,Noord-Brabant,1995-09-12,2001-08-01,False,H,LOC,D,Higher Education Location,Historical,5.9
25JN00,D,LOC,higher,locations,Dompvloet Opleidingen,Kennemerstraatweg 514.0 ,1851NH,HEILOO,Noord-Holland,1995-03-01,2004-08-01,False,H,LOC,D,Higher Education Location,Historical,9.4
25JX,U,HBOS,higher,main,Hogeschool Limburg,Havikstraat 5.0 ,6135ED,SITTARD,Limburg,1996-01-01,,True,H,HBOS,U,University of Applied Sciences,Active,29.1
25JX,U,HBOS,higher,main,Hogeschool Limburg,Nieuw-Eyckholt 300.0 ,6419DJ,HEERLEN,Limburg,1996-01-01,,True,H,HBOS,U,University of Applied Sciences,Active,29.1
25JX,U,HBOS,higher,main,Hogeschool Zuyd,Nieuw-Eyckholt 300.0 ,6419DJ,HEERLEN,Limburg,1996-01-01,,True,H,HBOS,U,University of Applied Sciences,Active,29.1
25JX,U,HBOS,higher,main,Hogeschool Zuyd,Mgr. Claessensstraat 4.0 ,6131AJ,SITTARD,Limburg,1996-01-01,,True,H,HBOS,U,University of Applied Sciences,Active,29.1
25JX,U,HBOS,higher,main,Zuyd Hogeschool,Mgr. Claessensstraat 4.0 ,6131AJ,SITTARD,Limburg,1996-01-01,,True,H,HBOS,U,University of Applied Sciences,Active,29.1
25JX,U,HBOS,higher,main,Zuyd Hogeschool,Nieuw-Eyckholt 300.0 ,6419DJ,HEERLEN,Limburg,1996-01-01,,True,A,HBOS,U,University of Applied Sciences,Active,29.1
25JX00,D,LOC,higher,locations,Hogeschool Limburg,Havikstraat 5.0 ,6135ED,SITTARD,Limburg,1996-01-01,,True,H,LOC,D,Higher Education Location,Active,29.1
25JX00,D,LOC,higher,locations,Hogeschool Limburg,Nieuw-Eyckholt 300.0 ,6419DJ,HEERLEN,Limburg,1996-01-01,,True,H,LOC,D,Higher Education Location,Active,29.1
25JX00,D,LOC,higher,locations,Hogeschool Zuyd,Nieuw-Eyckholt 300.0 ,6419DJ,HEERLEN,Limburg,1996-01-01,,True,H,LOC,D,Higher Education Location,Active,29.1
25JX00,D,LOC,higher,locations,Hogeschool Zuyd,Mgr. Claessensstraat 4.0 ,6131AJ,SITTARD,Limburg,1996-01-01,,True,H,LOC,D,Higher Education Location,Active,29.1
25JX00,D,LOC,higher,locations,Zuyd Hogeschool,Mgr. Claessensstraat 4.0 ,6131AJ,SITTARD,Limburg,1996-01-01,,True,H,LOC,D,Higher Education Location,Active,29.1
25JX00,D,LOC,higher,locations,Zuyd Hogeschool,Nieuw-Eyckholt 300.0 ,6419DJ,HEERLEN,Limburg,1996-01-01,,True,A,LOC,D,Higher Education Location,Active,29.1
25JX01,D,ILOC,higher,international,Faculteit HEAO,Havikstraat 5.0 ,6135ED,SITTARD,Limburg,1996-01-01,2001-07-30,False,H,ILOC,D,International Location,Historical,5.6
25JX02,D,ILOC,higher,international,Faculteit Gedrag en Maatschappij,Sportcentrumlaan 35.0 ,6136KX,SITTARD,Limburg,1996-01-01,2001-07-30,False,H,ILOC,D,International Location,Historical,5.6
25KB,U,HBOS,higher,main,Hogeschool Van Arnhem En Nymegen,Bothaplein 1.0 ,6814AJ,ARNHEM,Gelderland,1997-01-01,,True,H,HBOS,U,University of Applied Sciences,Active,28.1
25KB,U,HBOS,higher,main,Hogeschool van Arnhem en Nijmegen,Bothaplein 1.0 ,6814AJ,ARNHEM,Gelderland,1997-01-01,,True,H,HBOS,U,University of Applied Sciences,Active,28.1
25KB,U,HBOS,higher,main,Hogeschool van Arnhem en Nijmegen,Ruitenberglaan 31.0 ,6826CC,ARNHEM,Gelderland,1997-01-01,,True,A,HBOS,U,University of Applied Sciences,Active,28.1
25KB00,D,LOC,higher,locations,Hogeschool Van Arnhem En Nymegen,Bothaplein 1.0 ,6814AJ,ARNHEM,Gelderland,1997-01-01,,True,H,LOC,D,Higher Education Location,Active,28.1
25KB00,D,LOC,higher,locations,Stg Gelderse Hogescholen,Ruitenberglaan 31.0 ,6826CC,ARNHEM,Gelderland,1997-01-01,,True,H,LOC,D,Higher Education Location,Active,28.1
25KB00,D,LOC,higher,locations,Stichting Hogeschool van Arnhem en Nijmegen,Ruitenberglaan 31.0 ,6826CC,ARNHEM,Gelderland,1997-01-01,,True,H,LOC,D,Higher Education Location,Active,28.1
25KB00,D,LOC,higher,locations,Hogeschool van Arnhem en Nijmegen,Ruitenberglaan 31.0 ,6826CC,ARNHEM,Gelderland,1997-01-01,,True,A,LOC,D,Higher Education Location,Active,28.1
25KC01,D,ILOC,higher,international,Openbare Daltonschool De Horizon,Brenner 9.0 ,1060NT,AMSTERDAM,Noord-Holland,1996-06-01,,True,H,ILOC,D,International Location,Active,28.6
25KC01,D,ILOC,higher,international,Openbare Daltonschool De Horizon,Brenner 9.0 ,1060NT,AMSTERDAM,Noord-Holland,1996-06-01,,True,A,ILOC,D,International Location,Active,28.6
25KD01,D,ILOC,higher,international,loc. Zonnegloren,Zonnegloren 1.0 ,1704ZE,HEERHUGOWAARD,Noord-Holland,1996-06-01,2013-08-01,False,H,ILOC,D,International Location,Historical,17.2
25KD01,D,ILOC,higher,international,"Obs De Fonkelsteen,loc. Sara de Bronovoland",Sara de Bronovoland 7.0 ,1705MD,HEERHUGOWAARD,Noord-Holland,1996-06-01,2013-08-01,False,H,ILOC,D,International Location,Historical,17.2
25KD02,D,ILOC,higher,international,Basisschool Atalanta,Zonnegloren 1.0 ,1704ZE,HEERHUGOWAARD,Noord-Holland,2008-01-01,2015-08-01,False,H,ILOC,D,International Location,Historical,7.6
25KH01,D,ILOC,higher,international,Basisschool Dierdonk Schoolwoningen,Zilverschoonbeek 40.0 ,5709PL,HELMOND,Noord-Brabant,1996-06-01,2010-08-01,False,H,ILOC,D,International Location,Historical,14.2
25KN01,D,ILOC,higher,international,O.b.s. Groenehoek,Groeneweg 61.0 ,2661AL,BERGSCHENHOEK,Zuid-Holland,1996-06-01,,True,H,ILOC,D,International Location,Active,28.6
25KN01,D,ILOC,higher,international,O.b.s. Groenehoek,Groeneweg 129.0 ,2661KV,BERGSCHENHOEK,Zuid-Holland,1996-06-01,,True,H,ILOC,D,International Location,Active,28.6
25KN01,D,ILOC,higher,international,O.b.s. Groenehoek,Groeneweg 129.0 ,2661KV,BERGSCHENHOEK,Zuid-Holland,1996-06-01,,True,A,ILOC,D,International Location,Active,28.6
25KP01,D,ILOC,higher,international,RK basisschool Willibrord,Groeneweg 59.0 ,2661AL,BERGSCHENHOEK,Zuid-Holland,1996-06-01,,True,H,ILOC,D,International Location,Active,28.6
25KP01,D,ILOC,higher,international,RK basisschool Willibrord,Groeneweg 125.0 ,2661KV,BERGSCHENHOEK,Zuid-Holland,1996-06-01,,True,H,ILOC,D,International Location,Active,28.6
25KP01,D,ILOC,higher,international,RK basisschool Willibrord,Groeneweg 125.0 ,2661KV,BERGSCHENHOEK,Zuid-Holland,1996-06-01,,True,A,ILOC,D,International Location,Active,28.6
25KR01,D,ILOC,higher,international,basisschool De Acker,Groeneweg 57.0 ,2661AL,BERGSCHENHOEK,Zuid-Holland,1996-06-01,,True,H,ILOC,D,International Location,Active,28.6
