NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,education_sector,institution_type,NAAM_VOLLEDIG,full_address,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,is_active,CODE_STAND_RECORD,location_type,function_type,education_type,temporal_status,years_of_operation
00GT51,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,Oostzeedijk 108.0 ,3063BG,ROTTERDAM,Zuid-Holland,2001-08-01,2012-08-01,False,H,LOC,D,Higher Education Location,Historical,11.0
00GT52,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,Haven Kloosternol 5.0 ,4322AK,SCHARENDIJKE,Zeeland,2001-08-01,2012-07-11,False,H,LOC,D,Higher Education Location,Historical,10.9
00GT53,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,Bananenstraat 5.0 -7,3072NA,ROTTERDAM,Zuid-Holland,2001-08-01,2009-01-01,False,H,LOC,D,Higher Education Location,Historical,7.4
00GT54,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,Spinozaweg 400.0 ,3076ET,ROTTERDAM,Zuid-Holland,2012-07-11,,True,H,LOC,D,Higher Education Location,Active,12.5
00GT54,D,LOC,higher,locations,Stichting Albeda,Spinozaweg 400.0 ,3076ET,ROTTERDAM,Zuid-Holland,2012-07-11,,True,A,LOC,D,Higher Education Location,Active,12.5
00GT55,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,Prins Alexanderlaan 41.0 ,3068PN,ROTTERDAM,Zuid-Holland,2012-07-11,,True,H,LOC,D,Higher Education Location,Active,12.5
00GT55,D,LOC,higher,locations,Stichting Albeda,Prins Alexanderlaan 41.0 ,3068PN,ROTTERDAM,Zuid-Holland,2012-07-11,,True,A,LOC,D,Higher Education Location,Active,12.5
00GT56,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,Mathenesserlaan 321.0 ,3021HL,ROTTERDAM,Zuid-Holland,2012-07-11,2018-08-01,False,H,LOC,D,Higher Education Location,Historical,6.1
00GT57,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,Heijplaatstraat 21.0 ,3089JB,ROTTERDAM,Zuid-Holland,2012-07-11,,True,H,LOC,D,Higher Education Location,Active,12.5
00GT57,D,LOC,higher,locations,Stichting Albeda,RDM-kade 59.0 ,3089JR,ROTTERDAM,Zuid-Holland,2012-07-11,,True,A,LOC,D,Higher Education Location,Active,12.5
00GT58,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,Drutenstraat 2.0 ,3087CC,ROTTERDAM,Zuid-Holland,2012-07-11,2023-09-01,False,H,LOC,D,Higher Education Location,Historical,11.1
00GT58,D,LOC,higher,locations,Stichting Albeda,Drutenstraat 2.0 ,3087CC,ROTTERDAM,Zuid-Holland,2012-07-11,2023-09-01,False,A,LOC,D,Higher Education Location,Historical,11.1
00GT59,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,Ambachtsweg 17.0 ,3161GL,RHOON,Zuid-Holland,2012-07-11,,True,H,LOC,D,Higher Education Location,Active,12.5
00GT59,D,LOC,higher,locations,Stichting Albeda,Ambachtsweg 17.0 ,3161GL,RHOON,Zuid-Holland,2012-07-11,,True,A,LOC,D,Higher Education Location,Active,12.5
00GT60,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,Professor Holwerdalaan 60.0 -62,2672LD,NAALDWIJK,Zuid-Holland,2012-07-11,,True,H,LOC,D,Higher Education Location,Active,12.5
00GT60,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,Europa 1.0 ,2672ZX,NAALDWIJK,Zuid-Holland,2012-07-11,,True,H,LOC,D,Higher Education Location,Active,12.5
00GT60,D,LOC,higher,locations,Stichting Albeda,Europa 1.0 ,2672ZX,NAALDWIJK,Zuid-Holland,2012-07-11,,True,A,LOC,D,Higher Education Location,Active,12.5
00GT61,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,Van Graftstraat 10.0 ,3088GL,ROTTERDAM,Zuid-Holland,2012-07-11,2017-09-01,False,H,LOC,D,Higher Education Location,Historical,5.1
00GT62,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,Pieter de Hoochweg 222.0 ,3024BJ,ROTTERDAM,Zuid-Holland,2012-07-11,,True,H,LOC,D,Higher Education Location,Active,12.5
00GT62,D,LOC,higher,locations,Stichting Albeda,Pieter de Hoochweg 222.0 ,3024BJ,ROTTERDAM,Zuid-Holland,2012-07-11,,True,A,LOC,D,Higher Education Location,Active,12.5
00GT63,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,Rosestraat 1103.0 ,3071AL,ROTTERDAM,Zuid-Holland,2012-07-11,,True,H,LOC,D,Higher Education Location,Active,12.5
00GT63,D,LOC,higher,locations,Stichting Albeda,Rosestraat 1103.0 ,3071AL,ROTTERDAM,Zuid-Holland,2012-07-11,,True,A,LOC,D,Higher Education Location,Active,12.5
00GT64,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,Koningin Julianaweg 55.0 ,3241XB,MIDDELHARNIS,Zuid-Holland,2012-07-11,2021-01-01,False,H,LOC,D,Higher Education Location,Historical,8.5
00GT64,D,LOC,higher,locations,Stichting Albeda,Koningin Julianaweg 55.0 ,3241XB,MIDDELHARNIS,Zuid-Holland,2012-07-11,2021-01-01,False,A,LOC,D,Higher Education Location,Historical,8.5
00GT65,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,Stolwijkstraat 8.0 ,3079DN,ROTTERDAM,Zuid-Holland,2012-07-11,2018-09-01,False,H,LOC,D,Higher Education Location,Historical,6.1
00GT65,D,LOC,higher,locations,Stichting Albeda,Stolwijkstraat 8.0 ,3079DN,ROTTERDAM,Zuid-Holland,2012-07-11,2018-09-01,False,A,LOC,D,Higher Education Location,Historical,6.1
00GT66,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,Fazantenlaan 1.0 a,3222AM,HELLEVOETSLUIS,Zuid-Holland,2012-07-11,,True,H,LOC,D,Higher Education Location,Active,12.5
00GT66,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,Fazantenlaan 1.0 c,3222AM,HELLEVOETSLUIS,Zuid-Holland,2012-07-11,,True,H,LOC,D,Higher Education Location,Active,12.5
00GT66,D,LOC,higher,locations,Stichting Albeda,Fazantenlaan 1.0 c,3222AM,HELLEVOETSLUIS,Zuid-Holland,2012-07-11,,True,H,LOC,D,Higher Education Location,Active,12.5
00GT66,D,LOC,higher,locations,Stichting Albeda,Fazantenlaan 1.0 c,3222AM,HELLEVOETSLUIS,Zuid-Holland,2012-07-11,,True,A,LOC,D,Higher Education Location,Active,12.5
00GT67,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,Van Zandvlietplein 20.0 ,3077AA,ROTTERDAM,Zuid-Holland,2012-07-11,,True,H,LOC,D,Higher Education Location,Active,12.5
00GT67,D,LOC,higher,locations,Stichting Albeda,Van Zandvlietplein 20.0 ,3077AA,ROTTERDAM,Zuid-Holland,2012-07-11,,True,A,LOC,D,Higher Education Location,Active,12.5
00GT68,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,Thorbeckelaan 63.0 ,3201WJ,SPIJKENISSE,Zuid-Holland,2012-07-11,,True,H,LOC,D,Higher Education Location,Active,12.5
00GT68,D,LOC,higher,locations,Stichting Albeda,Thorbeckelaan 63.0 ,3201WJ,SPIJKENISSE,Zuid-Holland,2012-07-11,,True,A,LOC,D,Higher Education Location,Active,12.5
00GT69,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,De Ritte 2.0 ,3201LE,SPIJKENISSE,Zuid-Holland,2012-07-11,2014-07-31,False,H,LOC,D,Higher Education Location,Historical,2.1
00GT70,D,LOC,higher,locations,Regionaal Opleidingen Centrum Albeda College,Dierensteinweg 2.0 ,2991XJ,BARENDRECHT,Zuid-Holland,2012-07-11,2022-08-01,False,H,LOC,D,Higher Education Location,Historical,10.1
00GT70,D,LOC,higher,locations,Stichting Albeda,Dierensteinweg 4.0 ,2991XJ,BARENDRECHT,Zuid-Holland,2012-07-11,2022-08-01,False,A,LOC,D,Higher Education Location,Historical,10.1
00GT71,D,LOC,higher,locations,Stichting Albeda,Koperstraat 19.0 ,3067GL,ROTTERDAM,Zuid-Holland,2018-08-01,2022-09-01,False,A,LOC,D,Higher Education Location,Historical,4.1
00GT72,D,LOC,higher,locations,Stichting Albeda,Langeweg 111.0 ,3245KG,SOMMELSDIJK,Zuid-Holland,2020-12-01,,True,A,LOC,D,Higher Education Location,Active,4.1
00GT73,D,LOC,higher,locations,Stichting Albeda,Lutonbaan 9.0 ,3045AZ,ROTTERDAM,Zuid-Holland,2020-10-26,,True,A,LOC,D,Higher Education Location,Active,4.2
00GT74,D,LOC,higher,locations,Stichting Albeda,Industrieweg 14.0 ,3133EE,VLAARDINGEN,Zuid-Holland,2021-08-01,,True,A,LOC,D,Higher Education Location,Active,3.5
00GT75,D,LOC,higher,locations,Stichting Albeda,Prins Constantijnweg 30.0 ,3066TA,ROTTERDAM,Zuid-Holland,2022-08-01,,True,A,LOC,D,Higher Education Location,Active,2.5
00HV,U,UNIV,higher,main,Theologische Faculteit Tilburg,Academielaan 9.0 ,5037ET,TILBURG,Noord-Brabant,1985-01-01,2006-01-01,False,H,UNIV,U,Research University,Historical,21.0
00HV00,D,LOC,higher,locations,Theologische Faculteit Tilburg,Academielaan 9.0 ,5037ET,TILBURG,Noord-Brabant,1985-01-01,2006-01-01,False,H,LOC,D,Higher Education Location,Historical,21.0
00IC,U,HBOS,higher,main,Katholieke Pabo Zwolle,Ten Oeverstraat 68.0 ,8012EW,ZWOLLE,Overijssel,1984-07-01,,True,H,HBOS,U,University of Applied Sciences,Active,40.6
00IC,U,HBOS,higher,main,Katholieke PABO Zwolle,Ten Oeverstraat 68.0 ,8012EW,ZWOLLE,Overijssel,1984-07-01,,True,H,HBOS,U,University of Applied Sciences,Active,40.6
00IC,U,HBOS,higher,main,Hogeschool KPZ,Ten Oeverstraat 68.0 ,8012EW,ZWOLLE,Overijssel,1984-07-01,,True,A,HBOS,U,University of Applied Sciences,Active,40.6
00IC00,D,LOC,higher,locations,Katholieke Pabo Zwolle,Ten Oeverstraat 68.0 ,8012EW,ZWOLLE,Overijssel,1984-07-01,,True,H,LOC,D,Higher Education Location,Active,40.6
00IC00,D,LOC,higher,locations,Katholieke PABO Zwolle,Ten Oeverstraat 68.0 ,8012EW,ZWOLLE,Overijssel,1984-07-01,,True,A,LOC,D,Higher Education Location,Active,40.6
00JG01,D,ILOC,higher,international,De Burcht (00UY),Hoefslag 6.0 ,4205NK,GORINCHEM,Zuid-Holland,1938-12-15,1998-08-01,False,H,ILOC,D,International Location,Historical,59.6
00JT04,D,ILOC,higher,international,"Guido de Brès, locatie Onderbouw",Paladijnenweg 253.0 ,3813HX,AMERSFOORT,Utrecht,1900-01-01,2015-03-01,False,H,ILOC,D,International Location,Historical,115.2
00JT05,D,ILOC,higher,international,"Guido de Brès, locatie Amsterdam",Contactweg 150.0 ,1014BW,AMSTERDAM,Noord-Holland,1900-01-01,2007-08-01,False,H,ILOC,D,International Location,Historical,107.6
00KM02,D,ILOC,higher,international,De Zevensprong SO(iobk),Coornhertstraat 3.0 ,7552MT,HENGELO OV,Overijssel,1967-05-01,2013-08-01,False,H,ILOC,D,International Location,Historical,46.3
00KM02,D,ILOC,higher,international,Het Mozaïek VSO,Coornhertstraat 3.0 ,7552MT,HENGELO OV,Overijssel,1967-05-01,2013-08-01,False,H,ILOC,D,International Location,Historical,46.3
00KM02,D,ILOC,higher,international,"De Zevensprong, sector Het Jonge Kind",Coornhertstraat 3.0 ,7552MT,HENGELO OV,Overijssel,1967-05-01,2013-08-01,False,H,ILOC,D,International Location,Historical,46.3
00KM03,D,ILOC,higher,international,"de Passage, school voor VSO zmok en opvang",Cesar Franckstraat 1.0 B,7604JE,ALMELO,Overijssel,1967-05-01,2009-08-01,False,H,ILOC,D,International Location,Historical,42.3
00KM04,D,ILOC,higher,international,Het Mozaiek(VSO),Beverdamlaan 11.0 ,7602XR,ALMELO,Overijssel,1967-05-01,2009-08-01,False,H,ILOC,D,International Location,Historical,42.3
00KM04,D,ILOC,higher,international,"Het Mozaïek Almelo, afdeling SO",Beverdamlaan 11.0 ,7602XR,ALMELO,Overijssel,1967-05-01,2009-08-01,False,H,ILOC,D,International Location,Historical,42.3
00KM05,D,ILOC,higher,international,'t Kapje afdeling so,Weustinkstraat 23.0 ,7555GC,HENGELO OV,Overijssel,1967-05-01,2013-08-01,False,H,ILOC,D,International Location,Historical,46.3
00KM05,D,ILOC,higher,international,SO Onder de Kap,Krabbenbosweg 91.0 ,7555ED,HENGELO OV,Overijssel,1967-05-01,2013-08-01,False,H,ILOC,D,International Location,Historical,46.3
00KM06,D,ILOC,higher,international,Leerwerkproject De Kapstok,Deldenerstraat 59.0 ,7551AC,HENGELO OV,Overijssel,1967-05-01,2012-08-01,False,H,ILOC,D,International Location,Historical,45.3
00KM06,D,ILOC,higher,international,"De Kapstok, Leerwerktrajecten",Deldenerstraat 59.0 ,7551AC,HENGELO OV,Overijssel,1967-05-01,2012-08-01,False,H,ILOC,D,International Location,Historical,45.3
00KM07,D,ILOC,higher,international,Café-rest.'t Tuindorp,Tuindorpstraat 132.0 ,7555CS,HENGELO OV,Overijssel,1967-05-01,2010-01-01,False,H,ILOC,D,International Location,Historical,42.7
00KM08,D,ILOC,higher,international,De Bakkerij leerwerkproject,Industriestraat 17.0 ,7553CK,HENGELO OV,Overijssel,1967-05-01,2010-01-01,False,H,ILOC,D,International Location,Historical,42.7
00KM09,D,ILOC,higher,international,De Werkplaats leerwerkproject (motortechniek),Berfloweg 42.0 a,7553JR,HENGELO OV,Overijssel,1967-05-01,2010-01-01,False,H,ILOC,D,International Location,Historical,42.7
00KM10,D,ILOC,higher,international,Hout en Bouw (Houtbewerking),Berfloweg 42.0 a,7553JR,HENGELO OV,Overijssel,1967-05-01,2010-01-01,False,H,ILOC,D,International Location,Historical,42.7
00KM11,D,ILOC,higher,international,'t Sloepje (iobk),Het Bijvank 250.0 ,7544DB,ENSCHEDE,Overijssel,1967-05-01,2013-08-01,False,H,ILOC,D,International Location,Historical,46.3
00KM12,D,ILOC,higher,international,Tesinkweide,Landsteinerlaan 59.0 ,7548AL,ENSCHEDE,Overijssel,1967-05-01,2013-08-01,False,H,ILOC,D,International Location,Historical,46.3
00KM12,D,ILOC,higher,international,"De Zevensprong, Tesinkweide",Landsteinerlaan 59.0 ,7548AL,ENSCHEDE,Overijssel,1967-05-01,2013-08-01,False,H,ILOC,D,International Location,Historical,46.3
00KM13,D,ILOC,higher,international,Food & Care,Esrein 27.0 ,7553CX,HENGELO OV,Overijssel,1967-05-01,2010-01-01,False,H,ILOC,D,International Location,Historical,42.7
00KM14,D,ILOC,higher,international,Autoclean,Onyxstraat 6.0 ,7554TP,HENGELO OV,Overijssel,1967-05-01,2010-01-01,False,H,ILOC,D,International Location,Historical,42.7
00KM15,D,ILOC,higher,international,De Scheve Schaats,Westerval 25.0 ,7545MZ,ENSCHEDE,Overijssel,1967-05-01,2010-01-01,False,H,ILOC,D,International Location,Historical,42.7
00KM16,D,ILOC,higher,international,VSO Het Mozaïek Almelo,Frerikshuislaan 217.0 ,7602BE,ALMELO,Overijssel,2008-01-01,2009-08-01,False,H,ILOC,D,International Location,Historical,1.6
00KM17,D,ILOC,higher,international,Mozaïek Enschede VSO,Varviksweg 4.0 ,7512DJ,ENSCHEDE,Overijssel,2008-01-01,2009-08-01,False,H,ILOC,D,International Location,Historical,1.6
00KM18,D,ILOC,higher,international,VSO Het Mozaïek Almelo,Ambachtstraat 3.0 ,7609RA,ALMELO,Overijssel,2008-01-01,2009-08-01,False,H,ILOC,D,International Location,Historical,1.6
00KM19,D,ILOC,higher,international,VSO Het Mozaïek,Cesar Franckstraat 3.0 ,7604JE,ALMELO,Overijssel,2008-01-01,2009-08-01,False,H,ILOC,D,International Location,Historical,1.6
00KM20,D,ILOC,higher,international,Mozaïek Enschede SO,Meeuwenstraat 4.0 ,7523XV,ENSCHEDE,Overijssel,2008-01-01,2013-08-01,False,H,ILOC,D,International Location,Historical,5.6
00KM20,D,ILOC,higher,international,Mozaïek Enschede SO,Mekkelholtspad 4.0 ,7523DC,ENSCHEDE,Overijssel,2008-01-01,2013-08-01,False,H,ILOC,D,International Location,Historical,5.6
00KM24,D,ILOC,higher,international,De Bouwsteen,Catharina van Renneslaan 8.0 ,7604KV,ALMELO,Overijssel,2008-05-01,2013-08-01,False,H,ILOC,D,International Location,Historical,5.3
00KM24,D,ILOC,higher,international,De Bouwsteen,Cesar Franckstraat 1.0 B,7604JE,ALMELO,Overijssel,2008-05-01,2013-08-01,False,H,ILOC,D,International Location,Historical,5.3
00KM24,D,ILOC,higher,international,De Bouwsteen,Anna Reynvaanweg 50.0 ,7555SG,HENGELO OV,Overijssel,2008-05-01,2013-08-01,False,H,ILOC,D,International Location,Historical,5.3
00KM25,D,ILOC,higher,international,"Het Mozaïek VSO, Enschede",Madoerastraat 4.0 ,7512DL,ENSCHEDE,Overijssel,2009-08-01,2013-08-01,False,H,ILOC,D,International Location,Historical,4.0
00KM25,D,ILOC,higher,international,Het Mozaïek VSO,Madoerastraat 4.0 ,7512DL,ENSCHEDE,Overijssel,2009-08-01,2013-08-01,False,H,ILOC,D,International Location,Historical,4.0
00KM25,D,ILOC,higher,international,"Het Mozaïek VSO, Enschede",Mr. Troelstrastraat 9.0 ,7522BD,ENSCHEDE,Overijssel,2009-08-01,2013-08-01,False,H,ILOC,D,International Location,Historical,4.0
00KM26,D,ILOC,higher,international,Het Mozaïek SO en VSO Hengelo,Weusthagstraat 3.0 ,7556ZA,HENGELO OV,Overijssel,2009-08-01,2013-08-01,False,H,ILOC,D,International Location,Historical,4.0
00KM26,D,ILOC,higher,international,Het Mozaïek SO Hengelo,Weusthagstraat 3.0 ,7556ZA,HENGELO OV,Overijssel,2009-08-01,2013-08-01,False,H,ILOC,D,International Location,Historical,4.0
00KM27,D,ILOC,higher,international,"Het Mozaïek SO, Enschede",Meeuwenstraat 4.0 ,7523XV,ENSCHEDE,Overijssel,2009-08-01,2010-08-01,False,H,ILOC,D,International Location,Historical,1.0
00KM28,D,ILOC,higher,international,Onder de Kap SO en VSO,Krabbenbosweg 91.0 ,7555ED,HENGELO OV,Overijssel,2009-08-01,2013-08-01,False,H,ILOC,D,International Location,Historical,4.0
00KM28,D,ILOC,higher,international,Vso Onder de Kap,Krabbenbosweg 91.0 ,7555ED,HENGELO OV,Overijssel,2009-08-01,2013-08-01,False,H,ILOC,D,International Location,Historical,4.0
00KM28,D,ILOC,higher,international,Vso Onder de Kap/Perspectief,Sportlaan Driene 8.0 - 10,7552HA,HENGELO OV,Overijssel,2009-08-01,2013-08-01,False,H,ILOC,D,International Location,Historical,4.0
00KM28,D,ILOC,higher,international,Vso Onder de Kap/Perspectief,Krabbenbosweg 91.0 ,7555ED,HENGELO OV,Overijssel,2009-08-01,2013-08-01,False,H,ILOC,D,International Location,Historical,4.0
00KM28,D,ILOC,higher,international,Vso Onder de Kap/Perspectief,Sportlaan Driene 10.0 ,7552HA,HENGELO OV,Overijssel,2009-08-01,2013-08-01,False,H,ILOC,D,International Location,Historical,4.0
00KM29,D,ILOC,higher,international,So Onder de Kap,Krabbenbosweg 91.0 ,7555ED,HENGELO OV,Overijssel,2009-08-01,2012-01-01,False,H,ILOC,D,International Location,Historical,2.4
00KM30,D,ILOC,higher,international,Panta Rhei College,Madoerastraat 4.0 ,7512DL,ENSCHEDE,Overijssel,2010-08-01,2013-08-01,False,H,ILOC,D,International Location,Historical,3.0
00KM31,D,ILOC,higher,international,Scholengroep Twente Speciaal Specialisten in Onderwijs,Sportlaan Driene 8.0 - 10,7552HA,HENGELO OV,Overijssel,2010-08-01,2013-08-01,False,H,ILOC,D,International Location,Historical,3.0
00KM31,D,ILOC,higher,international,"Het Mozaïek, vso Hengelo",Sportlaan Driene 8.0 - 10,7552HA,HENGELO OV,Overijssel,2010-08-01,2013-08-01,False,H,ILOC,D,International Location,Historical,3.0
00KM31,D,ILOC,higher,international,"Het Mozaïek, vso Hengelo",Sportlaan Driene 8.0 ,7552HA,HENGELO OV,Overijssel,2010-08-01,2013-08-01,False,H,ILOC,D,International Location,Historical,3.0
00KO,U,HBOS,higher,main,Hanzehogeschool Groningen,Paddepoelsterweg 15.0 ,9747AH,GRONINGEN,Groningen,1983-03-01,1997-09-01,False,H,HBOS,U,University of Applied Sciences,Historical,14.5
00KO00,D,LOC,higher,locations,Hanzehogeschool Groningen,Paddepoelsterweg 15.0 ,9747AH,GRONINGEN,Groningen,1983-03-01,1997-09-01,False,H,LOC,D,Higher Education Location,Historical,14.5
00KP,U,HBOS,higher,main,HEAO Limburg,Postbus 5268.0 ,6130PG,SITTARD,Limburg,1983-03-01,1997-09-01,False,H,HBOS,U,University of Applied Sciences,Historical,14.5
00KP00,D,LOC,higher,locations,HEAO Limburg Maastricht,Havikstraat 5.0 ,6135ED,SITTARD,Limburg,1983-03-01,1997-09-01,False,H,LOC,D,Higher Education Location,Historical,14.5
00KS00,D,LOC,higher,locations,Katholiek Scholengemeenschap De Rooie Pannen voor MBO LBO BBO MAVO,Dr. Ahausstraat 1.0 ,5042EK,TILBURG,Noord-Brabant,1900-01-01,1998-01-01,False,H,LOC,D,Higher Education Location,Historical,98.0
00KS01,D,LOC,higher,locations,Lokatie DR AHAUSSTR,Dr. Ahausstraat 1.0 ,5042EK,TILBURG,Noord-Brabant,1996-08-01,1998-01-01,False,H,LOC,D,Higher Education Location,Historical,1.4
00KS02,D,LOC,higher,locations,Lokatie WATERLOOSTR,Waterloostraat 27.0 ,4826LW,BREDA,Noord-Brabant,1996-08-01,1998-01-01,False,H,LOC,D,Higher Education Location,Historical,1.4
00KS03,D,LOC,higher,locations,Lokatie MEIERYLN,Meierijlaan 47.0 ,5628BC,EINDHOVEN,Noord-Brabant,1996-08-01,1998-01-01,False,H,LOC,D,Higher Education Location,Historical,1.4
00KX01,D,ILOC,higher,international,KDC 't Brombemke,Schaapsweg 38.0 ,6077CG,SINT ODILIENBERG,Limburg,1900-01-01,2009-01-01,False,H,ILOC,D,International Location,Historical,109.0
00KX02,D,ILOC,higher,international,Herman Broerenschool,Keulsebaan 508.0 ,6045GL,ROERMOND,Limburg,2011-08-01,2012-01-01,False,H,ILOC,D,International Location,Historical,0.4
00KZ01,D,ILOC,higher,international,"SBO het Zilverlicht, locatie Kaatsheuvel",Ringvaert 18.0 ,5171MX,KAATSHEUVEL,Noord-Brabant,2012-08-01,2014-11-01,False,H,ILOC,D,International Location,Historical,2.3
00LB,U,HBOS,higher,main,Heao,Hoflaan 113.0 ,3062JE,ROTTERDAM,Zuid-Holland,1965-12-03,2002-01-01,False,H,HBOS,U,University of Applied Sciences,Historical,36.1
00LB,U,HBOS,higher,main,Hogeschool voor Economische Studies Rotterdam,Hoflaan 113.0 ,3062JE,ROTTERDAM,Zuid-Holland,1965-12-03,2002-01-01,False,H,HBOS,U,University of Applied Sciences,Historical,36.1
00LB00,D,LOC,higher,locations,Heao,Hoflaan 113.0 ,3062JE,ROTTERDAM,Zuid-Holland,1965-12-03,2002-01-01,False,H,LOC,D,Higher Education Location,Historical,36.1
00LB00,D,LOC,higher,locations,Hogeschool voor Economische Studies Rotterdam,Hoflaan 113.0 ,3062JE,ROTTERDAM,Zuid-Holland,1965-12-03,2002-01-01,False,H,LOC,D,Higher Education Location,Historical,36.1
00LB01,D,LOC,higher,locations,Dependance Hoge Economische School Rotterdam,Hoflaan 113.0 ,3062JE,ROTTERDAM,Zuid-Holland,1965-12-03,2002-01-01,False,H,LOC,D,Higher Education Location,Historical,36.1
00LD02,D,ILOC,higher,international,School Lyndensteyn dependance,Hoofdstraat 3.0 ,9244CL,BEETSTERZWAAG,Friesland,1900-01-01,2006-09-01,False,H,ILOC,D,International Location,Historical,106.7
00LD03,D,ILOC,higher,international,School Lyndensteyn VSO-lg-mg-lzk,Hoofdstraat 1.0 ,9244CL,BEETSTERZWAAG,Friesland,1900-01-01,2012-01-01,False,H,ILOC,D,International Location,Historical,112.0
00LH01,D,ILOC,higher,international,Dependance Prins Willem Alexanderschool,Lange Kruisweg 9.0 ,5503RA,VELDHOVEN,Noord-Brabant,1900-01-01,2011-01-01,False,H,ILOC,D,International Location,Historical,111.0
00LJ03,D,ILOC,higher,international,Chr. College Schaersvoorde,Ludgerstraat 75.0 ,7121EH,AALTEN,Gelderland,1900-01-01,2013-08-01,False,H,ILOC,D,International Location,Historical,113.6
00LJ03,D,ILOC,higher,international,Chr. College Schaersvoorde,Landbouwstraat 1.0 ,7122VM,AALTEN,Gelderland,1900-01-01,2013-08-01,False,H,ILOC,D,International Location,Historical,113.6
00LJ03,D,ILOC,higher,international,Christelijk College Schaersvoorde,Landbouwstraat 1.0 ,7122VM,AALTEN,Gelderland,1900-01-01,2013-08-01,False,H,ILOC,D,International Location,Historical,113.6
00LJ04,D,ILOC,higher,international,Chr. Collge Schaersvoorde,Oranjelaan 7.0 ,7121CA,AALTEN,Gelderland,1900-01-01,2009-03-04,False,H,ILOC,D,International Location,Historical,109.2
00LQ00,D,LOC,higher,locations,Vakopleiding Meubileringsbedrijf,Johan de Wittlaan 11.0 ,3445AG,WOERDEN,Utrecht,1900-01-01,2003-08-01,False,H,LOC,D,Higher Education Location,Historical,103.6
00MB00,D,LOC,higher,locations,Instituut Vakopleiding Tandtechniek,Brinkwal 7.0 ,3432GA,NIEUWEGEIN,Utrecht,1900-01-01,2003-08-01,False,H,LOC,D,Higher Education Location,Historical,103.6
00MB00,D,LOC,higher,locations,Instituut Vakopleiding Tandtechniek,Brinkwal 3.0 ,3432GA,NIEUWEGEIN,Utrecht,1900-01-01,2003-08-01,False,H,LOC,D,Higher Education Location,Historical,103.6
