NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,NAAM_VOLLEDIG,full_address,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,location_status,facility_type,years_of_operation,decade_opened,decade_closed,operation_period,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,latitude,longitude
20BC03,D,ILOC,Centrale directie Oranje Nassau College,Engelandlaan 238.0 ,2711DX,ZOETERMEER,Zuid-Holland,Closed,International Location,35.8,1970s,2010s,1974-08-01 to 2010-05-18,1974-08-01,2010-05-18,,
20BC03,D,ILOC,Algemene directie Oranje Nassau College,Bredewater 4.0 ,2715CA,ZOETERMEER,Zuid-Holland,Closed,International Location,35.8,1970s,2010s,1974-08-01 to 2010-05-18,1974-08-01,2010-05-18,,
06SV04,D,ILOC,"SO/VSO Interne sch. bij De Dreei, othoped.beh.centrum licht verst. gehandicapten",Voltastraat 4.0 a,7903AB,HOOGEVEEN,Drenthe,Closed,International Location,36.0,1970s,2010s,1974-08-01 to 2010-08-01,1974-08-01,2010-08-01,,
18TR08,D,ILOC,Centrale directie OSG Oost-IJsselmonde,Reijerweg 249.0 ,2983AS,RIDDERKERK,Zuid-Holland,Closed,International Location,37.0,1970s,2010s,1974-08-01 to 2011-08-01,1974-08-01,2011-08-01,,
18TR08,D,ILOC,Centrale directie OSG Oost-IJsselmonde,Hakwei 2.0 ,2992ZB,BARENDRECHT,Zuid-Holland,Closed,International Location,37.0,1970s,2010s,1974-08-01 to 2011-08-01,1974-08-01,2011-08-01,,
20FR10,D,ILOC,"PENTA college CSG, Algemene directie",J.A. Heijwegenlaan 4.0 ,3201KH,SPIJKENISSE,Zuid-Holland,Closed,International Location,41.0,1970s,2010s,1974-08-01 to 2015-08-01,1974-08-01,2015-08-01,,
05YX04,D,ILOC,"Parkschool, JJI-locatie Kompas College, Kralingen",Kralingse Plaslaan 108.0 ,3061DG,ROTTERDAM,Zuid-Holland,Closed,International Location,28.8,1970s,2000s,1974-03-01 to 2003-01-01,1974-03-01,2003-01-01,,
05YX08,D,ILOC,Parkschool,S.M. Hugo van Gijnweg 10.0 ,3317JM,DORDRECHT,Zuid-Holland,Closed,International Location,32.4,1970s,2000s,1974-03-01 to 2006-08-01,1974-03-01,2006-08-01,,
05YX05,D,ILOC,"Parkschool, locatie Zuid",Raadhuisstraat 40.0 a,2406AG,ALPHEN AAN DEN RIJN,Zuid-Holland,Closed,International Location,36.8,1970s,2010s,1974-03-01 to 2011-01-01,1974-03-01,2011-01-01,,
05YX06,D,ILOC,"Parkschool, locatie Noord",Verlengde Marnixstraat 8.0 a,2406VV,ALPHEN AAN DEN RIJN,Zuid-Holland,Closed,International Location,36.8,1970s,2010s,1974-03-01 to 2011-01-01,1974-03-01,2011-01-01,,
05YX07,D,ILOC,"Parkschool, afdeling VSO",Ds. Meijerlaan 14.0 ,2406JD,ALPHEN AAN DEN RIJN,Zuid-Holland,Closed,International Location,36.8,1970s,2010s,1974-03-01 to 2011-01-01,1974-03-01,2011-01-01,,
05YX09,D,ILOC,"Parkschool, locatie Zwammerdam",Spoorlaan 19.0 ,2471PB,ZWAMMERDAM,Zuid-Holland,Closed,International Location,39.4,1970s,2010s,1974-03-01 to 2013-08-01,1974-03-01,2013-08-01,,
00VV02,D,ILOC,Afdeling Jeugd UMC Utrecht,Heidelberglaan 100.0 ,3584CX,UTRECHT,Utrecht,Closed,International Location,37.0,1970s,2010s,1974-01-01 to 2011-01-01,1974-01-01,2011-01-01,,
00VV04,D,ILOC,Rintveld Altrecht GGZ,Oude Arnhemseweg 260.0 ,3705BK,ZEIST,Utrecht,Closed,International Location,37.0,1970s,2010s,1974-01-01 to 2011-01-01,1974-01-01,2011-01-01,,
00VV03,D,ILOC,Afdeling Kinderen Vosseveld,Birkstraat 84.0 ,3768HJ,SOEST,Utrecht,Closed,International Location,37.6,1970s,2010s,1974-01-01 to 2011-08-01,1974-01-01,2011-08-01,,
00XA04,D,ILOC,"Trinitas College, locatie Don Bosco",Bickerstraat 31.0 ,1701ED,HEERHUGOWAARD,Noord-Holland,Closed,International Location,32.6,1970s,2000s,1973-08-01 to 2006-03-02,1973-08-01,2006-03-02,,
00XA03,D,ILOC,"Trinitas College, r.k. sg. voor gymnasium, atheneum, havo, vmbo, lwoo",W.M. Dudokweg 1.0 ,1703DA,HEERHUGOWAARD,Noord-Holland,Closed,International Location,40.0,1970s,2010s,1973-08-01 to 2013-08-01,1973-08-01,2013-08-01,,
00XA03,D,ILOC,"Trinitas College, r.k. sg. voor gymnasium, atheneum, havo, vmbo, lwoo",Beukenlaan 1.0 ,1701DA,HEERHUGOWAARD,Noord-Holland,Closed,International Location,40.0,1970s,2010s,1973-08-01 to 2013-08-01,1973-08-01,2013-08-01,,
20AH01,D,ILOC,De Zonnehof SO(zmlk),De Brink 2.0 ,8101DA,RAALTE,Overijssel,Closed,International Location,30.6,1970s,2000s,1972-12-14 to 2003-08-01,1972-12-14,2003-08-01,,
20AH02,D,ILOC,De Zonnehof SO (zmlk),Kemphaan 25.0 ,8103GP,RAALTE,Overijssel,Closed,International Location,30.6,1970s,2000s,1972-12-14 to 2003-08-01,1972-12-14,2003-08-01,,
00SL01,D,ILOC,Mozarthof,Mozartlaan 31.0 ,1217CM,HILVERSUM,Noord-Holland,Closed,International Location,39.0,1970s,2010s,1972-01-01 to 2011-01-01,1972-01-01,2011-01-01,,
20LC03,D,ILOC,"SBO-school De Tandem, kleuterafdeling",Aldetiendstraat 22.0 ,5402ZC,UDEN,Noord-Brabant,Closed,International Location,32.3,1970s,2000s,1971-09-01 to 2004-01-01,1971-09-01,2004-01-01,,
20EY08,D,ILOC,Bertrand Russell College,Erasmusstraat 28.0 ,1561KD,KROMMENIE,Noord-Holland,Closed,International Location,30.0,1970s,2000s,1971-08-01 to 2001-08-01,1971-08-01,2001-08-01,,
00PJ01,D,ILOC,Erasmus College,Van Doornenplantsoen 21.0 ,2722ZA,ZOETERMEER,Zuid-Holland,Closed,International Location,29.4,1970s,2000s,1971-03-23 to 2000-07-31,1971-03-23,2000-07-31,,
00RS01,D,ILOC,G.N. Gerritsmaschool VSO (Leerweg Zorg),Schuttersveld 60.0 ,9201HB,DRACHTEN,Friesland,Closed,International Location,39.6,1970s,2010s,1971-01-01 to 2010-08-01,1971-01-01,2010-08-01,,
19VD01,D,ILOC,"De Twijn, locatie Willem Barentszstraat (sovso-zml)",Willem Barentszstraat 72.0 ,8023WS,ZWOLLE,Overijssel,Closed,International Location,40.3,1970s,2010s,1970-09-01 to 2011-01-01,1970-09-01,2011-01-01,,
19VD02,D,ILOC,locatie Hyacinthstraat (onderbouw),Hyacinthstraat 59.0 ,8013XX,ZWOLLE,Overijssel,Closed,International Location,40.3,1970s,2010s,1970-09-01 to 2011-01-01,1970-09-01,2011-01-01,,
19VD02,D,ILOC,locatie Hyacinthstraat (onderbouw),Hyacinthstraat 66.0 a,8013XZ,ZWOLLE,Overijssel,Closed,International Location,40.3,1970s,2010s,1970-09-01 to 2011-01-01,1970-09-01,2011-01-01,,
00PG07,D,ILOC,Centrale directie RSG Het Wartburg College,Smeetslandseweg 127.0 ,3079CR,ROTTERDAM,Zuid-Holland,Closed,International Location,37.4,1970s,2000s,1970-08-01 to 2008-01-01,1970-08-01,2008-01-01,,
19WF01,D,ILOC,Erasmusschool SO-zmok,Schouwstraat 6.0 ,9745BS,GRONINGEN,Groningen,Closed,International Location,38.4,1970s,2000s,1970-08-01 to 2009-01-01,1970-08-01,2009-01-01,,
00PG06,D,ILOC,RSG Het Wartburg College,Vorrinklaan 7.0 ,3317KZ,DORDRECHT,Zuid-Holland,Closed,International Location,41.9,1970s,2010s,1970-08-01 to 2012-07-01,1970-08-01,2012-07-01,,
00RL08,D,ILOC,De Duinrand,Prof. Winklerlaan 2.0 ,1901KS,CASTRICUM,Noord-Holland,Closed,International Location,41.6,1970s,2010s,1970-05-25 to 2012-01-01,1970-05-25,2012-01-01,,
00RL09,D,ILOC,De Molenweid,Albert Schweitzerlaan 2.0 ,1902EE,CASTRICUM,Noord-Holland,Closed,International Location,41.6,1970s,2010s,1970-05-25 to 2012-01-01,1970-05-25,2012-01-01,,
00RL09,D,ILOC,De Molenweid,Oosterzijweg 8.0 ,1906AX,LIMMEN,Noord-Holland,Closed,International Location,41.6,1970s,2010s,1970-05-25 to 2012-01-01,1970-05-25,2012-01-01,,
02KM04,D,ILOC,LJC2 Grafimedia,Terschellingpad 2.0 ,2036KH,HAARLEM,Noord-Holland,Closed,International Location,37.0,1970s,2000s,1970-01-01 to 2007-01-01,1970-01-01,2007-01-01,,
20BG01,D,ILOC,W.A. van Lieflandschool VSO-zml,Prinses Irenestraat 5.0 ,9401HH,ASSEN,Drenthe,Closed,International Location,41.0,1970s,2010s,1970-01-01 to 2011-01-01,1970-01-01,2011-01-01,,
20BG01,D,ILOC,W.A. van Lieflandschool VSO-zml,Witterhoofdweg 1.0 G,9405HX,ASSEN,Drenthe,Closed,International Location,41.0,1970s,2010s,1970-01-01 to 2011-01-01,1970-01-01,2011-01-01,,
20BG02,D,ILOC,"Groep Eekwal, terrein Hendrik van Boeijen",Burg Bothenius Lohmanweg 8.0 ,9404LB,ASSEN,Drenthe,Closed,International Location,41.0,1970s,2010s,1970-01-01 to 2011-01-01,1970-01-01,2011-01-01,,
20BG03,D,ILOC,Combigroep,Smetanalaan 536.0 ,9402XW,ASSEN,Drenthe,Closed,International Location,41.0,1970s,2010s,1970-01-01 to 2011-01-01,1970-01-01,2011-01-01,,
20BG03,D,ILOC,Combigroep,Delft 77.0 ,9406GD,ASSEN,Drenthe,Closed,International Location,41.0,1970s,2010s,1970-01-01 to 2011-01-01,1970-01-01,2011-01-01,,
19SO04,D,ILOC,W.A. van Lieflandschool - dependance Lorentzstraat 10,Lorentzstraat 11.0 ,9727HW,GRONINGEN,Groningen,Closed,International Location,33.6,1960s,2000s,1969-08-01 to 2003-03-01,1969-08-01,2003-03-01,,
19SO09,D,ILOC,W.A. van Lieflandschool dep. Jacobijnestraat,Jacobijnerstraat 10.0 ,9712HZ,GRONINGEN,Groningen,Closed,International Location,34.0,1960s,2000s,1969-08-01 to 2003-08-01,1969-08-01,2003-08-01,,
19SO10,D,ILOC,W.A. van Lieflandschool - dep. Rode Kruislaan,Rode Kruislaan 78.0 ,9728CX,GRONINGEN,Groningen,Closed,International Location,34.0,1960s,2000s,1969-08-01 to 2003-08-01,1969-08-01,2003-08-01,,
19SO06,D,ILOC,W.A.Van Lieflandschool (KDC de kleine Beer),Goeman Borgesiuslaan 373.0 ,9722VH,GRONINGEN,Groningen,Closed,International Location,35.0,1960s,2000s,1969-08-01 to 2004-08-01,1969-08-01,2004-08-01,,
19SO07,D,ILOC,W.A.Van Lieflandschool (KDC ilmarinen),Kornalijnlaan 1.0 ,9743JK,GRONINGEN,Groningen,Closed,International Location,35.0,1960s,2000s,1969-08-01 to 2004-08-01,1969-08-01,2004-08-01,,
19SO01,D,ILOC,SO bovenbouw en VSO onderbouw,Paterswoldseweg 131.0 ,9727BE,GRONINGEN,Groningen,Closed,International Location,43.0,1960s,2010s,1969-08-01 to 2012-08-01,1969-08-01,2012-08-01,,
19SO02,D,ILOC,Zeer Jeugdigen (4 tot 8 jaar),Canadalaan 8.0 ,9728EE,GRONINGEN,Groningen,Closed,International Location,43.0,1960s,2010s,1969-08-01 to 2012-08-01,1969-08-01,2012-08-01,,
19SO03,D,ILOC,SO onderbouw,Canadalaan 10.0 ,9728EE,GRONINGEN,Groningen,Closed,International Location,43.0,1960s,2010s,1969-08-01 to 2012-08-01,1969-08-01,2012-08-01,,
19SO05,D,ILOC,basisschoolgroep in bs De Starter,Parkweg 128.0 ,9727HD,GRONINGEN,Groningen,Closed,International Location,43.0,1960s,2010s,1969-08-01 to 2012-08-01,1969-08-01,2012-08-01,,
19SO08,D,ILOC,W.A. v. Lieflandschool VSO-praktijk,Zonnelaan 4.0 ,9742BL,GRONINGEN,Groningen,Closed,International Location,43.0,1960s,2010s,1969-08-01 to 2012-08-01,1969-08-01,2012-08-01,,
29PA00,D,ILOC,basisschool De Leidse Hout,Adriaan Pauwstraat 1.0 ,2334CG,LEIDEN,Zuid-Holland,Closed,International Location,32.5,1960s,2000s,1969-02-11 to 2001-08-01,1969-02-11,2001-08-01,,
15HX06,D,ILOC,TVO Alexander College,Tattistraat 13.0 ,3066CE,ROTTERDAM,Zuid-Holland,Closed,International Location,32.7,1960s,2000s,1969-01-01 to 2001-08-28,1969-01-01,2001-08-28,,
18YA01,D,ILOC,Kobald de Brouwerschool,Derkinderenstraat 120.0 ,1061VX,AMSTERDAM,Noord-Holland,Closed,International Location,36.0,1960s,2000s,1969-01-01 to 2005-01-01,1969-01-01,2005-01-01,,
21GN01,D,ILOC,"De Rietlanden, afdeling VSO",Pieter Langendijksingel 1.0 ,5216JZ,'S-HERTOGENBOSCH,Noord-Brabant,Closed,International Location,42.0,1960s,2010s,1969-01-01 to 2011-01-01,1969-01-01,2011-01-01,,
17WH,U,VAK,Svo Opleiding Voor De Vleessector,Pompelaan 8.0 ,3572LR,UTRECHT,Utrecht,Active,Vocational School,56.1,1960s,,1969-01-01 to Present,1969-01-01,,,
17WH,U,VAK,SVO Opleiding voor de Vleessector,Kroonslag 2.0 ,3991TW,HOUTEN,Utrecht,Active,Vocational School,56.1,1960s,,1969-01-01 to Present,1969-01-01,,,
17WH,U,VAK,SVO Vakopleiding Food,Sleepboot 2.0 ,3991CN,HOUTEN,Utrecht,Active,Vocational School,56.1,1960s,,1969-01-01 to Present,1969-01-01,,,
02RI01,D,ILOC,"Sint Maarten, SBO locatie Adriaan v. Bergenstr",Adriaan van Bergenstraat 428.0 ,4811SZ,BREDA,Noord-Brabant,Closed,International Location,32.0,1960s,2000s,1968-08-01 to 2000-08-01,1968-08-01,2000-08-01,,
20MJ08,D,ILOC,JWC Grafisch & Creatief,Nieuwe Duinweg 6.0 ,2587AC,'S-GRAVENHAGE,Zuid-Holland,Closed,International Location,32.2,1960s,2000s,1968-08-01 to 2000-10-02,1968-08-01,2000-10-02,,
20LO05,D,ILOC,Dr. Nassau College loc. Omnia,Beilerstraat 30.0 ,9401PL,ASSEN,Drenthe,Closed,International Location,35.0,1960s,2000s,1968-08-01 to 2003-08-01,1968-08-01,2003-08-01,,
20LO06,D,ILOC,Dr. Nassau College loc. Spectrum,Overcingellaan 1.0 ,9401LA,ASSEN,Drenthe,Closed,International Location,35.0,1960s,2000s,1968-08-01 to 2003-08-01,1968-08-01,2003-08-01,,
20MJ10,D,ILOC,Sgm Johan De Witt College,Hooftskade 127.0 -129,2526KB,'S-GRAVENHAGE,Zuid-Holland,Closed,International Location,35.0,1960s,2000s,1968-08-01 to 2003-08-01,1968-08-01,2003-08-01,,
14PS05,D,ILOC,BC Broekhin Zorgcentrum,Lief-Vrouweveld 1.0 ,6045AM,ROERMOND,Limburg,Closed,International Location,35.6,1960s,2000s,1968-08-01 to 2004-02-25,1968-08-01,2004-02-25,,
20MM08,D,ILOC,Scholengroep Den Haag Zuid-West,Leyweg 1479.0 ,2548AE,'S-GRAVENHAGE,Zuid-Holland,Closed,International Location,36.4,1960s,2000s,1968-08-01 to 2004-12-22,1968-08-01,2004-12-22,,
20IB04,D,ILOC,Centrale Directie OMO Scholengemeenschap Het Plein,Damocleslaan 3.0 ,5631KC,EINDHOVEN,Noord-Brabant,Closed,International Location,39.1,1960s,2000s,1968-08-01 to 2007-09-04,1968-08-01,2007-09-04,,
20MJ07,D,ILOC,Onderwijs Service Punt JWC,Nieuwe Duinweg 12.0 ,2587AC,'S-GRAVENHAGE,Zuid-Holland,Closed,International Location,39.4,1960s,2000s,1968-08-01 to 2008-01-01,1968-08-01,2008-01-01,,
20MJ09,D,ILOC,City+ College,Glasblazerslaan 25.0 ,2512XW,'S-GRAVENHAGE,Zuid-Holland,Closed,International Location,40.1,1960s,2000s,1968-08-01 to 2008-09-01,1968-08-01,2008-09-01,,
19EW02,D,ILOC,Brugklaslocatie,Annie MG Schmidtpad 1.0 ,4103NP,CULEMBORG,Gelderland,Closed,International Location,45.0,1960s,2010s,1968-08-01 to 2013-08-01,1968-08-01,2013-08-01,,
14PS04,D,ILOC,OPDC (KEC De Donderberg),Kasteel Hillenraedtstr 36.0 ,6043HK,ROERMOND,Limburg,Active,International Location,56.5,1960s,,1968-08-01 to Present,1968-08-01,,,
19TZ02,D,ILOC,De Meentschool SO-zml,P.C. Hooftlaan 99.0 ,9673GV,WINSCHOTEN,Groningen,Closed,International Location,38.2,1960s,2000s,1968-02-01 to 2006-04-01,1968-02-01,2006-04-01,,
18IS02,D,ILOC,Dr. A.v.Voorthuijsenschool,Floris van Adrichemlaan 102.0 ,2035VD,HAARLEM,Noord-Holland,Closed,International Location,35.0,1960s,2000s,1967-08-01 to 2002-08-01,1967-08-01,2002-08-01,,
18EC02,D,ILOC,Prof.dr.Gunningschool (VSO),Korte Verspronckweg 7.0 -9,2023BS,HAARLEM,Noord-Holland,Closed,International Location,43.4,1960s,2010s,1967-08-01 to 2011-01-01,1967-08-01,2011-01-01,,
00KM07,D,ILOC,Café-rest.'t Tuindorp,Tuindorpstraat 132.0 ,7555CS,HENGELO OV,Overijssel,Closed,International Location,42.7,1960s,2010s,1967-05-01 to 2010-01-01,1967-05-01,2010-01-01,,
00KM08,D,ILOC,De Bakkerij leerwerkproject,Industriestraat 17.0 ,7553CK,HENGELO OV,Overijssel,Closed,International Location,42.7,1960s,2010s,1967-05-01 to 2010-01-01,1967-05-01,2010-01-01,,
00KM09,D,ILOC,De Werkplaats leerwerkproject (motortechniek),Berfloweg 42.0 a,7553JR,HENGELO OV,Overijssel,Closed,International Location,42.7,1960s,2010s,1967-05-01 to 2010-01-01,1967-05-01,2010-01-01,,
00KM13,D,ILOC,Food & Care,Esrein 27.0 ,7553CX,HENGELO OV,Overijssel,Closed,International Location,42.7,1960s,2010s,1967-05-01 to 2010-01-01,1967-05-01,2010-01-01,,
00KM14,D,ILOC,Autoclean,Onyxstraat 6.0 ,7554TP,HENGELO OV,Overijssel,Closed,International Location,42.7,1960s,2010s,1967-05-01 to 2010-01-01,1967-05-01,2010-01-01,,
00KM15,D,ILOC,De Scheve Schaats,Westerval 25.0 ,7545MZ,ENSCHEDE,Overijssel,Closed,International Location,42.7,1960s,2010s,1967-05-01 to 2010-01-01,1967-05-01,2010-01-01,,
00KM06,D,ILOC,Leerwerkproject De Kapstok,Deldenerstraat 59.0 ,7551AC,HENGELO OV,Overijssel,Closed,International Location,45.3,1960s,2010s,1967-05-01 to 2012-08-01,1967-05-01,2012-08-01,,
00KM02,D,ILOC,De Zevensprong SO(iobk),Coornhertstraat 3.0 ,7552MT,HENGELO OV,Overijssel,Closed,International Location,46.3,1960s,2010s,1967-05-01 to 2013-08-01,1967-05-01,2013-08-01,,
00KM05,D,ILOC,'t Kapje afdeling so,Weustinkstraat 23.0 ,7555GC,HENGELO OV,Overijssel,Closed,International Location,46.3,1960s,2010s,1967-05-01 to 2013-08-01,1967-05-01,2013-08-01,,
00KM11,D,ILOC,'t Sloepje (iobk),Het Bijvank 250.0 ,7544DB,ENSCHEDE,Overijssel,Closed,International Location,46.3,1960s,2010s,1967-05-01 to 2013-08-01,1967-05-01,2013-08-01,,
00KM12,D,ILOC,Tesinkweide,Landsteinerlaan 59.0 ,7548AL,ENSCHEDE,Overijssel,Closed,International Location,46.3,1960s,2010s,1967-05-01 to 2013-08-01,1967-05-01,2013-08-01,,
00DI05,D,ILOC,rsg De Borgen locactie Interborg (ISK),De Schelp 33.0 ,9351NV,LEEK,Groningen,Closed,International Location,39.0,1960s,2000s,1966-08-01 to 2005-08-01,1966-08-01,2005-08-01,,
20JX08,D,ILOC,"OMO Scholengroep Helmond Centrale Directie, adres Keizerin Marialaan 4",Keizerin Marialaan 4.0 ,5702NR,HELMOND,Noord-Brabant,Closed,International Location,42.0,1960s,2000s,1966-01-01 to 2007-12-22,1966-01-01,2007-12-22,,
02YR03,D,ILOC,Prof. W.J. Bladergroenschool,Metaallaan 255.0 ,9743BV,GRONINGEN,Groningen,Closed,International Location,38.9,1960s,2000s,1965-09-01 to 2004-08-01,1965-09-01,2004-08-01,,
02YR01,D,ILOC,Prof.W.J.Bladergroenschool,Cantersveen 4.0 ,9753KK,HAREN GN,Groningen,Closed,International Location,48.9,1960s,2010s,1965-09-01 to 2014-08-01,1965-09-01,2014-08-01,,
02YR02,D,ILOC,Prof. W.J.Bladergroenschool,Sont 18.0 ,9642BX,VEENDAM,Groningen,Closed,International Location,48.9,1960s,2010s,1965-09-01 to 2014-08-01,1965-09-01,2014-08-01,,
19VO02,D,ILOC,Mytylschool Prins Johan Friso lg afd.mg,Boermarkeweg 68.0 ,7824AA,EMMEN,Drenthe,Closed,International Location,47.0,1960s,2010s,1965-08-01 to 2012-08-01,1965-08-01,2012-08-01,,
19EE01,D,ILOC,RSG de Meander,Burg Cambier v Nootenln 1.0 ,4001DP,TIEL,Gelderland,Closed,International Location,36.2,1960s,2000s,1965-06-01 to 2001-08-01,1965-06-01,2001-08-01,,
02FC05,D,ILOC,"Ulenhof College Chr. Scholengemeenschap voor vwo, havo en vmbo",Mackaylaan 41.0 ,7003AS,DOETINCHEM,Gelderland,Closed,International Location,48.2,1960s,2010s,1965-05-16 to 2013-08-01,1965-05-16,2013-08-01,,
02FC06,D,ILOC,"Ulenhofcollege Chr. Scholengemeenschap vwo, havo en vmbo",Nieuwstad 49.0 ,7251AG,VORDEN,Gelderland,Closed,International Location,48.2,1960s,2010s,1965-05-16 to 2013-08-01,1965-05-16,2013-08-01,,
20UB02,D,ILOC,"St.Bernardusschool Arkelstein,sch.v.praktijk ond",Arkelstein 8.0 ,7414EP,DEVENTER,Overijssel,Closed,International Location,36.9,1960s,2000s,1964-09-01 to 2001-08-01,1964-09-01,2001-08-01,,
20UB04,D,ILOC,locatie Albert Cuypstraat (iobk),Albert Cuypstraat 1.0 ,7412TN,DEVENTER,Overijssel,Closed,International Location,36.9,1960s,2000s,1964-09-01 to 2001-08-01,1964-09-01,2001-08-01,,
21GQ03,D,ILOC,Luc Stevensschool,Schoolplein 6.0 ,3581PX,UTRECHT,Utrecht,Closed,International Location,37.4,1960s,2000s,1964-09-01 to 2002-02-06,1964-09-01,2002-02-06,,
21GJ02,D,ILOC,Theresiaschool,Kappeyne vd Coppellostr 28.0 ,2613XP,DELFT,Zuid-Holland,Closed,International Location,37.6,1960s,2000s,1963-01-08 to 2000-08-01,1963-01-08,2000-08-01,,
20CN04,D,ILOC,sg Het Zaanlands locatie Zaanlands-Techniek,Westzijde 213.0 ,1506GD,ZAANDAM,Noord-Holland,Closed,International Location,37.6,1960s,2000s,1963-01-01 to 2000-08-01,1963-01-01,2000-08-01,,
20CN03,D,ILOC,sg Het Zaanlands,Westzijde 211.0 g,1506GD,ZAANDAM,Noord-Holland,Closed,International Location,40.9,1960s,2000s,1963-01-01 to 2003-11-21,1963-01-01,2003-11-21,,
20WD01,D,ILOC,Joh. C. Ammanschool,Herman de Manstraat 1.0 ,1064BX,AMSTERDAM,Noord-Holland,Closed,International Location,43.2,1960s,2000s,1963-01-01 to 2006-03-10,1963-01-01,2006-03-10,,
20WD02,D,ILOC,"Joh.C. Ammanschool, locatie De Kameleon",Hoogheemraadweg 2.0 ,1069VM,AMSTERDAM,Noord-Holland,Closed,International Location,43.2,1960s,2000s,1963-01-01 to 2006-03-10,1963-01-01,2006-03-10,,
02YT03,D,ILOC,Ariane de Ranitz - MG,Blauwe-Vogelweg 11.0 ,3585LK,UTRECHT,Utrecht,Closed,International Location,46.6,1960s,2000s,1963-01-01 to 2009-08-01,1963-01-01,2009-08-01,,
02YT01,D,ILOC,Ariane de Ranitz - locatie De Hoogstraat,Rembrandtkade 10.0 ,3583TM,UTRECHT,Utrecht,Closed,International Location,48.0,1960s,2010s,1963-01-01 to 2011-01-01,1963-01-01,2011-01-01,,
16VM05,D,ILOC,Herle College,Bekkerveld 4.0 ,6417CL,HEERLEN,Limburg,Closed,International Location,41.6,1960s,2000s,1962-01-01 to 2003-08-01,1962-01-01,2003-08-01,,
16VM06,D,ILOC,Herlecollege (leerjaar 1+2),Heldevierlaan 2.0 ,6415SB,HEERLEN,Limburg,Closed,International Location,50.7,1960s,2010s,1962-01-01 to 2012-09-01,1962-01-01,2012-09-01,,
20YY01,D,ILOC,Pieter Hooglandschool,Echtenstein 86.0 a,1103AB,AMSTERDAM,Noord-Holland,Closed,International Location,39.5,1960s,2000s,1961-02-01 to 2000-08-01,1961-02-01,2000-08-01,,
16LH01,D,ILOC,"sbo Het Dok, locatie v. Voorthuysenschool",Tjotterlaan 2.0 ,1503LB,ZAANDAM,Noord-Holland,Closed,International Location,44.6,1960s,2000s,1961-01-01 to 2005-08-01,1961-01-01,2005-08-01,,
01NE01,D,ILOC,Locatie Ede,Zandlaan 25.0 -29,6717LN,EDE,Gelderland,Active,International Location,64.3,1960s,,1960-10-05 to Present,1960-10-05,,,
01NE02,D,ILOC,Locatie Horst,Pastoorsveld 5.0 a,5961DT,HORST,Limburg,Active,International Location,64.3,1960s,,1960-10-05 to Present,1960-10-05,,,
01NE03,D,ILOC,Locatie Oenkerk,Sanjesreed 4.0 ,9062EK,OENTSJERK,Friesland,Active,International Location,64.3,1960s,,1960-10-05 to Present,1960-10-05,,,
01NE04,D,ILOC,Locatie Dronten,Wisentweg 13.0 c,8251PB,DRONTEN,Flevoland,Active,International Location,64.3,1960s,,1960-10-05 to Present,1960-10-05,,,
14WT02,D,ILOC,De Kleine Wingerd,Helper Westsingel 98.0 ,9721BH,GRONINGEN,Groningen,Closed,International Location,51.9,1960s,2010s,1960-09-01 to 2012-08-01,1960-09-01,2012-08-01,,
14WT03,D,ILOC,"De Wingerd, nevenlocatie Vrije School",Merwedestraat 41.0 ,9725KA,GRONINGEN,Groningen,Closed,International Location,51.9,1960s,2010s,1960-09-01 to 2012-08-01,1960-09-01,2012-08-01,,
16OQ,U,ROCV,GKH,Mathenesserdijk 455.0 ,3026GH,ROTTERDAM,Zuid-Holland,Closed,Specialized Regional Center,37.6,1950s,1990s,1959-12-30 to 1997-08-01,1959-12-30,1997-08-01,,
02ME05,D,ILOC,Scholengemeenschap Tabor,Berkhouterweg 5.0 ,1624NS,HOORN NH,Noord-Holland,Closed,International Location,42.8,1950s,2000s,1959-09-01 to 2002-06-28,1959-09-01,2002-06-28,,
17VP04,D,ILOC,"Deelschool De Sprong, afdeling PRO",Burgemeester Roefslaan 13.0 ,5753GX,DEURNE,Noord-Brabant,Closed,International Location,53.9,1950s,2010s,1959-09-01 to 2013-08-01,1959-09-01,2013-08-01,,
02YP02,D,ILOC,De Trappenberg MG,Crailoseweg 116.0 A,1272EX,HUIZEN,Noord-Holland,Closed,International Location,50.3,1950s,2010s,1959-08-27 to 2010-01-01,1959-08-27,2010-01-01,,
20VT03,D,ILOC,"PI-school 'De Piloot', locatie Brongras 9",Brongras 9.0 ,3068PA,ROTTERDAM,Zuid-Holland,Closed,International Location,44.0,1950s,2000s,1959-08-01 to 2003-08-01,1959-08-01,2003-08-01,,
20VT05,D,ILOC,"PI-school 'De Piloot', locatie Ommoord 2",Boezemweg 174.0 ,3031BP,ROTTERDAM,Zuid-Holland,Closed,International Location,44.0,1950s,2000s,1959-08-01 to 2003-08-01,1959-08-01,2003-08-01,,
20VT04,D,ILOC,"PI-school 'De Piloot', loc. Noord, Nw Ommoordseweg",Nieuwe Ommoordseweg 14.0 ,3068BT,ROTTERDAM,Zuid-Holland,Closed,International Location,51.4,1950s,2010s,1959-08-01 to 2011-01-01,1959-08-01,2011-01-01,,
