full_address,latitude,longitude
"Spinozaweg 400 , 3076ET, ROTTERDAM, Zuid-Holland, Netherlands",51.8763709,4.5135236
"Spinozaweg 400 , 3076ET, ROTTERDAM, Zuid-Holland, Netherlands",51.8763709,4.5135236
"Prins Alexanderlaan 41 , 3068PN, ROTTERDAM, Zuid-Holland, Netherlands",51.95216629999999,4.550694099999999
"Prins Alexanderlaan 41 , 3068PN, ROTTERDAM, Zuid-Holland, Netherlands",51.95216629999999,4.550694099999999
"Mathenesserlaan 321 , 3021HL, ROTTERDAM, Zuid-Holland, Netherlands",51.9141832,4.4563592
"Heijplaatstraat 21 , 3089JB, ROTTERDAM, Zuid-Holland, Netherlands",51.89654669999999,4.4204264
"RDM-kade 59 , 3089JR, ROTTERDAM, Zuid-Holland, Netherlands",51.8990903,4.4190817
"Drutenstraat 2 , 3087CC, ROTTERDAM, Zuid-Holland, Netherlands",51.8813739,4.4538897
"Drutenstraat 2 , 3087CC, ROTTERDAM, Zuid-Holland, Netherlands",51.8813739,4.4538897
"Ambachtsweg 17 , 3161GL, RHOON, Zuid-Holland, Netherlands",51.8604443,4.434404499999999
"Ambachtsweg 17 , 3161GL, RHOON, Zuid-Holland, Netherlands",51.8604443,4.434404499999999
"Professor Holwerdalaan 60 -62, 2672LD, NAALDWIJK, Zuid-Holland, Netherlands",51.9869591,4.2027711
"Europa 1 , 2672ZX, NAALDWIJK, Zuid-Holland, Netherlands",51.9933326,4.226564499999999
"Europa 1 , 2672ZX, NAALDWIJK, Zuid-Holland, Netherlands",51.9933326,4.226564499999999
"Van Graftstraat 10 , 3088GL, ROTTERDAM, Zuid-Holland, Netherlands",51.87432279999999,4.4467292
"Pieter de Hoochweg 222 , 3024BJ, ROTTERDAM, Zuid-Holland, Netherlands",51.9061009,4.4602911
"Pieter de Hoochweg 222 , 3024BJ, ROTTERDAM, Zuid-Holland, Netherlands",51.9061009,4.4602911
"Rosestraat 1103 , 3071AL, ROTTERDAM, Zuid-Holland, Netherlands",51.90227789999999,4.5102344
"Rosestraat 1103 , 3071AL, ROTTERDAM, Zuid-Holland, Netherlands",51.90227789999999,4.5102344
"Koningin Julianaweg 55 , 3241XB, MIDDELHARNIS, Zuid-Holland, Netherlands",51.75487889999999,4.1597162
"Koningin Julianaweg 55 , 3241XB, MIDDELHARNIS, Zuid-Holland, Netherlands",51.75487889999999,4.1597162
"Koningin Julianaweg 55 , 3241XB, MIDDELHARNIS, Zuid-Holland, Netherlands",51.75487889999999,4.1597162
"Stolwijkstraat 8 , 3079DN, ROTTERDAM, Zuid-Holland, Netherlands",51.878571,4.538659
"Stolwijkstraat 8 , 3079DN, ROTTERDAM, Zuid-Holland, Netherlands",51.878571,4.538659
"Fazantenlaan 1 a, 3222AM, HELLEVOETSLUIS, Zuid-Holland, Netherlands",51.8349256,4.1199186
"Fazantenlaan 1 c, 3222AM, HELLEVOETSLUIS, Zuid-Holland, Netherlands",51.8350293,4.120839999999999
"Fazantenlaan 1 c, 3222AM, HELLEVOETSLUIS, Zuid-Holland, Netherlands",51.8350293,4.120839999999999
"Fazantenlaan 1 c, 3222AM, HELLEVOETSLUIS, Zuid-Holland, Netherlands",51.8350293,4.120839999999999
"Van Zandvlietplein 20 , 3077AA, ROTTERDAM, Zuid-Holland, Netherlands",51.8938802,4.5263202
"Van Zandvlietplein 20 , 3077AA, ROTTERDAM, Zuid-Holland, Netherlands",51.8938802,4.5263202
"Thorbeckelaan 63 , 3201WJ, SPIJKENISSE, Zuid-Holland, Netherlands",51.8478982,4.3357405
"Thorbeckelaan 63 , 3201WJ, SPIJKENISSE, Zuid-Holland, Netherlands",51.8478982,4.3357405
